[00:00:14.116 --> 00:00:15.816]  There is a war.
[03:41:33.978 --> 03:41:35.138]  No, no, it'd be like, oh, you're trying to rape me.
[03:41:35.498 --> 03:41:37.981]  Yeah.
[03:41:37.981 --> 03:41:39.543]  They're in a cult, man.
[03:41:39.543 --> 03:41:43.388]  I noticed like Muslims, I said this yesterday on the video live, were like running it.
[03:41:43.388 --> 03:41:46.712]  It's in the news now that it's Women's March organizers.
[03:41:46.712 --> 03:41:47.814]  Yeah, one of the leaders.
[03:41:47.814 --> 03:41:50.557]  It's one of the top Sharia law.
[03:41:51.138 --> 03:41:53.580]  We got women's genitals off, put hoods on their heads.
[03:41:53.580 --> 03:41:55.241]  Yeah, yeah, we got video of that.
[03:41:55.241 --> 03:41:57.342]  There was women, hundreds of them, holding those signs.
[03:41:57.342 --> 03:41:59.263]  We the people, Sharia law.
[03:41:59.263 --> 03:42:05.427]  So now, being a slave as a woman against me, who just spoils women, now I'm bad.
[03:42:05.427 --> 03:42:07.729]  I don't want to put a hood on their head.
[03:42:07.729 --> 03:42:10.551]  The girl, I believe her name, the woman, Linda Sarsour, I believe.
[03:42:10.551 --> 03:42:11.471]  I've got the article right here.
[03:42:11.471 --> 03:42:15.234]  She was on Rachel Maddow before this March, talking about it, saying...
[03:42:16.291 --> 03:42:20.112]  You know, 22 states in this country don't allow Sharia law.
[03:42:20.112 --> 03:42:21.793]  They don't allow us to practice our religion.
[03:42:21.793 --> 03:42:27.735]  It's like, no, sure, you can practice Islam, but Sharia law is a separate... You're not going to take a newborn girl and cut her genitals off.
[03:42:27.735 --> 03:42:29.095]  It's a separate tenet of the religion.
[03:42:29.095 --> 03:42:30.055]  It's kind of an aside.
[03:42:30.055 --> 03:42:32.756]  So it's like, here's... Oh yeah, yeah, they're using our freedom to ban it.
[03:42:32.756 --> 03:42:34.737]  And here's our constitution, you know, their version of it.
[03:42:34.737 --> 03:42:41.939]  And it's like, no... No, it's liberal women saying the West that empowers women has enslaved them, in my face, hating me.
[03:42:41.939 --> 03:42:44.780]  The thing that's wrong is it's not 50 states that don't allow Sharia law.
[03:42:45.381 --> 03:42:45.441]  22.
[03:42:45.441 --> 03:42:46.525]  Well, you know what it is?
[03:42:46.525 --> 03:42:47.931]  It's classic Stockholm syndrome.
[03:42:47.931 --> 03:42:50.560]  They're so spoiled, they want to be slaves.
[03:42:53.593 --> 03:42:57.994]  Fill your body with Carnivore, the new digestive enzyme product by InfoWars Life.
[03:42:57.994 --> 03:43:06.076]  Digestive enzymes assist in the digestive process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[03:43:06.076 --> 03:43:11.357]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut.
[03:43:11.357 --> 03:43:13.877]  Digestive enzyme production declines as we age.
[03:43:13.877 --> 03:43:17.278]  Carnivore is filled with digestive enzymes like those naturally present in the body.
[03:43:18.118 --> 03:43:21.239]  Enjoy the full potential of protein-rich foods again.
[03:43:21.239 --> 03:43:28.480]  You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high-meat diets.
[03:43:28.480 --> 03:43:36.541]  Just one pill with every high-protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[03:43:36.541 --> 03:43:43.722]  Carnivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[03:43:43.722 --> 03:43:45.183]  Don't let a meal go to waste.
[03:43:45.183 --> 03:43:47.003]  Use Carnivore by Infowars Life.
[03:43:47.823 --> 03:43:51.308]  Head to Infowarslife.com and secure your bottle now.
[03:43:51.308 --> 03:43:52.850]  That's Infowarslife.com.
[03:43:52.850 --> 03:43:54.231]  2017 has been a earth-shaking year.
[03:43:54.231 --> 03:43:56.374]  And 2018, guaranteed, is even gonna be wilder.
[03:44:02.722 --> 03:44:07.524]  In fact, my good friend, Stefan Molyneux, said it's gonna be like the Battle of the Gods, riding a rook.
[03:44:07.524 --> 03:44:09.545]  So get ready, ladies and gentlemen.
[03:44:09.545 --> 03:44:21.852]  And that's why, thanking you for all your support, we are extending free shipping store-wide at InfoWarsTore.com into early January, and the massive 50 to 67% off all our best-selling items.
[03:44:22.712 --> 03:44:28.797]  So ladies and gentlemen, whether it's Colloidal Silver, or Brain Force, or MycoZX, or Floralife, they're now back in stock.
[03:44:28.797 --> 03:44:33.941]  They're all massively discounted with free shipping at InfoWareStore.com.
[03:44:33.941 --> 03:44:42.948]  Take advantage of it, right through the new year, in a salute to the InfoWarriors, and into a thanks to all of you that have made this operation possible.
[03:44:43.248 --> 03:44:54.931]  From myself, the entire InfoWars crew, thank you for your support, thank you for bringing America back from the edge of death, and thank you for standing against the globalists and their bullying garbage.
[03:44:54.931 --> 03:45:05.274]  We have developed, with the top firms in the United States, powerful 50 billion live organism, probiotic, floralife, that is so critical
[03:45:06.618 --> 03:45:09.239]  To having a healthy gut and a healthy life.
[03:45:09.239 --> 03:45:12.560]  And it has changed my life and so many other people's lives.
[03:45:12.560 --> 03:45:22.224]  The other part is a compound like Micro ZX that has all these key ingredients of organic herbs and other systems that are known to break down this garbage in the body.
[03:45:22.224 --> 03:45:32.008]  That's why as we go through Christmas and now into the new year, we're extending the free shipping and 50% off on all our best-selling items while supplies last.
[03:45:32.008 --> 03:45:34.149]  You can also get the two products together
[03:45:35.143 --> 03:45:39.170]  And get them at 50% off when you combo them.
[03:45:39.170 --> 03:45:41.353]  So popular, sold out for more than six bucks.
[03:45:41.353 --> 03:45:46.982]  Now back in stock for a limited time at InfoWarsStore.com, InfoWarsLive.com, or by calling toll-free, 888-253-3139.
[03:45:55.109 --> 03:46:02.571]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[03:46:02.571 --> 03:46:15.776]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[03:46:16.716 --> 03:46:28.624]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[03:46:28.624 --> 03:46:34.568]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[03:46:35.328 --> 03:46:44.352]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[03:46:44.352 --> 03:46:57.738]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[03:46:57.738 --> 03:47:00.339]  You're listening to the Alex Jones Show.
[03:47:06.443 --> 03:47:06.753]  I think?
[03:47:28.160 --> 03:47:29.881]  We are back live, ladies and gentlemen.
[03:47:29.881 --> 03:47:31.782]  Thank you so much for joining us, final segment.
[03:47:31.782 --> 03:47:34.943]  Liam will join me again tomorrow, 11 a.m.
[03:47:34.943 --> 03:47:35.503]  to 3 p.m.
[03:47:35.503 --> 03:47:42.826]  Central with the rest of the great crew for the weekday show, because I want her to be able to get through all she wants to talk about, because I was frustrated as a man.
[03:47:42.826 --> 03:47:47.548]  I can't imagine a woman, them just saying, if you're a woman, you're for Hillary, you're for George Soros.
[03:47:47.548 --> 03:47:48.388]  It is so crazy.
[03:47:48.388 --> 03:47:53.650]  But speaking of Gloria Steinem, I remember hearing Rush Limbaugh when I was a senior in high school, like 1992.
[03:47:56.190 --> 03:48:02.955]  Gloria Steinem in her new book admits that she was CIA and it was meant to break up the family and take control of things for social engineering.
[03:48:02.955 --> 03:48:11.202]  So I went home because I knew my mother had seen that book on the coffee table like a month before and I picked it up and flipped to where Rush had said and there it was.
[03:48:11.202 --> 03:48:19.208]  So I'd mentioned that many times over the years and I would get emails and the news would say, you can look this up, Jones claims the CIA ran the feminist movement.
[03:48:19.208 --> 03:48:20.149]  Yeah, they did stuff like
[03:48:21.420 --> 03:48:23.621]  Almost no women smoke cigarettes.
[03:48:23.621 --> 03:48:24.701]  How do we get up to worldwide?
[03:48:24.701 --> 03:48:27.122]  We'll just say it's feminist to smoke cigarettes, Edward Bernays.
[03:48:27.122 --> 03:48:28.062]  We got articles on that.
[03:48:28.062 --> 03:48:32.904]  In fact, tomorrow I'll do more on this, but you guys pulled up some of the articles for me.
[03:48:32.904 --> 03:48:33.384]  There it is.
[03:48:33.384 --> 03:48:35.464]  The Torches of Freedom is what they called it.
[03:48:35.464 --> 03:48:37.265]  Your husband won't let you smoke cigarettes.
[03:48:37.265 --> 03:48:38.866]  The point is, smoke one if you want.
[03:48:38.866 --> 03:48:40.526]  They just said, be a woman, be cool.
[03:48:40.526 --> 03:48:41.586]  Torches of Freedom.
[03:48:41.586 --> 03:48:42.827]  Because they targeted women.
[03:48:43.467 --> 03:48:44.748]  Hitler did as well.
[03:48:44.748 --> 03:48:52.652]  And then the next thing was, you know, Eber Bernays and all this other garbage about going after the family, breaking it up.
[03:48:52.652 --> 03:48:53.813]  And then Gloria Steinem and Ms.
[03:48:53.813 --> 03:48:57.555]  Magazine and the CIA and ugly art and break down the family.
[03:48:57.555 --> 03:48:58.476]  It's all there.
[03:48:58.476 --> 03:49:02.038]  So today I said, hey, Google her book.
[03:49:02.038 --> 03:49:06.960]  And Nico Acosta, our head producer, goes, no, no, look, this is 60 Minutes in the 60s.
[03:49:08.317 --> 03:49:12.078]  And so, I was like, whoa, this just went up a little while ago.
[03:49:12.078 --> 03:49:18.139]  Here's part of it where she talks about the CIA and the foundations wanting to work with her.
[03:49:18.139 --> 03:49:20.880]  Again, it's not about empowering women.
[03:49:20.880 --> 03:49:24.841]  It's about making you totally poor, turning men into betas, and ending society.
[03:49:24.841 --> 03:49:26.241]  Here it is.
[03:49:26.241 --> 03:49:30.482]  Gloria, at the festival you worked for the Independent Research Service.
[03:49:33.114 --> 03:49:38.398]  Really, when did your own association with the CIA start, and in what fashion?
[03:49:38.398 --> 03:49:41.840]  Did they come to you, or did you go to them?
[03:49:41.840 --> 03:49:58.473]  In 1958, when I came home from India, I discussed with student leaders, past and present, many of them active with the National Student Association, this kind of small foundation to encourage Americans to go.
[03:49:58.473 --> 03:49:59.794]  They thought it was a good idea too.
[03:50:01.503 --> 03:50:15.116]  I was then told by foundations and professors and friends that I should not do this, that I would get in trouble with the House Un-American Activities Committee, the American Legion, all of those.
[03:50:15.116 --> 03:50:16.037]  They're still battling this.
[03:50:17.227 --> 03:50:17.707]  Let's stop right there.
[03:50:17.707 --> 03:50:21.171]  Miss Magazine, the mainstream media, all of it, not to empower women,
[03:50:41.889 --> 03:50:43.570]  But to totally enslave women.
[03:50:43.570 --> 03:50:44.670]  Look at the statistics today.
[03:50:44.670 --> 03:50:47.211]  Illegitimacy, it's all collapsing.
[03:50:47.211 --> 03:50:50.112]  The illiteracy, it's all there.
[03:50:50.112 --> 03:50:52.293]  Leanne, it's crazy that this is in her book.
[03:50:52.293 --> 03:50:55.214]  And I can pull up the articles where they said it didn't exist.
[03:50:55.214 --> 03:50:56.415]  Now we have her on film.
[03:50:56.837 --> 03:50:57.317]  Right.
[03:50:57.317 --> 03:51:02.000]  Yeah, I remember doing a big report about this and just cultural Marxism and where it really all started.
[03:51:02.000 --> 03:51:05.642]  And it wasn't about empowering women to get them in the workforce.
[03:51:05.642 --> 03:51:11.186]  It was about creating new tax income, new slave workers, breaking up the family.
[03:51:11.186 --> 03:51:16.709]  I mean, this is a whole big plan that, as we can see, Gloria Steinem has been a part of it for decades.
[03:51:16.709 --> 03:51:22.232]  And, you know, women just think that it's their, we are ripping away their rights, their freedom.
[03:51:22.232 --> 03:51:24.614]  And they think making men, it's like we're in competition with men.
[03:51:25.434 --> 03:51:29.238]  Men already are 40% of the college graduates.
[03:51:29.238 --> 03:51:30.359]  Don't worry, men are gone.
[03:51:30.359 --> 03:51:31.080]  There's no men left.
[03:51:31.080 --> 03:51:32.441]  It's all over.
[03:51:32.441 --> 03:51:33.422]  Everything's wrecked.
[03:51:33.422 --> 03:51:39.068]  It was all literally... I have in Endgame 2.0 all the documents where they admit everything.
[03:51:39.068 --> 03:51:41.830]  The chemicals in the water, the in-men.
[03:51:41.830 --> 03:51:42.411]  It's really bad.
[03:51:42.571 --> 03:51:52.856]  Well, here's the thing that's really infuriating to me, is that women are always kind of at the front lines when there's any kind of movement, civil rights, this and that, but who's going to speak up for them when they're obsolete?
[03:51:52.856 --> 03:52:06.123]  Because if you look at the cover of National Geographic magazine, and it's like the gender revolution, they have a man, they have a transgender man, a bi-gender woman, a transgender woman, a transgender woman, and then some other
