[00:00:00.029 --> 00:00:00.789]  This is everything.
[02:59:40.537 --> 02:59:41.518]  And that's what he did.
[02:59:41.818 --> 02:59:47.341]  Amazingly, God bless him, he died of natural causes.
[02:59:48.042 --> 02:59:58.248]  And there's a heck of a lot of, there are entire shiploads of people that have been taken out by the bad guys, not by natural forces, that's for sure.
[02:59:59.049 --> 03:00:00.349]  Alright, John, anything else?
[03:00:01.110 --> 03:00:05.432]  Judy Wood, fellas, was the doctor of justification.
[03:00:06.713 --> 03:00:07.354]  Alright, thank you.
[03:00:07.794 --> 03:00:09.495]  Nathaniel in Alabama, you're on the air.
[03:00:10.516 --> 03:00:17.379]  Yes sir, sorry about that.
[03:00:17.419 --> 03:00:20.681]  Yes sir, so, Mr. Fletcher, I can't, I'm 23 and talking to my grandparents.
[03:00:20.701 --> 03:00:22.561]  Yes, my brother.
[03:00:22.581 --> 03:00:22.641]  Yes.
[03:00:22.480 --> 03:00:26.480]  I'm 23 and talking to my grandparents.
[03:00:26.480 --> 03:00:28.480]  Your phone's really bad.
[03:00:28.480 --> 03:00:30.480]  Can you take it off speaker?
[03:00:30.480 --> 03:00:33.480]  Yes, my brother.
[03:00:33.480 --> 03:00:36.480]  Not much. Just try to talk right on your phone, okay?
[03:00:36.480 --> 03:00:37.480]  Yes.
[03:00:37.480 --> 03:00:42.480]   So, yeah, do you think we're past the point of no return on our debt?
[03:00:42.374 --> 03:00:47.535]  I mean, living for 80 plus years, you see how the world has changed so much.
[03:00:48.395 --> 03:00:49.596]  And I'm sure it's scary.
[03:00:50.996 --> 03:00:58.218]  I just unfortunately don't have that, don't have that experience when younger.
[03:00:58.238 --> 03:00:59.558]  So what do you think?
[03:01:02.759 --> 03:01:06.920]  OK, I'm sorry, I didn't hear that very well.
[03:01:06.960 --> 03:01:07.760]  His phone's breaking up.
[03:01:07.800 --> 03:01:09.501]  He said, are we past the point of no return?
[03:01:11.261 --> 03:01:13.642]  Oh yeah, yes.
[03:01:14.402 --> 03:01:17.703]  Unfortunately, I would have to say we certainly are.
[03:01:18.764 --> 03:01:20.424]  We have multiple problems.
[03:01:20.864 --> 03:01:30.268]  We have a couple of screwballs in running America for, you know, at this point in time, more than we have a real problem with.
[03:01:31.288 --> 03:01:41.717]  Who is the ruling, everybody says oh it's this group or that group, it's a bunch of corrupt people that have the same eugenics, mad scientist view in my world view, that are globalists, but who would you describe as the dominant force?
[03:01:45.520 --> 03:01:46.541]  It's hard to say.
[03:01:47.082 --> 03:01:56.689]   They zeroed in on work very Criminally to to get Biden in there for starters.
[03:01:58.089 --> 03:02:03.871]  Biden himself has sold us out to the Red Chinese period.
[03:02:04.131 --> 03:02:05.751]  That's that's obvious.
[03:02:05.811 --> 03:02:16.074]  And and some of this is going to surface finally, you know, with all the business with multi millions of dollars into everybody that had the name Biden.
[03:02:17.295 --> 03:02:26.322]  Got a truckload of cash and that will probably come out with the new congressional inquiries that are taking place right now.
[03:02:27.323 --> 03:02:30.986]  Some of that's going to come out, but it's almost beside the point.
[03:02:31.227 --> 03:02:38.393]  I am afraid this is a two-sided doomsday thing, and I hate saying this, but it's a reality.
[03:02:40.194 --> 03:02:51.905]   We have the earth, which is going to just continue to be Deteriorating internally and again, it's causing all of the weathers and all of that.
[03:02:52.246 --> 03:02:58.932]  Everything is directly from that's got nothing to do with if we stopped getting, you know, and went green, that's all baloney.
[03:02:59.252 --> 03:03:01.054]  There's just people making billions on that.
[03:03:01.114 --> 03:03:01.735]  That's a joke.
[03:03:02.255 --> 03:03:03.376]  That's got nothing to do with it.
[03:03:03.817 --> 03:03:04.998]  And nothing can change that.
[03:03:05.538 --> 03:03:07.380]  The Earth has run its time.
[03:03:08.650 --> 03:03:11.632]  And that includes our whole solar system for the most part.
[03:03:12.012 --> 03:03:19.377]  Although, I don't know, there's people trying to get into foreign planets, etc.
[03:03:19.458 --> 03:03:19.918]  Mars.
[03:03:20.418 --> 03:03:26.082]  We have spacecraft now that can fly at the speed of almost at light.
[03:03:26.582 --> 03:03:27.303]  We have them.
[03:03:28.083 --> 03:03:31.466]  We have been foreign alien entities.
[03:03:32.424 --> 03:03:38.145]  Are the ones that have, they've been in bed with some people of our government.
[03:03:38.625 --> 03:03:40.246]  They tried Adolf Hitler.
[03:03:41.346 --> 03:03:48.248]  And fortunately, because he had, he had a flying saucer that flew.
[03:03:48.768 --> 03:03:53.329]  He had some assistance from aliens that all of the crop circles.
[03:03:54.264 --> 03:04:00.767]  All of those unbelievable crop circles are creations of alien entities, period.
[03:04:01.147 --> 03:04:14.512]  They are a regular communication, which includes that with certain persons at Area 51 and above top secret operations, they are sending those crop circles.
[03:04:14.592 --> 03:04:18.274]  And there's been like 14,000 of them at this point in time.
[03:04:19.114 --> 03:04:23.876]  I have videotapes that shows how they are created.
[03:04:24.648 --> 03:04:30.392]  And they're created with about a 36-inch diameter ball.
[03:04:30.452 --> 03:04:32.273]  It looks like stainless steel to us.
[03:04:32.333 --> 03:04:33.114]  I don't know what it is.
[03:04:33.854 --> 03:04:40.158]  They are alien weapons, if you want to make that reference as a weapon.
[03:04:40.659 --> 03:04:41.119]  It's not.
[03:04:41.179 --> 03:04:42.240]  It's actually a tool.
[03:04:42.820 --> 03:04:43.781]  They are alien.
[03:04:43.961 --> 03:04:45.402]  I have it on videotape.
[03:04:45.422 --> 03:04:47.603]  All right, Bob, we've got to get you back soon.
[03:04:47.643 --> 03:04:48.604]  You're an icon of liberty.
[03:04:48.644 --> 03:04:51.306]  We've got four or five calls left, only four minutes left.
[03:04:51.326 --> 03:04:52.827]  Let's try to jam in Bart in Georgia.
[03:04:52.847 --> 03:04:53.107]  Go ahead.
[03:04:54.813 --> 03:04:55.453]  Yes, sir.
[03:04:56.333 --> 03:05:01.355]  Fox News and Budweiser are weapons against the people, like you've said before.
[03:05:01.395 --> 03:05:03.075]  First, I have one thing to say to you, Alex.
[03:05:03.475 --> 03:05:08.096]  I think you should start selling home brewing supplies and pair it with your Alexa Pure.
[03:05:08.497 --> 03:05:10.117]  Put Hot Girls on the bottles.
[03:05:10.737 --> 03:05:20.140]  And to Mr. Fletcher, Fox News is really just a weapon against the American people, and I think in six months you won't be able to tell the difference between it and CNN.
[03:05:20.200 --> 03:05:21.600]  What do you think about that, sir?
[03:05:24.093 --> 03:05:30.495]  Well, that's the least of our concerns at this point, unfortunately.
[03:05:30.515 --> 03:05:44.498]  The bottom line is I have a very serious concern that within seven months we may have a nuclear war.
[03:05:45.393 --> 03:05:46.614]  That's a concern of mine.
[03:05:47.074 --> 03:05:49.056]  And I won't get into why I'm saying that.
[03:05:49.976 --> 03:05:55.540]  I will have to get back and do that under its own presentation, I guess.
[03:05:55.960 --> 03:06:02.565]  But there's a very spooky concern of mine that we're going to end up in a nuclear war.
[03:06:04.787 --> 03:06:06.248]  Well, we'll get you back on soon.
[03:06:06.548 --> 03:06:07.689]  Go ahead, Bart's gone.
[03:06:08.209 --> 03:06:09.450]  Greg in California, go ahead.
[03:06:11.444 --> 03:06:15.546]  I noticed in one of your clips that you were affiliated with the Militia of Montana.
[03:06:15.866 --> 03:06:20.909]  I think that was in the 90s when the militias were in the news quite a bit during the Clinton administration.
[03:06:20.929 --> 03:06:29.052]  I wonder if you had any status updates on how well organized that type of resistance would be right now?
[03:06:29.833 --> 03:06:30.073]  Sure.
[03:06:30.173 --> 03:06:30.913]  Closing comment.
[03:06:30.933 --> 03:06:31.434]  Thanks for the call.
[03:06:31.874 --> 03:06:32.774]  I'm sorry to Larry and Greg.
[03:06:32.794 --> 03:06:34.255]  We'll have to get back with Bob next time he's on.
[03:06:34.715 --> 03:06:36.236]  But a comment on the militia.
[03:06:38.006 --> 03:06:41.289]  Well, the militia, you know, people don't understand.
[03:06:41.309 --> 03:06:47.073]  I have the entire Senate inquiry.
[03:06:47.133 --> 03:06:54.759]  I have all of that that I'm going to try to make available through Alex, that you're seeing a little piece of right there.
[03:06:56.580 --> 03:07:06.033]   The militia The Militia was just a bunch of angry American patriots, that's what it was.
[03:07:06.773 --> 03:07:21.098]  We utilized the name Militia because the Militias were what founded the original, what constituted the strength and arms that separated us from the King when we became United.
[03:07:21.118 --> 03:07:28.081]  Power to the people and saying our government's been taken over, it's got bad aims for us and we are organizing at the grassroots to say no.
[03:07:28.121 --> 03:07:28.721]  Bob Fletcher?
[03:07:29.895 --> 03:07:31.557]  Don't have a website, don't have a P.O.
[03:07:31.577 --> 03:07:33.500]  Box, but we're gonna get you back home when you do have one.
[03:07:33.860 --> 03:07:39.528]  We love you, amazing interview, and you've been vindicated, and you've really contributed so much to society with your open, free mind.
[03:07:39.548 --> 03:07:46.057]  I don't agree with 100% of what you say, I agree with about 95% of it, but you're a really great guy, and I appreciate you and all you've done for humanity.
[03:07:47.290 --> 03:07:47.670]  Thank you.
[03:07:48.591 --> 03:07:58.816]  We'll get back and we'll have some, I'll get with you and we'll move forward with some things that you have never seen in your life that'll surprise you.
[03:07:58.936 --> 03:08:00.477]  I can't wait to have you back up in the next few weeks.
[03:08:00.497 --> 03:08:01.338]  Thank you so much.
[03:08:01.978 --> 03:08:03.039]  Thank you, Bob Pletcher.
[03:08:03.419 --> 03:08:05.200]  Owen Schroeder takes over in two minutes.
[03:08:05.580 --> 03:08:07.601]  Infowars.com forward slash show the war room.
[03:08:07.941 --> 03:08:09.382]  Everybody tune in and share the link.
[03:08:09.662 --> 03:08:10.303]  Thank you so much.
[03:08:10.143 --> 03:08:12.743]  Great job, everybody.
[03:08:12.743 --> 03:08:16.102]  [MUSIC PLAYING]
[03:08:16.102 --> 03:08:19.462]  [MUSIC PLAYING]
[03:08:19.462 --> 03:08:33.423]  [MUSIC PLAYING]
[03:08:33.423 --> 03:08:35.903]  Nobody rides for free.
[03:08:34.728 --> 03:08:38.452]  I'm going to hit some huge Mayorkas news on the border and more.
[03:08:39.092 --> 03:08:41.815]  Some of his latest over-the-top brainwashing and gaslighting.
[03:08:42.475 --> 03:08:43.676]  Several of those clips in a moment.
[03:08:43.736 --> 03:08:45.538]  But first, nobody rides for free.
[03:08:46.139 --> 03:08:47.240]  We can't stay on air.
[03:08:47.340 --> 03:08:49.041]  We can't pay for the massive servers.
[03:08:49.101 --> 03:08:54.026]  We can't pay for all the software and all the infrastructure and the satellite uplinks without your support.
[03:08:54.606 --> 03:08:55.827]  And I want to hire more reporters.
[03:08:55.867 --> 03:08:57.767]  I want to send them around the country and the world again.
[03:08:58.127 --> 03:09:01.729]  I don't want to just stay on air, which we've stabilized or able to do right now.
[03:09:02.329 --> 03:09:03.469]  I want to be able to expand.
[03:09:03.509 --> 03:09:04.930]  So I want to thank you all for keeping us on air.
[03:09:04.950 --> 03:09:06.990]  I want to thank you for your prayers, your word of mouth.
[03:09:07.011 --> 03:09:08.151]  It's an information war.
[03:09:08.171 --> 03:09:13.433]  And I want to encourage you to go to Infowarsstore.com and get the very best products.
[03:09:14.500 --> 03:09:17.781]  I can get supplements for 10% of what I get these for.
[03:09:18.401 --> 03:09:21.321]  The compounds are still so powerful, you get a pretty good response on those.
[03:09:21.881 --> 03:09:29.903]  The highest end, the cleanest, the very best formulas that top researchers develop for us, and a lot of these are clones of already best-selling products.
[03:09:30.483 --> 03:09:37.064]  You're not going to get A-plus, platinum-level quality products, 5-star products, for anywhere near these prices.
[03:09:38.365 --> 03:09:40.585]  Permaforce Plus is new and improved even better!
[03:09:41.536 --> 03:09:45.618]  With a whole bunch of natural compounds for 10 hours of clean energy that kicks in at different points.
[03:09:46.627 --> 03:09:55.569]  Some hits quick, some hits in 4 or 5 hours, some hits in like 6 hours, 8 hours, 10 hours of energy, TurboForce Plus, now in a canister, stronger, and even more product.
