[00:00:00.000 --> 00:00:02.439]  [BEEPING]
[03:14:16.822 --> 03:14:17.883]  We're not going to put up with that.
[03:14:17.903 --> 03:14:24.490]  We're not going to put up with the Soma being introduced to medicate and to bring down the soul of a civilization.
[03:14:24.770 --> 03:14:26.232]  Alex, marching orders.
[03:14:26.412 --> 03:14:27.273]  Action, action, action.
[03:14:27.293 --> 03:14:28.494]  We have thousands of jump points.
[03:14:28.554 --> 03:14:31.477]  What are the marching orders for the rank and file, our audience right here?
[03:14:31.918 --> 03:14:34.020]  Buy the book, but what is to be done?
[03:14:35.896 --> 03:14:39.740]  I know your audience is the tip of the spear, so they need to be lectured about waking up and caring.
[03:14:40.240 --> 03:14:42.022]  But it's not a burden to fight tyranny.
[03:14:42.062 --> 03:14:43.704]  We're designed to fight tyranny.
[03:14:43.744 --> 03:14:48.809]  Plants don't grow well in zero gravity because there's no wind, there's no rain, there's no birds, there's no opposition.
[03:14:49.450 --> 03:14:52.853]  And humans don't do well when they're not under pressure.
[03:14:53.674 --> 03:14:57.618]  So we need to admit we're under pressure, just like you're lifting weights or you're climbing up a mountain.
[03:14:57.638 --> 03:15:00.245]   You're going to get stronger Not weaker.
[03:15:00.285 --> 03:15:03.167]  They want a sedentary, mentally, spiritually, physically.
[03:15:03.387 --> 03:15:05.128]  We need to realize this is exciting.
[03:15:05.248 --> 03:15:06.489]  This is empowering.
[03:15:06.869 --> 03:15:09.070]  We're in the zeitgeist.
[03:15:09.131 --> 03:15:11.712]  We're in the decision-making fulcrum.
[03:15:12.032 --> 03:15:13.133]  The bullet is in the chamber.
[03:15:13.153 --> 03:15:15.534]  You know, the arrow is about to be fired.
[03:15:16.455 --> 03:15:24.940]  Parents have had the analogy of raising a child till they're 14, 15, 16 is like putting an arrow to a bow, pulling and aiming it.
[03:15:24.960 --> 03:15:28.653]   And when you By the time they're 12, 13, 14, it's basically already set.
[03:15:28.953 --> 03:15:31.754]  Now you release them, and now there's that trajectory.
[03:15:31.794 --> 03:15:35.455]  So we're at the point, and basically, I think the arrow's already been loosed.
[03:15:35.475 --> 03:15:36.455]  We've done a pretty good job.
[03:15:36.495 --> 03:15:38.655]  I think it's going to hit near the bullseye here.
[03:15:39.136 --> 03:15:42.697]  So we have to understand that the globalists, though, need to be stopped.
[03:15:42.556 --> 03:15:48.636]   We need people to defect more than ever whistleblowers you name it from inside the system to stop world war three
[03:15:48.636 --> 03:15:54.796]   To bring many together to stop the identity politics to stop the separation in the name of unity
[03:15:54.796 --> 03:16:06.156]   Info war store.com [inaudible].
[03:16:06.327 --> 03:16:08.789]  We also have store-wide free shipping, double Patreon points.
[03:16:10.090 --> 03:16:11.771]  We have X2 about to sell out.
[03:16:12.131 --> 03:16:14.813]  We have Winter Sun, the best E3, finally back in stock.
[03:16:15.094 --> 03:16:16.054]  Still got a freemium system.
[03:16:16.475 --> 03:16:20.577]  We have Vazzo Beats with nitrous oxide to boost your heart health.
[03:16:21.558 --> 03:16:21.958]  All of it.
[03:16:22.984 --> 03:16:30.791]  We have TurboForce, the most powerful, high-quality, brain-boosted tropic out there that's also good for you, unlike other brain boosters that aren't.
[03:16:31.312 --> 03:16:32.533]  TurboForce, discounted.
[03:16:32.553 --> 03:16:33.914]  Infowarrestore.com.
[03:16:34.274 --> 03:16:35.516]  Get TurboForce.
[03:16:37.372 --> 03:16:38.493]  Get Winter Son.
[03:16:39.534 --> 03:16:41.937]  Get it all at InfoWarsTore.com.
[03:16:42.257 --> 03:16:44.279]  And I want to thank you all for keeping us on air over the years.
[03:16:44.299 --> 03:16:46.081]  You've seen that we've delivered together.
[03:16:46.461 --> 03:16:47.663]  You delivered supporting us.
[03:16:48.103 --> 03:16:49.324]  I've delivered not giving up.
[03:16:49.685 --> 03:16:52.948]  Praise God and pass the ammunition in the information war.
[03:16:52.968 --> 03:16:54.870]  Get a copy of my book, The Great Awakening.
[03:16:56.111 --> 03:16:56.852]  Sign or unsign.
[03:16:56.872 --> 03:16:58.253]  InfoWarsTore.com.
[03:16:58.614 --> 03:16:59.515]  Take action.
[03:17:03.066 --> 03:17:04.506]  Let's go to Highwaymen in Illinois.
[03:17:04.526 --> 03:17:05.067]  You're on the air.
[03:17:05.087 --> 03:17:05.647]  Thanks for calling.
[03:17:05.707 --> 03:17:06.087]  Hey, Alex.
[03:17:06.227 --> 03:17:07.587]  It's great to talk to you.
[03:17:07.627 --> 03:17:09.248]  Long time listener.
[03:17:09.308 --> 03:17:11.029]  First time actually getting through a call.
[03:17:11.069 --> 03:17:16.510]  And first, I want to give a little plug on something that I don't feel that you plug nearly enough.
[03:17:16.570 --> 03:17:18.531]  Your dad's turmeric toothpaste is incredible.
[03:17:18.711 --> 03:17:25.473]  I prefer to admit I've kind of neglected my teeth, and I started using your dad's toothpaste, and my gum stopped bleeding brushing my teeth.
[03:17:25.813 --> 03:17:30.275]  And I mean, it is dentist cleaning clean every time you brush your teeth.
[03:17:30.295 --> 03:17:31.015]  It is incredible.
[03:17:31.275 --> 03:17:33.297]  Well, again, my dad, I say he's retired.
[03:17:33.337 --> 03:17:34.499]  He doesn't do a lot of practice.
[03:17:34.519 --> 03:17:35.360]  He still has his license.
[03:17:35.380 --> 03:17:37.702]  He still takes care of friends and family and other folks.
[03:17:37.762 --> 03:17:46.973]  But yeah, he simply creates toothpaste for top toothpaste manufacturers that don't have fluoride, but that have all these essential oils, not just concentrated turmeric, but things like tea tree and a lot of other things in it.
[03:17:47.173 --> 03:17:47.934]  Winter is coming.
[03:17:49.636 --> 03:17:50.156]  Winter is coming.
[03:17:49.995 --> 03:17:55.625]   won't find the operation. But yeah, all three of his toothpicks, the turmeric, the tooth whitening, and the activated
[03:17:55.625 --> 03:18:01.004]   charcoal are all top of the line with no extra atoms or fillings, full of essential oils. They will blow you away.
[03:18:01.004 --> 03:18:02.995]  Thank you so much for the plug, sir.
[03:18:02.995 --> 03:18:11.995]  Winter is coming. Winter is coming. Winter is coming.
[03:18:11.995 --> 03:18:11.995]  Winter is coming. Winter is coming. Winter is coming.
[03:18:12.589 --> 03:18:14.010]  Winter isn't coming.
[03:18:14.571 --> 03:18:15.872]  Winter is here.
[03:18:16.272 --> 03:18:23.778]  And while the sun isn't helping us produce as much vitamin D, do yourself a favor and try M4's Life Winter Sun Plus.
[03:18:24.038 --> 03:18:26.399]  Now back in stock and 40% off at m4store.com.
[03:18:28.641 --> 03:18:39.844]  Winter Sun Plus is a powerful vitamin D based formula, bringing you straight vitamin D3 free of toxic chemicals, allergens, preservatives, artificial colors, and GMOs.
[03:18:40.264 --> 03:18:50.967]  Our vitamin D3 formula supports the body's natural immune system, promotes calcium absorption for healthy bones and teeth, and helps sustain healthy tissue and systems of the body.
[03:18:51.347 --> 03:18:53.848]  When the winters come, they come cold.
[03:18:54.048 --> 03:18:57.749]  So weather the storm and supplement with Winter Sun Plus.
[03:18:58.349 --> 03:19:01.713]  40% off for a limited time at InfoWarsStore.com!
[03:19:03.655 --> 03:19:10.077]  One of the most frustrating things about being awake to the globalist agenda is seeing the general public still asleep.
[03:19:10.377 --> 03:19:24.321]  By and large, not aware of the magnitude of the incredible danger they're under, but also the ongoing attacks and the magnitude of the death caused by the lethal injections, masqueradings, vaccines.
[03:19:25.261 --> 03:19:29.382]  It is so frustrating to see people going about their daily lives oblivious.
[03:19:30.809 --> 03:19:33.751]  And you realize ignorance is not bliss, it equals death.
[03:19:35.152 --> 03:19:38.615]  But people are starting to really understand how serious things are, and that's...
[03:19:39.491 --> 03:19:55.604]  That's a hard thing to do, because to wake up to a dystopic reality and realize that we're in the middle of a giant biological weapons war against humanity, and that there's mass sterilization that's already taking place, and they're cutting off all the major energy sources, is really hard to deal with, but it's the reality.
[03:19:56.144 --> 03:20:00.328]  Facing it is our only chance to turn this around, because stuff's about to get really, really nasty.
[03:20:00.728 --> 03:20:01.369]  InfoWars.com.
[03:20:04.986 --> 03:20:09.087]  Leading a frontal assault on the lies of the New World Order.
[03:20:09.608 --> 03:20:10.908]  It's Alex Jones.
[03:20:14.909 --> 03:20:15.970]  We see you on stairwell.
[03:20:16.330 --> 03:20:17.990]  Eagle has wings.
[03:20:19.231 --> 03:20:19.611]  Roger.
[03:20:19.971 --> 03:20:20.551]  How's it look?
[03:20:21.912 --> 03:20:22.772]  Let's proceed.
[03:20:23.132 --> 03:20:23.572]  Roger.
[03:20:24.633 --> 03:20:25.693]  Ignition.
[03:20:29.895 --> 03:20:30.615]  Contact light.
[03:20:32.242 --> 03:20:38.084]  We need to, you know, own things and be free and be empowered and be independent.
[03:20:37.963 --> 03:20:41.644]  Infowars.com/show and share the link today.
[03:20:41.644 --> 03:20:43.523]  Beautiful, just beautiful.
[03:20:43.523 --> 03:20:48.123]   We need to own things and be free and be empowered and be independent.
[03:20:48.123 --> 03:20:54.503]   We don't need to own nothing and be happy, but there's a real collective in our free will,
[03:20:54.503 --> 03:20:59.003]   our trillions of decisions then have a knowledge that is a collective, but it's a collective
[03:20:59.003 --> 03:21:01.963]  directed by the individual, not directed by the elites.
[03:21:01.963 --> 03:21:06.724]   And so we have to get people to come over from the establishment, realize they're not just
[03:21:06.724 --> 03:21:13.804]   on a losing team, they're in a death cult, suicide cult of four, five, six generations of elites
[03:21:14.681 --> 03:21:24.549]  Didn't even get the power, but have just been given it, and that we must stop people like King Charles, we must stop people like Alexander Soros, we must stop people like Klaus Schwab and Bill Gates.
[03:21:24.829 --> 03:21:33.616]  We have to remove the keys from them and say, listen, you can go to Alba, or you can take some of your stolen money and go play golf, but we're taking the keys of power.
[03:21:33.656 --> 03:21:34.576]  They're not yours.
[03:21:35.037 --> 03:21:36.138]  We're not going to eat bugs.
[03:21:36.158 --> 03:21:37.619]  You're not taking the cows away.
[03:21:38.600 --> 03:21:42.923]  You're not going to give us poison medicine to keep all the advanced life extension from us.
[03:21:43.363 --> 03:21:44.785]  We're gonna get it all.
[03:21:45.186 --> 03:21:45.826]  It's ours.
[03:21:46.167 --> 03:21:47.689]  And you're not gonna destroy us.
[03:21:47.749 --> 03:21:50.893]  So, get out of the way, like the rap song says.
[03:21:51.234 --> 03:21:52.175]  Move, bitch!
[03:21:52.435 --> 03:21:53.416]  Get out the way!
[03:21:53.637 --> 03:21:54.738]  Get out the way, bitch!
[03:21:54.778 --> 03:21:55.679]  Get out the way!
[03:21:55.980 --> 03:21:56.861]  Move, bitch!
[03:21:57.121 --> 03:21:58.003]  Get out the way!
[03:21:58.323 --> 03:21:58.884]  That's what we need!
[03:22:01.880 --> 03:22:02.861]  Alex Jones, everybody.
[03:22:02.981 --> 03:22:04.122]  Alex, final question.
[03:22:04.442 --> 03:22:13.170]  What do we have to be aware of the threats that we have not identified that they're going to launch in 24 and what can we do about it?
[03:22:13.450 --> 03:22:26.361]  My big fear is Trump in leg irons at Mar-a-Lago Labor Day, not able to campaign because he's under multiple federal indictments where they literally suffocate his campaign with federal marshals having him on house arrest.
[03:22:27.972 --> 03:22:30.873]  And then they staged terror attacks and claim that we did it because we support Trump.
[03:22:31.313 --> 03:22:32.773]  None of us are for offensive violence.
[03:22:33.293 --> 03:22:39.775]  If they do that, we cannot be violent, even throwing a piece of garbage on the ground or leaving our sign in a protest.
[03:22:40.255 --> 03:22:41.255]  We've got to be ever watchful.
[03:22:41.275 --> 03:22:42.656]  Like January 6th, I'm being set up.
[03:22:42.796 --> 03:22:43.876]  I walked right into that trap.
