[00:00:29.713 --> 00:00:31.053]  A digital frontier.
[03:08:58.207 --> 03:08:59.968]  It was God that inspired these people.
[03:09:01.168 --> 03:09:03.349]  And when God is speaking, God doesn't make mistakes.
[03:09:04.019 --> 03:09:06.481]  Because then you'll get people that will say, well, there's the human error.
[03:09:06.501 --> 03:09:07.502]  There's the human factor.
[03:09:07.842 --> 03:09:13.626]  Again, take a look at humans that were called by God, that prophesied in the scripture.
[03:09:14.007 --> 03:09:15.988]  They got it 100% right.
[03:09:16.949 --> 03:09:18.070]  Because it was real.
[03:09:19.091 --> 03:09:20.051]  I'll just leave it at that.
[03:09:20.332 --> 03:09:24.275]  And by the way, false prophets were to be stoned if they got it wrong.
[03:09:25.656 --> 03:09:28.678]  So, yeah, there's that.
[03:09:28.758 --> 03:09:29.619]  I'll just leave it at that.
[03:09:32.921 --> 03:09:33.642]  All this to say,
[03:09:34.688 --> 03:09:41.415]  Because when we're having this conversation about the last days, there are indications that you are in the last days.
[03:09:42.196 --> 03:09:47.141]  And I'll get back to why what Vivek says is a total abomination.
[03:09:47.862 --> 03:09:49.784]  Why is the GOP always doing this?
[03:09:49.864 --> 03:09:50.565]  I don't understand.
[03:09:52.294 --> 03:09:52.794]  I don't get it.
[03:09:52.894 --> 03:10:03.558]  Why does the GOP want to just cater and pander to homosexuals that are such a small percentage of the population in the United States of America?
[03:10:03.658 --> 03:10:04.438]  I don't understand it.
[03:10:05.018 --> 03:10:07.379]  To me, you want to know what that is to me?
[03:10:07.399 --> 03:10:12.260]  I'm going to be completely honest with you, and I could care less if you're offended by this, honestly, if you could tell.
[03:10:13.221 --> 03:10:20.283]  When I see the GOP or even Trump supporters, when I see these people and are these right-wingers,
[03:10:21.307 --> 03:10:28.391]  On stage, just shilling and pandering to homosexuals, right?
[03:10:29.032 --> 03:10:42.099]  To me, it's the equivalent of watching Kamala Harris stand on a stage in Atlanta in front of a bunch of black people and start changing her accent as if she's one of them.
[03:10:42.139 --> 03:10:44.321]  And all of a sudden, she's talking ghetto.
[03:10:44.981 --> 03:10:54.692]  It's the equivalent to me of watching Hillary Clinton show up to a black church and then all of a sudden she has some kind of southern accent when she's talking to blacks.
[03:10:55.052 --> 03:10:55.813]  It's cringe.
[03:10:56.253 --> 03:10:56.894]  It's gay.
[03:10:56.914 --> 03:10:57.955]  It's fake.
[03:10:58.296 --> 03:10:59.036]  And it's retarded.
[03:10:59.297 --> 03:11:00.118]  And I'll say this.
[03:11:01.346 --> 03:11:20.598]  I don't like it more when the GOP does this, because these are the same people that run around claiming that we're a Judeo-Christian nation, and we're a nation founded off of God and the Bible, and we are hated because we have some kind of moral principles.
[03:11:20.618 --> 03:11:22.799]  You know what?
[03:11:23.620 --> 03:11:30.764]  If the GOP doesn't want to stand with God, if the GOP doesn't want to stand with the Bible,
[03:11:32.259 --> 03:11:37.264]  Then I would advise the GOP to get Christ's name out of your mouth.
[03:11:38.405 --> 03:11:50.195]  Stop attempting to deceive the rest of us out here and slapping Christians in the face, because we know God's Word and we know a fraud when we see one, because we've been taught by the Holy Scriptures.
[03:11:50.215 --> 03:11:52.017]  You want to talk about discerning false prophets?
[03:11:52.677 --> 03:11:55.380]  Jesus made it very clear, you shall know them by their fruit.
[03:11:56.312 --> 03:12:00.914]  A good tree cannot produce bad fruit, and a bad tree cannot produce good fruit.
[03:12:01.454 --> 03:12:03.135]  You shall know them by their fruit.
[03:12:05.596 --> 03:12:13.139]  And one thing I will say, because this is, and I'll say this too, because this current generation of the GOP, right?
[03:12:13.945 --> 03:12:16.407]  That are like shilling for gays and homosexuals.
[03:12:16.727 --> 03:12:19.569]  It's the most retarded fake and gay thing I've ever seen.
[03:12:19.589 --> 03:12:20.029]  I'm like, why?
[03:12:20.109 --> 03:12:20.269]  Why?
[03:12:20.329 --> 03:12:21.170]  What is the point of this?
[03:12:21.670 --> 03:12:26.974]  Why do you just put up a middle finger to your entire, entire evangelical base?
[03:12:27.194 --> 03:12:31.037]  There are more of us than there are of these sodomites in the United States of America.
[03:12:31.317 --> 03:12:31.797]  Do the math.
[03:12:31.837 --> 03:12:32.858]  It doesn't make any sense.
[03:12:33.158 --> 03:12:34.419]  Who are you trying to please?
[03:12:34.439 --> 03:12:35.620]  You know what you're doing?
[03:12:35.960 --> 03:12:37.641]  You're serving your father, the devil.
[03:12:37.702 --> 03:12:38.482]  That's what you're doing.
[03:12:38.882 --> 03:12:42.485]  You're homophobic because you're afraid of hurting a gay person's feelings.
[03:12:43.314 --> 03:12:50.156]  You're afraid of standing with the Lord Jesus Christ and his eternal word that clearly, clearly opposes homosexuality.
[03:12:50.676 --> 03:12:57.838]  And then at the same time, you got his name in your mouth, trying to waltz around like you stand for God in the United States of America.
[03:12:57.858 --> 03:12:58.498]  You're a fraud.
[03:12:58.738 --> 03:12:59.699]  You're a false prophet.
[03:12:59.899 --> 03:13:05.040]  Our Bible exposes you and pulls that mask right off your face for the wolf you truly are.
[03:13:05.360 --> 03:13:08.421]  Yeah, take that as a rebuke to the entire GOP that's doing this.
[03:13:08.661 --> 03:13:15.486]  And people within MAGA that want to shill for homosexuals because they don't want to be mean to the gay guy that's got a MAGA hat on.
[03:13:18.689 --> 03:13:19.109]  Please.
[03:13:20.710 --> 03:13:23.593]  This is why America is continuing to fail.
[03:13:23.713 --> 03:13:26.014]  This is why America is continuing to deteriorate.
[03:13:26.335 --> 03:13:34.481]  Because we can't take a stance for something as basic as traditional God-assigned and authored marriage for humanity?
[03:13:36.235 --> 03:13:38.898]  You want to talk about the government not getting involved in marriage?
[03:13:39.398 --> 03:13:43.683]  Because this current GOP is all cucked out and their entire talking points are always this.
[03:13:43.983 --> 03:13:47.426]  Well, the government's not going to get in the way with who you want to marry.
[03:13:47.607 --> 03:13:50.209]  Why doesn't the GOP just come out and admit it?
[03:13:50.449 --> 03:13:52.031]  You guys are liberal.
[03:13:52.291 --> 03:13:54.233]  You guys are no different than the left.
[03:13:54.493 --> 03:13:55.775]  And you guys are
[03:13:56.195 --> 03:14:00.536]  Floating way more further left and you don't want anything to do with God's Word.
[03:14:00.736 --> 03:14:02.977]  You don't want anything to do with any real morality.
[03:14:03.197 --> 03:14:07.598]  You are just simply a fraud and you are a wolf in sheep's clothing.
[03:14:07.958 --> 03:14:23.102]  Social liberals waltzing around as fiscal conservatives lecturing real right-wingers like myself and millions of others out there that we're the problem because we actually have biblical morals and values.
[03:14:25.603 --> 03:14:26.903]  That's called subversion.
[03:14:27.244 --> 03:14:27.884]  That's what that is.
[03:14:29.885 --> 03:14:31.525]  And that's called deception in my book.
[03:14:32.525 --> 03:14:33.446]  I'm not falling for it.
[03:14:33.466 --> 03:14:35.667]  I don't know about you, but I'm sick of it.
[03:14:35.707 --> 03:14:39.328]  I'm sick of these people running around with Christ's name in their mouth.
[03:14:40.503 --> 03:14:42.384]  And they have the worst principles ever.
[03:14:42.424 --> 03:14:43.024]  They have the worst.
[03:14:43.104 --> 03:14:45.706]  It's like, no, you want to talk about the government not getting involved?
[03:14:45.986 --> 03:14:47.907]  The biblical perspective on marriage?
[03:14:48.187 --> 03:14:51.369]  The government has no say, no ability.
[03:14:51.809 --> 03:14:58.713]  Human beings do not have in any way, shape or form the ability to define what marriage is.
[03:14:58.973 --> 03:15:00.274]  That comes from God.
[03:15:01.034 --> 03:15:07.138]  No government, no politician, no dictator, no regime, nobody, no shill.
[03:15:08.254 --> 03:15:09.135]  Not even the church.
[03:15:09.795 --> 03:15:11.497]  The church doesn't have that ability.
[03:15:12.518 --> 03:15:16.121]  I don't have the authority as a born-again Christian to define marriage.
[03:15:16.981 --> 03:15:21.585]  I transmit the message of the architect that has defined marriage.
[03:15:21.905 --> 03:15:22.506]  That's him.
[03:15:23.146 --> 03:15:24.507]  I'm just a mouthpiece, dude.
[03:15:24.988 --> 03:15:27.149]  And I'm not saying that because I'm like, oh, don't shoot the messenger.
[03:15:27.370 --> 03:15:28.591]  No, come on, shoot the messenger!
[03:15:29.631 --> 03:15:31.153]  We're willing to die for this message!
[03:15:33.314 --> 03:15:34.135]  People have bled.
[03:15:34.655 --> 03:15:36.376]  People have given their lives.
[03:15:36.396 --> 03:15:37.117]  You don't understand.
[03:15:37.137 --> 03:15:45.502]  Like, when you take a look at church history, you don't understand that Christians have been persecuted for simple doctrines such as the supremacy of Jesus Christ in the church.
[03:15:46.623 --> 03:15:47.183]  You don't understand.
[03:15:47.203 --> 03:15:58.710]  People have had their slits decapitated, their families hunted for doctrines as basic as the supremacy of Jesus in the church.
[03:15:58.750 --> 03:15:59.711]  He's the head of the church.
[03:16:02.173 --> 03:16:05.456]  Like, where are we now in the United States of America as a church?
[03:16:07.298 --> 03:16:16.326]  The point is, in church history, Christians have been willing to lose their heads for this gospel and doctrines within the Bible.
[03:16:17.267 --> 03:16:21.011]  And right now, the United States of America can't take a stance.
[03:16:21.571 --> 03:16:25.295]  This Christian church in America
[03:16:26.090 --> 03:16:37.447]  is so weak and so cucked out that they can't find themselves to find the boldness or the courage to simply take a stand against gay marriage and a bunch of homosexuals with limp wrists?
[03:16:37.888 --> 03:16:38.709]  Give me a break.
[03:16:39.250 --> 03:16:39.830]  We're not ready.
[03:16:39.850 --> 03:16:41.232]  We'll be right back.
[03:16:41.733 --> 03:16:45.534]  When we came out with Nitric Boost three years ago, it was a sleeper product.
[03:16:45.554 --> 03:16:46.275]  I didn't even promote it.
[03:16:46.455 --> 03:16:52.877]  But as listeners began to use it, it has become one of our top selling products because of the incredible results they get.
[03:16:53.057 --> 03:16:59.099]  If you want to give your cardiovascular system a leg up, if you want to go in and help clean out and purify your blood,
[03:17:00.359 --> 03:17:02.360]  Ladies and gentlemen, Nitric Boost is the way to go.
[03:17:02.661 --> 03:17:05.582]  You've heard Dr. Judy Mikovits talk about how it's an amazing formula.
[03:17:05.883 --> 03:17:07.704]  This is what she's recommended to people.
[03:17:07.764 --> 03:17:10.465]  Ladies and gentlemen, it does so many great things.
[03:17:11.086 --> 03:17:11.346]  Why?
[03:17:11.686 --> 03:17:14.168]  But you notice what happens in the morning if you're a man.
[03:17:14.188 --> 03:17:16.029]  I feel like I'm 16 years old again.
[03:17:16.349 --> 03:17:20.612]  When I was 16, I'd already had probably a... I hate to brag, so I'm not bragging.
[03:17:20.672 --> 03:17:21.432]  It's actually shameful.
[03:17:21.652 --> 03:17:23.233]  Probably 150 women or more.
[03:17:23.533 --> 03:17:24.154]  That's conservative.
[03:17:24.514 --> 03:17:26.215]  Nitric Boost is simply amazing.
[03:17:26.255 --> 03:17:27.476]  It's great for women as well.
[03:17:27.756 --> 03:17:31.878]  Get yours today at InfoWarsTore.com for 40% off.
[03:17:31.898 --> 03:17:33.299]  But that is a limited time sale.
[03:17:33.539 --> 03:17:36.521]  But right now it's 40% off at InfoWarsTore.com.
[03:17:36.701 --> 03:17:37.982]  And I thank you all for your support.
[03:17:41.764 --> 03:17:45.506]  There is one God and one mediator between God and man.
[03:17:45.526 --> 03:17:48.508]  That's the man Christ Jesus.
[03:17:48.528 --> 03:17:49.629]  This God has a name.
[03:17:49.649 --> 03:17:51.890]  Gotta start naming him.
[03:17:53.575 --> 03:17:54.815]  What's going on, InfoWarriors?
[03:17:55.195 --> 03:17:57.636]  You are now watching the fourth hour of the Alex Jones Show.
[03:17:57.716 --> 03:17:59.637]  I am your guest host, Drew Hernandez.
[03:17:59.657 --> 03:18:05.578]  And by the way, you can do me a huge favor and please reshare all of these links.
[03:18:06.459 --> 03:18:08.019]  Tag me in it, at DrewHLive.
[03:18:08.059 --> 03:18:09.099]  Follow me over there as well.
[03:18:09.119 --> 03:18:15.861]  And make sure to follow Alex, at RealAlexJones, and InfoWars, at InfoWars, all on X. Reshare all the links.
