# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.080 --> 00:00:32.719]  InfoWars, tomorrow's news, today.
[03:28:42.319 --> 03:28:44.079]  And he'd already done, you're only supposed to do 22 missions.
[03:28:44.159 --> 03:28:45.200]  He's already done 22 more.
[03:28:45.360 --> 03:28:46.719]  He was volunteering again.
[03:28:47.600 --> 03:28:52.879]  And they were losing at that time like half the people in the squadrons a month.
[03:28:53.040 --> 03:28:55.120]  Some missions, they lost half the planes.
[03:28:56.639 --> 03:28:59.920]  And my grandfather, Jerry Jones, what a badass that guy was.
[03:29:00.079 --> 03:29:00.639]  Jesus Christ.
[03:29:00.719 --> 03:29:02.239]  I'm just a shadow of that guy.
[03:29:03.120 --> 03:29:04.239]  Like John Wayne for real, folks.
[03:29:04.319 --> 03:29:04.719]  He walked around.
[03:29:04.879 --> 03:29:05.600]  I was like, what the hell?
[03:29:05.760 --> 03:29:08.639]  Like, this is the, you know, the king has arrived.
[03:29:08.959 --> 03:29:15.840]  And black, jet black hair, chiseled face, baby blue eyes.
[03:29:16.479 --> 03:29:22.239]  And he said, I don't care.
[03:29:22.399 --> 03:29:23.040]  It was in his paper.
[03:29:23.200 --> 03:29:26.559]  I'm, I'm, I'm going another, I'm doing another 22 missions.
[03:29:26.719 --> 03:29:30.879]  Because the catch 22 was you only do 22, but half the time you die early in the war.
[03:29:32.799 --> 03:29:34.479]  And he volunteered again.
[03:29:35.440 --> 03:29:38.719]  And this part of the story I'd heard, he'd always say, oh, I was just a cook in the army.
[03:29:38.799 --> 03:29:40.079]  You know, I was over the mess hole.
[03:29:40.159 --> 03:29:41.120]  So that's what he did after that.
[03:29:41.360 --> 03:29:43.440]  And then bulldozer equipment and stuff when he went to Germany.
[03:29:43.520 --> 03:29:44.159]  He saw the dead bodies.
[03:29:44.239 --> 03:29:45.200]  My dad told my dad about that.
[03:29:45.280 --> 03:29:46.719]  But side issue.
[03:29:48.959 --> 03:29:53.120]  The Germans ran a mission and bombed and strafed their airfield.
[03:29:53.760 --> 03:29:58.879]  And so he got a purple heart jumping into the bunker, but it still blew up.
[03:29:59.200 --> 03:30:01.120]  And it was in his paperwork, commendations.
[03:30:01.280 --> 03:30:02.719]  He got all these medals because he was refusing.
[03:30:02.879 --> 03:30:04.239]  You know, he was hurt.
[03:30:04.559 --> 03:30:06.559]  And they ordered him, you're not going on the next mission.
[03:30:06.799 --> 03:30:09.360]  And the B-17 blew up because we have the letters.
[03:30:09.440 --> 03:30:10.959]  He was all depressed about it.
[03:30:11.600 --> 03:30:14.559]  His co-pilot became the main captain and died on that next mission.
[03:30:14.879 --> 03:30:22.799]  I mean, that's how close I don't exist because both my grandfathers were in the Army Air Corps.
[03:30:24.719 --> 03:30:27.840]  And then I get to have Ben Shapiro call me a Nazi.
[03:30:28.319 --> 03:30:30.319]  That's really nice, asshole.
[03:30:33.760 --> 03:30:35.600]  I mean, it's just, it's sick.
[03:30:36.159 --> 03:30:37.280]  It's sick.
[03:30:39.440 --> 03:30:48.399]  My other grandfather wasn't illustrious, flew a couple missions in his fighter plane and crashed and rolled over and broke a bunch of bones and was out of the war.
[03:30:48.719 --> 03:30:51.760]  And thank God he got out of the war because I probably wouldn't exist either.
[03:30:51.920 --> 03:30:53.440]  You think flying a B-17 was dangerous?
[03:30:53.520 --> 03:30:56.879]  How about flying a fighter plane back then?
[03:30:57.040 --> 03:30:58.860]  Was that those German pilots?
[03:31:05.520 --> 03:31:13.200]  So, yeah, I really take it personal because I am, I mean, compared to Ben Shapiro, I'm Captain America.
[03:31:14.799 --> 03:31:20.159]  And I see people like Ben Shapiro as Red Skull in his activities.
[03:31:20.479 --> 03:31:24.559]  You know, when I look at Ben Shapiro, I see somebody a lot closer to the Nazis than me.
[03:31:26.799 --> 03:31:36.959]  So I don't embrace the fetish of hating Jews and its own sick, twisted projection of that.
[03:31:37.200 --> 03:31:42.079]  But why is all that evil stuff opposing you?
[03:31:43.280 --> 03:31:45.520]  Why do you conjure that up?
[03:31:46.159 --> 03:31:49.040]  It ain't because you're like Jesus, I can tell you that.
[03:31:50.559 --> 03:31:51.840]  So I'm done talking about it.
[03:31:52.000 --> 03:32:00.159]  I don't know why I went off in that story, but about six months ago, I was digging through my parents' stuff.
[03:32:00.319 --> 03:32:01.200]  They were saying, look at these photos.
[03:32:01.280 --> 03:32:03.840]  That's really cool photos, my grandfather, the Army Air Corps.
[03:32:04.000 --> 03:32:04.639]  I meant to find those.
[03:32:04.879 --> 03:32:05.840]  I meant to bring those in.
[03:32:06.079 --> 03:32:06.959]  I gave them to Marley.
[03:32:07.040 --> 03:32:09.280]  I don't know what she did with them, but my sister.
[03:32:09.520 --> 03:32:12.000]  But that's cool stuff.
[03:32:12.159 --> 03:32:13.520]  You know, that's cool stuff.
[03:32:13.680 --> 03:32:17.550]  And then you get to be called a Nazi when you have nothing to do with it.
[03:32:17.659 --> 03:32:23.349]  Thank you.
[03:32:23.360 --> 03:32:24.639]  I'm going to shut up and go to your calls.
[03:32:24.799 --> 03:32:25.600]  Evan in New York.
[03:32:25.680 --> 03:32:26.719]  Thanks for holding your own air.
[03:32:26.799 --> 03:32:27.440]  Welcome.
[03:32:27.760 --> 03:32:28.479]  Hey, how are you doing?
[03:32:28.559 --> 03:32:28.879]  Good afternoon.
[03:32:29.120 --> 03:32:29.440]  Good, brother.
[03:32:29.520 --> 03:32:29.680]  Go ahead.
[03:32:30.559 --> 03:32:31.920]  Yeah, God bless this crew.
[03:32:32.000 --> 03:32:32.639]  God bless you.
[03:32:32.879 --> 03:32:35.680]  Trump and the dominant spirit we all have together.
[03:32:36.319 --> 03:32:37.440]  I called last week.
[03:32:37.760 --> 03:32:39.440]  I'm glad to get on again a second time.
[03:32:40.239 --> 03:32:50.479]  I don't want to say that I am like getting into Q territory here, but I think Trump's trying to grab everyone's attention.
[03:32:51.040 --> 03:32:56.879]  No matter how he does it, I feel like I'm getting a little bit of Q territory.
[03:32:57.040 --> 03:33:03.200]  I feel as if he's going to release something big and he wants everyone to pick it up.
[03:33:06.399 --> 03:33:08.799]  Well, I mean, he controls the Justice Department.
[03:33:09.120 --> 03:33:09.840]  He can release it.
[03:33:10.000 --> 03:33:10.799]  I hear this Q stuff.
[03:33:11.040 --> 03:33:11.920]  Oh, he needs to do this.
[03:33:12.000 --> 03:33:13.760]  So the Democrats call for it to be released.
[03:33:14.079 --> 03:33:15.600]  He's in charge.
[03:33:15.920 --> 03:33:20.639]  Epstein died under his watch five years ago, almost six years ago.
[03:33:20.959 --> 03:33:24.639]  So, boy, I sure hope.
[03:33:24.799 --> 03:33:26.719]  I sure hope it's 50 trillion D Chess.
[03:33:27.280 --> 03:33:29.600]  I mean, I hope that's the case.
[03:33:29.760 --> 03:33:35.360]  You know, this is really upsetting his constituents, you know, telling his constituents, don't look into this.
[03:33:36.559 --> 03:33:38.159]  MTG coming out against it.
[03:33:38.479 --> 03:33:40.559]  Boy, I really don't see the angle there, Evan.
[03:33:41.360 --> 03:33:46.639]  Yeah, no, that's like the last hope with this type of scenario.
[03:33:47.440 --> 03:33:52.559]  Well, I'll tell you, my last hope is I'm going to talk about it here and there, but I'm going to triage it and move on.
[03:33:52.719 --> 03:33:58.319]  Not that Trump said so, just because it's so disgusting.
[03:33:58.479 --> 03:34:01.040]  And also, I'm not going to have what I say out of context used against us.
[03:34:01.200 --> 03:34:08.799]  So I'm making the strategic decision, and I'm saying it publicly, and I'll still cover it here and there, but I'm going to limit what I do because it's just a disaster.
[03:34:10.399 --> 03:34:11.200]  I agree.
[03:34:11.760 --> 03:34:12.959]  God bless Jeffrey Shutko.
[03:34:14.239 --> 03:34:16.159]  I told you all last Monday it was Trump.
[03:34:16.479 --> 03:34:17.200]  Ah, you're a traitor.
[03:34:17.680 --> 03:34:19.120]  No, he said, yeah, it's me.
[03:34:21.280 --> 03:34:22.559]  I mean, let me tell you something.
[03:34:22.719 --> 03:34:24.079]  I wish I was wrong more often.
[03:34:26.000 --> 03:34:28.479]  I'm wrong maybe 2% of the time.
[03:34:31.200 --> 03:34:33.520]  And, man, I wish I was wrong all the time.
[03:34:33.760 --> 03:34:34.959]  I just really do.
[03:34:39.360 --> 03:34:40.319]  People say, I see it.
[03:34:40.879 --> 03:34:43.200]  The lawsuits, he's sold out.
[03:34:43.520 --> 03:34:46.000]  That's why he's attacking Trump.
[03:34:47.920 --> 03:34:49.600]  They're trying to shut us down right now.
[03:34:49.760 --> 03:34:50.879]  They don't give a rat's ass.
[03:34:51.120 --> 03:34:54.239]  They want me shut down because they want populists that will tell the truth.
[03:34:54.479 --> 03:34:55.680]  I'll tell the truth on Trump.
[03:34:55.840 --> 03:34:56.879]  I'll tell the truth on them.
[03:34:57.200 --> 03:34:58.079]  I have a giant audience.
[03:34:58.239 --> 03:35:00.159]  They don't like you having power.
[03:35:00.399 --> 03:35:01.520]  Our focal point.
[03:35:03.360 --> 03:35:08.319]  All this does, and the people in the Justice Department are ethical that I'm talking to, and who knows if they'll indict these people.
[03:35:08.399 --> 03:35:09.280]  I don't really pushed it.
[03:35:09.360 --> 03:35:13.120]  They're interested because they've been so sloppy on my case, the Democrats.
[03:35:13.760 --> 03:35:17.120]  But it does not help me to get my enemies indicted to be attacking Trump.
[03:35:17.200 --> 03:35:20.879]  Let's just, see, I don't think about myself in context of this.
[03:35:21.200 --> 03:35:23.200]  That's not how my brain works.
[03:35:24.799 --> 03:35:26.239]  Because I get the big picture.
[03:35:26.479 --> 03:35:29.360]  We got to have America and the world succeed and stop war.
[03:35:29.520 --> 03:35:31.280]  It doesn't matter about my case.
[03:35:31.600 --> 03:35:32.639]  I mean, I'm going to fight it.
[03:35:32.719 --> 03:35:35.200]  I need support to stay on air and fund the new stuff.
[03:35:36.479 --> 03:35:38.319]  And I'm going to 100% not pull punches.
[03:35:38.399 --> 03:35:43.600]  I'm going to 100% go all the way, but shut this place down?
[03:35:45.200 --> 03:35:47.760]  Man, you just tied my ass to a rocket.
[03:35:48.079 --> 03:35:49.440]  That'll be a big hassle.
[03:35:49.760 --> 03:35:51.200]  Bunch of stuff going on.
[03:35:51.760 --> 03:35:55.440]  But it's like all I can do is keep fighting, and it doesn't matter what happens.
[03:35:55.680 --> 03:35:57.680]  I leave it all on the field.
[03:36:00.239 --> 03:36:01.280]  Like, I don't like fighting.
[03:36:01.440 --> 03:36:03.760]  I don't like somebody coming up and knocking him outside the head.
[03:36:03.840 --> 03:36:07.920]  I've been in a fight a long time, but back in the day, I grew up in a very bizarre, violent culture.
[03:36:08.239 --> 03:36:09.200]  I think about all the stuff I went through.
[03:36:09.280 --> 03:36:10.559]  It doesn't even sound real.
[03:36:10.879 --> 03:36:14.239]  Dallas in the 1980s and early 90s.
[03:36:14.879 --> 03:36:17.280]  And it was because I never backed down.
[03:36:17.360 --> 03:36:18.000]  People were cocky.
[03:36:18.079 --> 03:36:18.719]  They were in their mouths.
[03:36:20.479 --> 03:36:22.399]  Rednecks, blacks, Mexicans, all of them.
[03:36:22.959 --> 03:36:24.079]  I never fought Asians.
[03:36:24.399 --> 03:36:25.760]  But man, I fought Mexicans.
[03:36:25.840 --> 03:36:26.479]  I fought blacks.
[03:36:26.559 --> 03:36:27.680]  I fought rednecks.
[03:36:28.000 --> 03:36:29.680]  I'd say I mainly fought blacks.
[03:36:29.760 --> 03:36:32.239]  They'd be about 60%, 50% of the fights.
[03:36:32.559 --> 03:36:33.840]  Rednecks were about 40%.
[03:36:34.239 --> 03:36:35.840]  Mexicans were about 10, hundreds.
[03:36:36.079 --> 03:36:37.920]  People say, oh, you've been in 200 fights.
[03:36:38.000 --> 03:36:39.920]  I've probably been in more than 200 fights.
[03:36:40.239 --> 03:36:43.200]  I put, I never even told people this stuff.
[03:36:43.520 --> 03:36:47.760]  I put 10 people in comas.
[03:36:48.399 --> 03:36:49.600]  I beat people to death.
[03:36:49.680 --> 03:36:51.040]  You know, they died later, a few months.
[03:36:51.200 --> 03:36:52.879]  I mean, I beat people to death.
[03:36:53.120 --> 03:36:55.040]  I never started any of the fights.
[03:36:55.600 --> 03:36:59.760]  But somebody started kicking my ass, somebody started hurting me, blackout.
[03:37:00.159 --> 03:37:02.319]  You're going to be dead or wish you were.
[03:37:03.280 --> 03:37:06.239]  And do I hate blacks and Mexicans because they racially attack me a bunch?
[03:37:06.399 --> 03:37:06.639]  Nope.
[03:37:06.719 --> 03:37:08.079]  Not all blacks and Mexicans are like that.
[03:37:08.159 --> 03:37:09.520]  Most of them aren't the great people.
[03:37:10.079 --> 03:37:22.079]  But my point is, is that if the globalists think that attacking me is going to get me to back down, they got the exact opposite picture as they're experiencing now.
[03:37:24.319 --> 03:37:29.760]  And I always felt bad later when somebody was in a pool of blood getting put in an ambulance.
[03:37:31.360 --> 03:37:32.719]  And they'd say, why do you keep doing this?
[03:37:32.879 --> 03:37:34.319]  They try to put me in a middle institution, all of it.
[03:37:34.639 --> 03:37:35.680]  They always go get their witnesses.
[03:37:35.760 --> 03:37:36.959]  They say, we can't put him in a middle institution.
[03:37:37.440 --> 03:37:38.639]  He's totally normal.
[03:37:38.959 --> 03:37:40.239]  But you attack me.
[03:37:40.559 --> 03:37:42.079]  I mean, I turn into a demon.
[03:37:42.399 --> 03:37:43.840]  I can't help it.
[03:37:45.360 --> 03:37:46.479]  You're not a reporter.
[03:37:46.639 --> 03:37:48.319]  You're a killer, private joker.
[03:37:48.559 --> 03:37:50.159]  Well, I am a killer.
[03:37:50.799 --> 03:37:53.840]  And I'm a killer at Globalist intellectually.
[03:37:54.079 --> 03:37:57.120]  What you've seen in the info war is what I can do in the past physically.
[03:37:57.200 --> 03:37:58.479]  And it's not a thing to brag about.
[03:37:58.559 --> 03:38:00.559]  It's the point is I'm an animal.
[03:38:00.879 --> 03:38:02.159]  And so are you.
[03:38:03.040 --> 03:38:04.079]  And you've forgotten.
[03:38:04.159 --> 03:38:05.200]  I'm also connected to God.
[03:38:05.280 --> 03:38:07.120]  I'm higher than him, but I'm still an animal at one level.
[03:38:07.370 --> 03:38:10.610]  And you guys have forgotten about how much power you've got.
[03:38:10.659 --> 03:38:16.150]  Thank you.
