[00:00:00.110 --> 00:00:00.413]  Yeah.
[03:27:34.432 --> 03:27:37.173]  This is a 21st century feudalism.
[03:27:37.853 --> 03:27:41.254]  They negotiated this without our elected leaders, without any representation.
[03:27:41.314 --> 03:27:43.875]  Our elected leaders were not allowed to talk about this.
[03:27:43.895 --> 03:27:47.556]  We only had one with the courage to talk about it, and that was Senator Sessions.
[03:27:48.456 --> 03:27:50.457]  This is something that is sold to us.
[03:27:50.977 --> 03:27:54.298]  They send their representatives out to negotiate this bill secretly.
[03:27:55.078 --> 03:28:01.940]  They tell our elected representatives they can't look at it, they can't talk about it, and they have absolutely nothing to say about it.
[03:28:02.100 --> 03:28:05.581]  And they were fine, fine, to just abdicate their power.
[03:28:06.181 --> 03:28:10.743]  To these corporate lobbyists who are writing this, and it's about far more than free trade.
[03:28:10.823 --> 03:28:13.083]  This impacts the freedom of the internet.
[03:28:13.564 --> 03:28:15.644]  It impacts so many different areas.
[03:28:15.684 --> 03:28:20.966]  We've talked about these deals over and over again, but what you have to understand is how they surrendered their sovereignty to this.
[03:28:21.646 --> 03:28:26.468]  To say that we are going to let the corporations dictate to us what we can and cannot do.
[03:28:26.688 --> 03:28:27.789]  They're going to write the agreement.
[03:28:27.969 --> 03:28:31.170]  They're going to tell us what we can say about it and what we can't say about it.
[03:28:31.874 --> 03:28:33.635]  That's how they have kowtowed to these people.
[03:28:33.915 --> 03:28:37.576]  But it really is a kind of feudalism, a kind of fealty.
[03:28:37.916 --> 03:28:40.297]  Understand that this is a feudal term.
[03:28:40.757 --> 03:28:45.599]  A fealty was an oath that was sworn by a vassal to their liege lord.
[03:28:45.619 --> 03:28:46.419]  Okay?
[03:28:46.699 --> 03:28:52.361]  It also referred to the duties that were incumbent upon that vassal to their liege lord.
[03:28:53.121 --> 03:28:53.301]  Hmm.
[03:28:53.802 --> 03:28:55.722]  Kind of sounds like Star Wars, doesn't it?
[03:28:56.362 --> 03:28:56.643]  Okay?
[03:28:57.103 --> 03:28:57.503]  Guess what?
[03:28:58.271 --> 03:29:04.917]  You got people at the top of the Democrat and the Republican Party that belong to the Sith, if you want to continue the analogy.
[03:29:06.058 --> 03:29:07.799]  That's exactly what's going on, folks.
[03:29:08.560 --> 03:29:16.047]  It happens when they are setting up these governmental structures that are created out of their own chaos that they create, their own crises that they create.
[03:29:16.087 --> 03:29:17.808]  They create these structures.
[03:29:18.068 --> 03:29:24.074]  They'll create an economic crisis and say, well, we have to have free trade or, you know, we're going to plunge the world into depression.
[03:29:25.066 --> 03:29:29.609]  They're going to do this with war, with terrorism, scaring people, setting up the police state.
[03:29:29.689 --> 03:29:30.870]  That's precisely what they're going to do.
[03:29:31.170 --> 03:29:35.714]  And when we come back, we're going to tell you some of the details of this job.
[03:29:36.134 --> 03:29:46.881]  And we're also going to point out who one of the major Sith Lords is, George Soros, pushing now for Europe to do even more in terms of bringing in migrants.
[03:29:46.901 --> 03:29:47.502]  We'll be right back.
[03:29:58.068 --> 03:30:01.077]  We're on the march, the Empire's on the run.
[03:30:02.000 --> 03:30:04.708]  Alex Jones and the GCN Radio Network.
[03:30:08.869 --> 03:30:11.189]  Joe Biggs here with Infowars.com.
[03:30:11.370 --> 03:30:15.090]  Washington state rep drafts bill to do away with safe spaces.
[03:30:15.370 --> 03:30:20.791]  The idea that a college should be a safe space completely misunderstands the purpose of college.
[03:30:21.011 --> 03:30:33.694]  Article up by Campus Reform, inspired by a story originally reported by Campus Reform, a state representative in Washington has introduced legislation defending free speech against the encroachment of safe spaces.
[03:30:34.534 --> 03:30:34.995]  State Rep.
[03:30:35.175 --> 03:30:49.231]  Matt Manweller told Campus Reform that he plans to introduce his Academic Bill of Rights as soon as the General Assembly reconvenes in January, adding that many of his Republican colleagues have already agreed to sign on as co-sponsors.
[03:30:49.571 --> 03:30:54.257]  And he has been encouraged by the interest Democrats have shown in the idea as well.
[03:30:54.597 --> 03:31:02.446]  Manweller told Jason Kantz in a recent radio interview that he had watched the erosion of free speech on campuses elsewhere in the country.
[03:31:02.466 --> 03:31:02.907]  Guess what?
[03:31:02.987 --> 03:31:05.830]  We do have a First Amendment and I can say whatever the hell I want.
[03:31:06.030 --> 03:31:08.133]  Joe Biggs here with InfoWars.com
[03:31:08.633 --> 03:31:15.519]  In the 15-year history of PrisonPlanet.TV, we have never offered six months free at Christmas.
[03:31:15.539 --> 03:31:18.242]  We've always offered five months free.
[03:31:18.422 --> 03:31:24.007]  But since I announced six free months a few days ago, we have seen record numbers of sign-ups.
[03:31:24.327 --> 03:31:27.470]  PrisonPlanet.TV began 15 years ago.
[03:31:27.770 --> 03:31:30.753]  It's grown into InfoWars, Nightly News, and so much more.
[03:31:31.033 --> 03:31:39.762]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[03:31:40.002 --> 03:31:50.733]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[03:31:50.993 --> 03:31:58.403]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[03:31:58.783 --> 03:32:00.626]  Get 20 memberships at half price.
[03:32:00.646 --> 03:32:02.649]  Be the Paul Revere in your community.
[03:32:02.769 --> 03:32:06.314]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[03:32:08.430 --> 03:32:11.652]  When cells become toxic, they die early and aging sets in.
[03:32:11.952 --> 03:32:19.957]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:32:20.197 --> 03:32:25.221]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:32:25.621 --> 03:32:27.922]  You want the best that's out there at the lowest price anywhere?
[03:32:28.142 --> 03:32:29.944]  We now have the synergistic solution.
[03:32:30.264 --> 03:32:34.446]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[03:32:38.334 --> 03:32:39.255]  BrainForce is here.
[03:32:39.435 --> 03:32:41.536]  Ladies and gentlemen, I've been on this the last few months.
[03:32:41.656 --> 03:32:46.379]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[03:32:46.639 --> 03:32:48.280]  There's always hidden additives in your food.
[03:32:48.340 --> 03:32:49.801]  Even organic food has hidden additives.
[03:32:49.941 --> 03:32:53.143]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[03:32:53.423 --> 03:32:55.204]  Ultimately, we've all been dumbed down to some degree.
[03:32:55.404 --> 03:32:56.305]  It doesn't have stimulants.
[03:32:56.325 --> 03:32:57.286]  It doesn't have garbage in it.
[03:32:57.486 --> 03:32:59.387]  It has natural things that do it clean.
[03:32:59.507 --> 03:33:05.090]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:33:09.181 --> 03:33:18.923]  This bill explains why Republican and Democrat... I feel like this all the time trying to politically awaken people that they're being lied to, that there's an agenda.
[03:33:19.443 --> 03:33:20.443]  It's not left or right.
[03:33:20.483 --> 03:33:22.644]  It's, hey, there's mind control going on.
[03:33:22.944 --> 03:33:26.144]  The signal's broadcast 24 hours a day through all this media.
[03:33:26.465 --> 03:33:29.205]  Just become aware of it, and they'll say, there's nothing going on.
[03:33:29.445 --> 03:33:33.526]  And I want to say, put on these glasses or start chewing concrete!
[03:33:38.945 --> 03:33:43.529]  They have taken the hearts and minds of our leaders.
[03:33:44.570 --> 03:33:46.812]  They have recruited the rich and the powerful!
[03:33:47.273 --> 03:33:49.595]  And they have blinded us to the truth!
[03:33:49.975 --> 03:33:52.938]  The question is, do we all work for central bankers?
[03:33:52.978 --> 03:33:55.200]  That's what I want to address to our guest tonight.
[03:33:55.961 --> 03:33:58.323]  Our impulses are being redirected.
[03:33:58.864 --> 03:34:04.089]  We are living in an artificially induced state of consciousness that resembles sleep.
[03:34:04.489 --> 03:34:10.671]  An estimated 50 to 70 million Americans suffer from a sleep disorder or sleep deprivation.
[03:34:11.091 --> 03:34:20.674]  Outside the limit of our sight, feeding off us, perched on top of us, from birth to death, are our owners!
[03:34:21.195 --> 03:34:28.157]  Latest census numbers prove the United States has the biggest gap between rich and poor compared to all westernized countries today.
[03:34:28.177 --> 03:34:30.138]  Our projections show that by the year 2025,
[03:34:31.838 --> 03:34:38.621]  Not only America, but the entire planet will be under the protection and the dominion of this power alliance.
[03:34:39.302 --> 03:34:46.585]  The gains have been substantial, both for ourselves and for you, the human power elite.
[03:34:51.187 --> 03:34:59.171]  For the first time in all of human history, mankind is politically awakened.
[03:34:59.731 --> 03:35:00.752]  That's a total new reality.
[03:35:02.432 --> 03:35:04.293]  We've got one that can see.
[03:35:05.234 --> 03:35:06.675]  We can't be the only ones who can see.
[03:35:07.736 --> 03:35:17.503]  Unfortunately, you've grown up hearing voices that incessantly warn of government as nothing more than some separate sinister entity that's got at the root of all our problems.
[03:35:18.443 --> 03:35:19.864]  It's a new morning in America.
[03:35:20.585 --> 03:35:20.985]  Fresh.
[03:35:21.506 --> 03:35:21.946]  Vital.
[03:35:22.526 --> 03:35:23.987]  The old cynicism is gone.
[03:35:24.808 --> 03:35:26.909]  We have faith in our leaders.
[03:35:27.350 --> 03:35:30.432]  We're optimistic as to what becomes of it all.
[03:35:31.707 --> 03:35:35.229]  It really boils down to our ability to accept.
[03:35:35.469 --> 03:35:37.490]  We don't need pessimism.
[03:35:37.710 --> 03:35:39.631]  I have two words for you.
[03:35:40.392 --> 03:35:41.272]  Predator drums.
[03:35:41.452 --> 03:35:47.055]  And who are you, little guy?
[03:35:47.755 --> 03:35:48.936]  You will never see it coming.
[03:35:49.576 --> 03:35:50.257]  Don't predict me.
[03:35:50.317 --> 03:35:57.901]  The first guy who uses a Second Amendment weapon to bring a drone down that's been hovering over his house is gonna be a folk hero in this country.
[03:36:01.988 --> 03:36:05.950]  Broadcast every second of every day through our television sets.
[03:36:06.550 --> 03:36:11.433]  I'm just trying to warn you folks, the television is a giant LED weapon system.
[03:36:12.313 --> 03:36:13.514]  It's so advanced.
[03:36:14.134 --> 03:36:16.035]  They got a monkey farm in Bastrop, folks.
[03:36:16.055 --> 03:36:20.077]  They do all sorts of testing on great apes, rhesus monkeys, the whole nine yards.
[03:36:20.197 --> 03:36:26.200]  And they go, oh, you didn't see this, and punch a button into beating hundreds of monkeys with wires in their brains with television sets brainwashing them.
[03:36:27.101 --> 03:36:29.282]  All I ever have to do is be famous.
[03:36:30.692 --> 03:36:31.773]  People watch me.
[03:36:32.554 --> 03:36:33.595]  And they love me.
[03:36:33.875 --> 03:36:35.977]  You can have a little taste of that good life, too.
[03:36:35.997 --> 03:36:36.957]  I know you want it.
[03:36:37.057 --> 03:36:38.459]  Hell, everybody does.
[03:36:38.939 --> 03:36:40.220]  Do it to your own kind.
[03:36:41.341 --> 03:36:42.242]  What's the threat?
[03:36:42.922 --> 03:36:44.504]  We all sell out every day.
[03:36:44.524 --> 03:36:46.365]  Might as well be on the winning team.
[03:36:46.505 --> 03:36:54.032]  The real men of the world have to stand up and say, I have come here to chew bubblegum and kick ass.
[03:36:56.271 --> 03:36:58.532]  We're all out of bubble gum.
[03:36:58.972 --> 03:37:01.093]  Time to take a stand, boys.
