[00:00.000 --> 00:01.720]  This is InfoWars, right?
[02:36:31.520 --> 02:36:32.480]  Yeah, Katel.
[02:36:33.920 --> 02:36:34.760]  All right.
[02:36:34.760 --> 02:36:35.720]  Well, you're going to leave here in a few minutes.
[02:36:35.720 --> 02:36:37.800]  You're going to think, gosh, I wish I would have said that.
[02:36:37.800 --> 02:36:39.200]  So what do you wish you would have said?
[02:36:39.200 --> 02:36:40.600]  I think I said a lot.
[02:36:40.600 --> 02:36:41.800]  I think I said a lot.
[02:36:41.800 --> 02:36:46.800]  You know, I think I said, pretty, pretty, pretty good.
[02:36:47.360 --> 02:36:49.280]  Did you retweet out little signed picture?
[02:36:49.280 --> 02:36:50.800]  Yes, I did, sir.
[02:36:50.800 --> 02:36:54.600]  All right, infowars.com, tomorrow's news today.
[02:36:54.600 --> 02:36:56.760]  Whoever's staying behind is going to be here and be on air.
[02:36:56.760 --> 02:36:58.560]  We're going to unpack all this, obviously,
[02:36:58.560 --> 02:37:00.720]  and cover it and, you know, get into every issue.
[02:37:00.720 --> 02:37:03.320]  But yeah, do you think humanity survives?
[02:37:03.320 --> 02:37:04.560]  What do you make of the mark of the beast,
[02:37:04.560 --> 02:37:06.440]  the forced COVID inoculations?
[02:37:06.440 --> 02:37:10.280]  I mean, this, this is a wave in the right direction.
[02:37:11.840 --> 02:37:14.480]  Why did you think you were able to do three hours here?
[02:37:14.480 --> 02:37:16.920]  You just did three hours, three minutes, by the way.
[02:37:16.920 --> 02:37:18.720]  Or no, no, no, no, you had done three hours, three minutes.
[02:37:18.720 --> 02:37:21.680]  Why were you able to stay here, but not with Tim Poole?
[02:37:21.680 --> 02:37:23.920]  Because Tim Poole got the call from those boys
[02:37:23.920 --> 02:37:25.480]  10 minutes before I got there
[02:37:25.480 --> 02:37:27.320]  and said, flag this and flag that.
[02:37:27.320 --> 02:37:30.120]  Also, Tim Poole is the NPC, you know,
[02:37:30.120 --> 02:37:31.920]  and you're a real, a real human being.
[02:37:31.920 --> 02:37:34.680]  So no one's ever heard of Tim Poole.
[02:37:34.680 --> 02:37:37.080]  You know, you're the legend that is Alex Jones
[02:37:37.080 --> 02:37:38.560]  and you were fighting on the front line.
[02:37:38.560 --> 02:37:39.400]  And now we're here with you.
[02:37:39.400 --> 02:37:40.640]  You got some other superheroes
[02:37:40.640 --> 02:37:42.760]  part of the adventure movie fighting for Christ
[02:37:42.760 --> 02:37:44.360]  and free speech.
[02:37:44.360 --> 02:37:45.200]  And I called it, I said,
[02:37:45.200 --> 02:37:46.800]  what is this superhero thing with the mask?
[02:37:46.800 --> 02:37:48.080]  He said, yeah, but don't say it.
[02:37:48.080 --> 02:37:48.920]  They'll figure it out.
[02:37:48.920 --> 02:37:50.320]  But I was saying, yeah, I'm Lex Luthor.
[02:37:50.320 --> 02:37:53.320]  What is the new yay superhero we're talking about?
[02:37:53.320 --> 02:37:55.800]  It's someone in service to Jesus Christ,
[02:37:55.800 --> 02:37:58.000]  not into his own ego.
[02:37:58.000 --> 02:37:59.600]  And that I have my rights.
[02:37:59.600 --> 02:38:03.840]  You know, I had the right to wear a mask for the entire.
[02:38:03.840 --> 02:38:08.280]  I had the right to wear a super, super, super fresh jacket.
[02:38:08.280 --> 02:38:11.400]  You know, I had the right to tell God,
[02:38:11.400 --> 02:38:14.160]  please don't take away the super models.
[02:38:14.160 --> 02:38:16.200]  I just want to marry one.
[02:38:16.200 --> 02:38:17.320]  You know, I can.
[02:38:17.320 --> 02:38:18.840]  Well, I gotta say this,
[02:38:18.840 --> 02:38:20.240]  cause I've always, I've never seen you in concert.
[02:38:20.240 --> 02:38:21.360]  My daughter has big fan.
[02:38:21.360 --> 02:38:22.720]  I'm a fan of a lot of your music,
[02:38:22.720 --> 02:38:24.640]  but I've never seen you in person.
[02:38:24.640 --> 02:38:25.960]  You don't look little on screen,
[02:38:25.960 --> 02:38:27.960]  but you don't look like a really big guy.
[02:38:27.960 --> 02:38:29.560]  But in person, I'm a stalking guy.
[02:38:29.560 --> 02:38:30.840]  I'm kind of small compared to you.
[02:38:30.840 --> 02:38:32.880]  You're built like a brick, you know, one house
[02:38:32.880 --> 02:38:35.120]  and you're tall, you're pretty tall too.
[02:38:35.120 --> 02:38:38.280]  So I don't think people have been around yay in person.
[02:38:38.280 --> 02:38:41.000]  You know, just, it's interesting.
[02:38:41.000 --> 02:38:42.320]  And you're a handsome guy in person.
[02:38:42.320 --> 02:38:44.200]  I wish you weren't wearing that damn mask.
[02:38:44.200 --> 02:38:45.160]  That's the vision.
[02:38:45.160 --> 02:38:46.360]  But you won't give us what we want.
[02:38:46.360 --> 02:38:48.000]  You won't show us your face at the end.
[02:38:48.000 --> 02:38:48.840]  Absolutely not.
[02:38:48.840 --> 02:38:50.160]  That kind of kills it, huh?
[02:38:51.560 --> 02:38:52.800]  People, it was a yay impersonator.
[02:38:52.800 --> 02:38:53.840]  He was never here.
[02:38:53.840 --> 02:38:55.160]  Ha, ha, ha.
[02:38:55.160 --> 02:38:56.520]  Ha, ha, ha.
[02:38:56.520 --> 02:38:57.560]  We never know.
[02:38:57.560 --> 02:38:59.360]  Dave Chappelle, I guess we'll never know.
[02:38:59.360 --> 02:39:01.160]  Hey, last thing on Dave Chappelle.
[02:39:01.160 --> 02:39:03.520]  I watched his Saturday Night Live where he grovels
[02:39:03.520 --> 02:39:05.960]  and at the end he says, well, whoever that group is,
[02:39:05.960 --> 02:39:07.720]  we're not allowed to talk about it, good night.
[02:39:07.720 --> 02:39:09.400]  So he admitted to other's powerful groups
[02:39:09.400 --> 02:39:10.760]  controlling our speech at least at the end.
[02:39:10.760 --> 02:39:12.680]  Everybody has to do it in their own way,
[02:39:12.680 --> 02:39:16.880]  but he said, they dropped that nigger.
[02:39:16.880 --> 02:39:19.760]  And as my friend, I've never dropped a rap bar,
[02:39:19.760 --> 02:39:22.920]  ever saying anything on a Jewish platform,
[02:39:22.920 --> 02:39:25.200]  dissing my friend Dave Chappelle.
[02:39:25.200 --> 02:39:26.480]  And I have an issue with it.
[02:39:26.480 --> 02:39:28.400]  And you could tell big country I got an issue.
[02:39:28.400 --> 02:39:29.360]  That's the security.
[02:39:29.360 --> 02:39:31.680]  You could tell, all of you could tell Corey Smith,
[02:39:31.680 --> 02:39:33.480]  he don't deserve to wear gold teeth.
[02:39:36.360 --> 02:39:39.040]  What do you, Dave, early it was like you.
[02:39:39.040 --> 02:39:39.880]  To you.
[02:39:39.880 --> 02:39:41.880]  What do you have to say about Corey Smith's gold teeth?
[02:39:41.880 --> 02:39:45.000]  Real quick, 10 years ago, he was like, there's a mafia.
[02:39:45.000 --> 02:39:46.200]  They came to me and said what I got to do.
[02:39:46.200 --> 02:39:47.760]  He ran off to Africa.
[02:39:47.760 --> 02:39:50.360]  Now he's kind of come back, did he sell out?
[02:39:50.360 --> 02:39:51.200]  He didn't sell out.
[02:39:51.200 --> 02:39:53.200]  Yeah, he sold out a little bit because,
[02:39:54.480 --> 02:39:57.480]  because he denounced the king.
[02:39:57.480 --> 02:39:58.320]  You know what I'm saying?
[02:39:58.320 --> 02:39:59.160]  He denounced me.
[02:39:59.160 --> 02:40:00.680]  I'm the one fighting on the front line.
[02:40:00.680 --> 02:40:03.280]  And no black person's to say nothing bad about me
[02:40:03.280 --> 02:40:05.080]  in public unless they have puffed it.
[02:40:05.080 --> 02:40:05.920]  Period.
[02:40:05.920 --> 02:40:07.760]  I put my life on the line.
[02:40:07.760 --> 02:40:10.000]  And then afterwards they're gonna talk about it.
[02:40:10.000 --> 02:40:11.560]  If anything happens to me, everyone's gonna go,
[02:40:11.560 --> 02:40:13.720]  no, he was the greatest, he was the greatest.
[02:40:13.720 --> 02:40:15.280]  Everybody shut up.
[02:40:15.280 --> 02:40:19.600]  Everybody shut up, go home to your scared little bins
[02:40:19.600 --> 02:40:21.120]  and your scared little town home
[02:40:21.120 --> 02:40:23.760]  and your scared little movie contracts and shut up.
[02:40:23.760 --> 02:40:26.040]  Don't talk to me about nothing, bro.
[02:40:26.040 --> 02:40:27.280]  What do you think of Ice Cube?
[02:40:27.280 --> 02:40:29.400]  He lost nine or seven million, whatever it was,
[02:40:29.400 --> 02:40:30.400]  because he wouldn't take the shot.
[02:40:30.400 --> 02:40:31.880]  I respect that.
[02:40:31.880 --> 02:40:34.800]  Yeah, I respect Cube, but he's got to play his position.
[02:40:34.800 --> 02:40:37.040]  It's like, you know, it's fine.
[02:40:37.040 --> 02:40:39.640]  I wanted Cube to come in and help us with the politics
[02:40:39.640 --> 02:40:40.920]  because he's one of the only people
[02:40:40.920 --> 02:40:42.600]  that was brave enough to talk.
[02:40:42.600 --> 02:40:43.600]  He's definitely for real.
[02:40:43.600 --> 02:40:46.200]  Yeah, yeah, he's an engineer.
[02:40:46.200 --> 02:40:48.560]  He's an architect and engineer by trade.
[02:40:48.560 --> 02:40:50.960]  And then he dropped out to do entertainment.
[02:40:50.960 --> 02:40:54.760]  Guys, hey, everybody, stop all engineers.
[02:40:54.760 --> 02:40:56.920]  We need our engineers back.
[02:40:56.920 --> 02:40:58.200]  We need our architects back.
[02:40:58.200 --> 02:40:59.600]  We need our doctors back.
[02:40:59.600 --> 02:41:01.960]  Stop with the photos on Instagram.
[02:41:01.960 --> 02:41:03.480]  Stop with all the entertainment.
[02:41:03.480 --> 02:41:05.720]  21 Savage owns a bank.
[02:41:05.720 --> 02:41:08.320]  We have brilliant people that are inside of.
[02:41:08.320 --> 02:41:09.560]  By the way, I wanna say the future,
[02:41:09.560 --> 02:41:12.080]  we're very close with some folks who actually having a bank,
[02:41:12.080 --> 02:41:13.240]  it's funny you bring that up,
[02:41:13.240 --> 02:41:15.120]  a bank and internet processing for patriots.
[02:41:15.120 --> 02:41:17.440]  That's the future, is not trying to fix Twitter
[02:41:17.440 --> 02:41:20.120]  or fix any of it, building our own system.
[02:41:20.120 --> 02:41:21.720]  I mean, the future is the past also,
[02:41:21.720 --> 02:41:23.680]  because soon as you got the internet,
[02:41:23.680 --> 02:41:27.040]  all these things, the data can be copied by China,
[02:41:27.040 --> 02:41:27.880]  by these banks.
[02:41:27.880 --> 02:41:28.800]  Yeah, you don't really own your data,
[02:41:28.800 --> 02:41:29.640]  but it's on the cloud.
[02:41:29.640 --> 02:41:31.040]  So this is the last question.
[02:41:31.040 --> 02:41:33.160]  I know Lewis Furkhan, I've interviewed him.
[02:41:33.160 --> 02:41:34.520]  I agree with like 95% of what he says.
[02:41:34.520 --> 02:41:35.360]  Some things I don't agree with.
[02:41:35.360 --> 02:41:37.320]  But the point is, I think he cares about people.
[02:41:37.320 --> 02:41:39.160]  He's a real guy and he's nothing compared to the left
[02:41:39.160 --> 02:41:41.040]  saying all whites are devils and criminals.
[02:41:41.040 --> 02:41:43.200]  So they're way more racist than he is.
[02:41:43.200 --> 02:41:46.160]  But I get, you know, what he's been saying.
[02:41:46.160 --> 02:41:47.440]  You kind of got mad at him and said,
[02:41:47.440 --> 02:41:50.080]  hey, don't disrespect me with my billions they just stole.
[02:41:50.080 --> 02:41:51.560]  Because he said, hey, maybe it was never yours.
[02:41:51.560 --> 02:41:53.240]  I think his point is what you just made.
[02:41:53.240 --> 02:41:55.720]  If they can grab it out of your account, it's never yours.
[02:41:55.720 --> 02:41:57.720]  Unless it's your farm, your people, your kids,
[02:41:57.720 --> 02:41:58.840]  your thing, it's not yours.
[02:41:58.840 --> 02:42:00.640]  I don't think he was dissing your success.
[02:42:00.640 --> 02:42:02.120]  They was saying, was it ever yours
[02:42:02.120 --> 02:42:03.440]  to begin with, they can take it.
[02:42:03.440 --> 02:42:05.400]  Our life is not ours, it's God's.
[02:42:05.400 --> 02:42:06.960]  So now you get what he was saying.
[02:42:06.960 --> 02:42:08.560]  I talked to the minister.
[02:42:08.560 --> 02:42:09.400]  Oh good.
[02:42:09.400 --> 02:42:10.280]  So you're not mad at him now.
[02:42:10.280 --> 02:42:11.400]  I'm not mad at anyone.
[02:42:11.400 --> 02:42:12.760]  I'm not mad at Ari.
[02:42:12.760 --> 02:42:14.040]  If it's not, if it's not off record,
[02:42:14.040 --> 02:42:14.880]  tell us about the conversation.
[02:42:14.880 --> 02:42:18.360]  On the record, Ari Emanuel, if you need me and your wife
[02:42:18.360 --> 02:42:20.960]  to step into a private room and have me work
[02:42:20.960 --> 02:42:23.360]  on her clothing line, I'm here.
[02:42:25.400 --> 02:42:26.360]  But seriously.
[02:42:26.360 --> 02:42:27.760]  So you were a little mad at Farrakhan.
[02:42:27.760 --> 02:42:28.600]  You had to talk.
[02:42:28.600 --> 02:42:29.440]  How did that go?
[02:42:29.440 --> 02:42:30.920]  It's gonna be all Christian, Ari.
[02:42:30.920 --> 02:42:33.680]  Ram, Ram, Ram, don't, don't worry.
[02:42:33.680 --> 02:42:35.280]  It's gonna be all Christian, Ram.
[02:42:36.680 --> 02:42:37.960]  You are something else.
[02:42:37.960 --> 02:42:39.480]  Look, you look really friendly and nice,
[02:42:39.480 --> 02:42:41.760]  but with that mask, you look evil as hell.
[02:42:41.760 --> 02:42:43.120]  Let me just say this in closing.
[02:42:43.120 --> 02:42:43.960]  I've done a lot of study.
[02:42:43.960 --> 02:42:45.480]  I think Hitler was a really bad guy
[02:42:45.480 --> 02:42:46.960]  and I repudiated what Hitler did.
[02:42:46.960 --> 02:42:48.280]  I understand that the British intelligence
[02:42:48.280 --> 02:42:49.600]  set him up and used him.
[02:42:49.600 --> 02:42:50.640]  I like Hitler.
[02:42:50.640 --> 02:42:52.000]  I don't like Hitler.
[02:42:52.000 --> 02:42:53.440]  And I know you're trying to be shocking with that.
[02:42:53.440 --> 02:42:54.840]  I'm not trying to be shocking.
[02:42:54.840 --> 02:42:57.040]  I like Hitler, I do not.
[02:42:57.040 --> 02:42:59.920]  The Holocaust is not what happened.
[02:42:59.920 --> 02:43:01.120]  Let's look at the facts of that.
[02:43:01.120 --> 02:43:03.440]  And Hitler has a lot of redeeming qualities.
[02:43:03.440 --> 02:43:05.040]  So tell us, you think, you think
[02:43:05.040 --> 02:43:08.760]  Hitler was the good guy in World War II?
[02:43:08.760 --> 02:43:12.120]  I think God says, man should not kill.
[02:43:12.120 --> 02:43:14.640]  We should not have wars, period.
[02:43:14.640 --> 02:43:16.000]  None of us should be killing anybody.
[02:43:16.000 --> 02:43:18.600]  Ukraine and the streets of Chicago,
[02:43:18.600 --> 02:43:21.760]  all violence should stop and we should all serve Christ.
[02:43:21.760 --> 02:43:23.240]  That's what I feel.
[02:43:23.240 --> 02:43:26.520]  And I feel like I love everyone accordingly
[02:43:26.520 --> 02:43:31.400]  from all the way from the Balenciagas to the Hitlers.
[02:43:31.400 --> 02:43:32.240]  Let me tell you a story.
[02:43:32.240 --> 02:43:33.080]  Hold on, sir.
[02:43:33.080 --> 02:43:33.920]  Okay.
[02:43:33.920 --> 02:43:37.840]  From Samuel to Jamie Dimon, to the people who?
[02:43:37.840 --> 02:43:38.680]  What's that?
[02:43:38.680 --> 02:43:39.520]  Amber Alert.
[02:43:39.520 --> 02:43:40.360]  Here's what I'm saying.
[02:43:40.360 --> 02:43:43.600]  My grandfather would never tell World War II stories.
[02:43:43.600 --> 02:43:45.240]  And after he died, we read over his stuff
[02:43:45.240 --> 02:43:46.720]  and he never even told my dad all the stuff he did
[02:43:46.720 --> 02:43:48.320]  and everything, but it was all in their letters
[02:43:48.320 --> 02:43:49.160]  and commendations.
[02:43:49.160 --> 02:43:52.280]  He told me, he said, kid, I was like eight years old.
[02:43:52.280 --> 02:43:54.240]  I always thought Amber Alerts is when my ex-girlfriend,
[02:43:54.240 --> 02:43:55.800]  Amber, was doing something in the streets.
[02:43:55.800 --> 02:43:56.640]  I got to Amber Alert.
[02:43:56.640 --> 02:43:57.600]  Before he died, I was like five years old.
[02:43:57.600 --> 02:43:58.760]  The point was, and I was like,
[02:43:58.760 --> 02:44:01.040]  tell me World War II story, tell me World War II story.
[02:44:01.040 --> 02:44:02.920]  And he said, okay, well, we came out of Africa,
[02:44:02.920 --> 02:44:03.960]  we came into Italy.
[02:44:03.960 --> 02:44:04.800]  He was there three years.
