[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[03:30:27.710 --> 03:30:30.911]  Or that there's no free will, there's no devil or the god.
[03:30:30.911 --> 03:30:40.396]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like.
[03:30:41.036 --> 03:30:45.278]  They just don't want us to have any values, so they can run over us.
[03:30:45.278 --> 03:30:47.199]  Oxford's banned clapping.
[03:30:47.199 --> 03:30:48.220]  Universities in the U.S.
[03:30:48.220 --> 03:30:50.581]  have banned 21-gun salutes for veterans.
[03:30:50.581 --> 03:30:54.102]  These people are dangerous cult leaders, and it's time to reject them.
[03:30:54.102 --> 03:30:55.703]  Infowarsstore.com.
[03:30:55.703 --> 03:31:02.307]  We have a new product, and we got several thousand of these in, and they're gonna sell out in a few days at the rate we're selling them.
[03:31:02.307 --> 03:31:06.669]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste.
[03:31:07.629 --> 03:31:13.792]  And it doesn't compete with super blue that's four to five a colloidal silver and iodine and fluoride free.
[03:31:13.792 --> 03:31:15.553]  The adult or the children's.
[03:31:15.553 --> 03:31:19.115]  These are both excellent toothpaste concentrates that don't have fillers.
[03:31:19.115 --> 03:31:20.016]  People love it.
[03:31:20.016 --> 03:31:28.140]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[03:31:28.880 --> 03:31:31.662]  Then it has the patented silver saw.
[03:31:31.662 --> 03:31:34.364]  Silver in it to knock out the bacteria that cause gingivitis.
[03:31:34.364 --> 03:31:35.185]  This is all proven.
[03:31:35.185 --> 03:31:36.746]  You can make claims of this.
[03:31:36.746 --> 03:31:47.914]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[03:31:47.914 --> 03:31:49.295]  So, we're really proud of it.
[03:31:49.295 --> 03:31:50.216]  It funds the operation.
[03:31:50.216 --> 03:31:51.917]  Infolwarestore.com.
[03:31:51.917 --> 03:31:53.579]  That's why we're still on air, thanks to you!
[03:31:55.233 --> 03:32:01.114]  Beto O'Rourke came out dozens of times and said, we're going to confiscate all your semi-automatic rifles.
[03:32:01.114 --> 03:32:07.736]  And he got all the other Democrats on the stage, nine others, to agree and said that he was a hero.
[03:32:07.736 --> 03:32:08.876]  Think about that.
[03:32:08.876 --> 03:32:12.497]  Now, those Democrats have taken all the guns in the cities they control.
[03:32:12.497 --> 03:32:21.599]  Their blue cities are literal crap holes covered with needles and with massive drug dealing and incredible levels of violent crime.
[03:32:21.599 --> 03:32:23.319]  They know what they're doing.
[03:32:24.039 --> 03:32:32.044]  And now the Supreme Court's come out and ruled that gun manufacturers can be sued into oblivion for what criminals do using their firearms.
[03:32:32.044 --> 03:32:35.426]  My goodness, ladies and gentlemen, this country's under such incredible attack.
[03:32:35.426 --> 03:32:47.493]  But, more and more towns and cities are saying they're sanctuaries for the Second Amendment, and they're going to follow the original Bill of Rights and Constitution, and they're not going to help in the confiscation of guns.
[03:32:47.493 --> 03:32:50.375]  So you see, a lot of these cities ignore illegal aliens.
[03:32:50.375 --> 03:32:52.476]  Well, we could ignore all your unconstitutional laws.
[03:32:57.254 --> 03:33:09.882]  You're listening to the Alex Jones Show.
[03:33:09.882 --> 03:33:16.766]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:33:16.766 --> 03:33:20.068]  And now, your host, Nick Vagic.
[03:33:24.369 --> 03:33:28.511]  And welcome back on this Friday afternoon.
[03:33:28.511 --> 03:33:33.073]  And it's always a pleasure to sit in and to work with the team down there in Austin.
[03:33:33.073 --> 03:33:36.614]  I'm coming to you from my home in Anchorage, Alaska.
[03:33:36.614 --> 03:33:38.895]  Sorry to miss you the last couple of weeks.
[03:33:38.895 --> 03:33:48.279]  You know, just before the break, we were talking a little bit about the corruption and Fiona Hill and Lieutenant Colonel's testimony the last few days.
[03:33:48.279 --> 03:33:50.900]  And yeah, I did have occasion to listen to most of it.
[03:33:50.900 --> 03:33:50.980]  And
[03:33:52.521 --> 03:34:00.751]  I can tell you, you know, the whole issue, kind of how they frame the words, just sort of how they twist it all.
[03:34:00.751 --> 03:34:06.177]  In a trial, obviously, a lot of that was hearsay, secondhand information, information that
[03:34:06.826 --> 03:34:07.266]  We're good to go.
[03:34:22.318 --> 03:34:22.919]  Do you think
[03:34:45.862 --> 03:34:52.708]  And, you know, by by way of disclosure, I do a little bit of business in that part of the world as well.
[03:34:52.708 --> 03:35:06.979]  But, you know, when I think about this, when I look about Biden in the situation, you got to know something about the business you're being paid for or it's something else or you're paying for something else.
[03:35:06.979 --> 03:35:08.681]  And I can tell you, here's how board seats work.
[03:35:09.577 --> 03:35:19.062]  You either know something that you're contributing, you know, some knowledge that they need that's part of their charter, part of their business plan, or it's political.
[03:35:19.062 --> 03:35:20.423]  And that's not unusual either.
[03:35:20.423 --> 03:35:21.083]  Look at boards.
[03:35:21.083 --> 03:35:22.424]  Look at all of them.
[03:35:22.424 --> 03:35:23.165]  Look at the U.S.
[03:35:23.165 --> 03:35:23.905]  corporations.
[03:35:23.905 --> 03:35:33.330]  The biggest one in the interlocking boards and what those interlocking boards do and what companies they manage and control.
[03:35:33.330 --> 03:35:34.371]  And then take a look.
[03:35:35.859 --> 03:35:40.142]  At those circumstances and all the things surrounding that.
[03:35:40.142 --> 03:35:45.065]  And you get a whole different picture of what is happening in the world.
[03:35:45.065 --> 03:35:54.591]  And that different picture, that different analysis of what you see and what you see in the world really begins to show up.
[03:35:54.591 --> 03:35:56.432]  And it's a narrative.
[03:35:56.432 --> 03:35:58.954]  And that's even the word that's used is a narrative.
[03:35:58.954 --> 03:36:04.317]  And when you think about this, it's just like a fiction that you create
[03:36:05.037 --> 03:36:10.661]  The fiction and then you get it to the press and then you quote it as if it's real.
[03:36:10.661 --> 03:36:24.632]  And if you think about this, this is one of the things that was being talked about when, you know, when all of these recent hearings about everything that Donald Trump has tried to do since he was elected president.
[03:36:24.632 --> 03:36:29.996]  And then it's the bureaucracy that has moved against him in an anonymous whistleblower.
[03:36:29.996 --> 03:36:31.457]  And I get that.
[03:36:31.457 --> 03:36:32.978]  I understand that.
[03:36:32.978 --> 03:36:33.799]  But someone
[03:36:34.818 --> 03:36:41.303]  Who is blowing a whistle at some point needs to face those that they accuse.
[03:36:41.303 --> 03:36:45.507]  And that's really the standard of law and decency in the United States.
[03:36:45.507 --> 03:36:51.211]  When I worked in the union movement years ago, anonymous complaints, they were pitched.
[03:36:51.211 --> 03:36:52.352]  You know, they weren't valid.
[03:36:52.352 --> 03:36:56.175]  You can't move against someone with some anonymous accusation.
[03:36:56.175 --> 03:36:57.416]  Doesn't work that way.
[03:36:57.416 --> 03:37:02.560]  Whether it's in something like union politics or a courtroom.
[03:37:02.560 --> 03:37:04.142]  And yet here in the Congress,
[03:37:05.396 --> 03:37:09.424]  Where they make law, they don't get that.
[03:37:09.424 --> 03:37:15.756]  So when I listen to all that testimony, I want to put it all into a different narrative context.
[03:37:33.786 --> 03:37:50.779]  The exhibition in progress at the Colosseum in Rome features a reconstruction of a statue of Moloch, a terrible ancient deity associated with mass child sacrifice, that greets visitors at the entrance of the historical site.
[03:37:50.779 --> 03:37:59.686]  Prior to the Phoenicians, the Hebrew Bible identifies Moloch as a god of the Canaanites and was associated with child sacrifice.
[03:38:00.046 --> 03:38:02.248]  Either through fire or war.
[03:38:02.248 --> 03:38:09.154]  And God constantly forbade and warned the Jewish people of worshipping or sacrificing to Moloch.
[03:38:09.154 --> 03:38:14.719]  And when they fell into temptation, their society fell alongside their righteousness.
[03:38:14.719 --> 03:38:26.709]  Parco describes the Moloch statue as, quote, a reconstruction of the terrible deity Moloch, and will be stationed at the entrance to the Colosseum to welcome visitors to the exhibition.
[03:38:26.989 --> 03:38:37.572]  The statue was positioned in a prime spot where everyone who entered had to pass it and be subject to the perception of its powerful presence.
[03:38:37.572 --> 03:38:56.597]  The statue of Moloch displayed by Parco's exhibition at the Colosseum is an identical replica of the statue of the same deity constructed for the 1914 silent Italian film, Cabiria, which is set during the Second Punic War of the 3rd century BC.
[03:38:57.097 --> 03:39:11.687]  A war regarded by ancient historians as the greatest war in history, and the film was released just two months before the breakout of World War I, which is undoubtedly one of the greatest wars of modern times.
[03:39:11.687 --> 03:39:22.974]  The 1914 production portrays heinous religious rituals where children are offered up as sacrifices to a giant bronze Moloch statue, depicted as a
[03:39:23.314 --> 03:39:30.341]  Humanoid bull, where they are burned alive in a furnace compartment, built into the statue as a chest cavity.
[03:39:30.341 --> 03:39:40.210]  The screenwriter and primary creative force of the film was Gabriele De Nunzio, an author and Italian elitist with a severe case of megalomania.
[03:39:40.390 --> 03:39:47.998]  Who essentially invented fascism, predating Mussolini and Hitler, and introduced Italy to nihilism.
[03:39:47.998 --> 03:39:56.106]  He felt that representative democracy was too bourgeois for him, and it lacked a dramatic arc over the centuries.
[03:39:56.106 --> 03:40:04.274]  Essentially, he thought the average person was too dumb for democracy to work, and therefore, Di Nunzio called it a foolish endeavor.
[03:40:04.474 --> 03:40:11.118]  He felt the state should just get out of the way of all the brilliant people who lust after power.
[03:40:11.118 --> 03:40:18.802]  And that perpetual imperial expansion would help continue the beautiful and glorious wars around the world.
[03:40:18.802 --> 03:40:23.745]  D'Nunzio believed that a country was sustained by faith, not trust.
[03:40:23.745 --> 03:40:31.490]  Therefore, instead of trying to govern kindly or honestly, he thought a political leader should act like the head of a religion.
[03:40:31.730 --> 03:40:35.411]  Not simply as a pope, but as a messiah to the governed.
[03:40:35.411 --> 03:40:44.474]  After serving in World War I, he resurrected the Roman straight-armed salute that would later be plagiarized by Hitler and the Nazis.
[03:40:44.474 --> 03:40:50.736]  Also in sync with fellow fascist Hitler, D'Annunzio was known to take a lot of cocaine.
[03:40:51.076 --> 03:41:07.926]  Just nine days after the statue was erected, the Amazon Synod was opened at the Vatican Gardens, where the Pope and other top-ranking Catholic officials took part in a pagan ritual where shamans worshipped the fertility god Pachamama.
[03:41:08.126 --> 03:41:11.408]  Represented by wooden statues of pregnant women.
[03:41:11.408 --> 03:41:20.214]  A statue of child sacrifice soon followed by the worship of fertility symbols that represent and celebrate procreation?
[03:41:20.214 --> 03:41:22.295]  What is going on in Rome?
[03:41:22.295 --> 03:41:27.379]  Even though Moloch feasts on the flesh of children in its fiery furnace.
[03:41:27.699 --> 03:41:36.061]  Moloch still needs God's creation, the fruits of fertility, before consuming the children as sustenance to survive.
[03:41:36.061 --> 03:41:47.344]  And despite its relevance fading into history, the revival of Moloch, the fallen deity, only opens the door to a future of an unconscionable past.
[03:41:47.344 --> 03:41:50.105]  This is Brian Wilson with InfoWars.com.
[03:41:57.379 --> 03:41:58.580]  What a video.
[03:41:58.580 --> 03:42:09.469]  Hey, getting back to this issue of corruption and the games that are played, and I want to get back into what that video touched on in a moment.
[03:42:09.469 --> 03:42:17.655]  But talking about Biden again and the kind of corruption that's taking place, a million dollars a year, 83,000 a month, basically just about a million bucks a year.
[03:42:18.676 --> 03:42:20.799]  Uh, that is corruption, ladies and gentlemen.
[03:42:20.799 --> 03:42:26.585]  And I want to talk a lot also about the big foundations that are formed after presidents leave office.
[03:42:26.585 --> 03:42:28.006]  I believe that's corruption, too.
[03:42:28.006 --> 03:42:32.130]  You know, the Clinton Foundation, a billion dollars plus and growing.
[03:42:32.130 --> 03:42:34.413]  I mean, is that not corruption?
[03:42:35.530 --> 03:42:37.511]  I think so, you know, in a lot of different ways.
[03:42:37.511 --> 03:42:47.475]  When they were in... I remembered in thinking going into this show today about some of my friends in this line of work and the challenges faced 20 years ago.
