[00:00:01.508 --> 00:00:04.649]  Two, three, four...
[03:17:13.266 --> 03:17:17.849]  A new frontier in archery and truly modern twist on this primitive survival tool.
[03:17:17.849 --> 03:17:20.891]  Feel the thrill only at slingbow.com.
[03:17:20.891 --> 03:17:22.772]  Fully cooked, ready to eat bacon.
[03:17:22.772 --> 03:17:26.015]  I'm talking thick, meaty, center cut, presidential bacon.
[03:17:26.015 --> 03:17:27.616]  Savory and delicious.
[03:17:27.616 --> 03:17:30.458]  I buy some, I use some, I store some.
[03:17:30.458 --> 03:17:30.858]  Awesome!
[03:17:31.098 --> 03:17:34.181]  No refrigeration needed with a 10-year shelf life.
[03:17:34.181 --> 03:17:35.742]  NASA PAC Technology.
[03:17:35.742 --> 03:17:36.362]  Bacon.
[03:17:36.362 --> 03:17:40.526]  Fully cooked, fully hydrated, ready to eat right from the pack bacon.
[03:17:40.526 --> 03:17:41.967]  Or warm and served.
[03:17:41.967 --> 03:17:44.009]  Life-saving, ready to eat bacon.
[03:17:44.009 --> 03:17:45.950]  10-year shelf life bacon.
[03:17:45.950 --> 03:17:48.732]  Ships free at FullyCookedBacon.com.
[03:17:48.732 --> 03:17:50.033]  FullyCookedBacon.com.
[03:17:52.518 --> 03:17:54.620]  Josh in Washington, you're on the air, go ahead.
[03:17:54.620 --> 03:17:55.781]  Alex, God bless you.
[03:17:55.781 --> 03:17:58.364]  I have an idea for a new InfoWars t-shirt.
[03:17:58.364 --> 03:18:04.350]  Instead of, this is your brain, this is your brain on drugs, this is your brain, this is your brain on 5G.
[03:18:04.350 --> 03:18:05.031]  Ooh, yeah.
[03:18:05.031 --> 03:18:06.372]  Showing your brain getting fried.
[03:18:06.372 --> 03:18:08.234]  Then I have some comments on your supplements, man.
[03:18:08.234 --> 03:18:09.275]  Totally changed my life.
[03:18:09.275 --> 03:18:12.318]  I use TurboForce, BODY's, Alpapower, BrainForce.
[03:18:12.518 --> 03:18:13.299]  We're good to go.
[03:18:27.455 --> 03:18:30.916]  I know most of you realize this, but I'm going to say it again very, very clearly.
[03:18:57.273 --> 03:19:02.538]  You are just as important as I am or the rest of the crew at InfoWars, and we are.
[03:19:02.538 --> 03:19:07.563]  The individuals that have done the research to understand the Globalist battle plan, and we know how to take them down.
[03:19:07.563 --> 03:19:09.024]  That's why they're so upset.
[03:19:09.024 --> 03:19:11.006]  Think how far we've come together.
[03:19:11.006 --> 03:19:20.454]  You know, even if we were losing, we'd all still keep fighting on because it's the right thing to do against the truly satanic forces of the New World Order who've really taken the mask off.
[03:19:21.415 --> 03:19:23.396]  The line's in the sand for everybody now.
[03:19:23.396 --> 03:19:28.817]  But you'd already chosen to fight the corruption, and to stand with God, and to stand with the unborn.
[03:19:28.817 --> 03:19:34.718]  So I just wanted to take time out again to salute the audience, because you are truly activists in the arena.
[03:19:34.718 --> 03:19:42.360]  And without you, and your prayers, and your word of mouth, and your financial support, this operation that you built, that's your operation, would not be here.
[03:19:42.360 --> 03:19:45.641]  We've got some giant specials running right now at mfullworthstore.com.
[03:19:45.641 --> 03:19:46.341]  A lot of items are 50% off.
[03:19:47.878 --> 03:19:56.024]  Please take advantage of it at FullWorthStore.com to help us fight even harder into the future.
[03:19:56.024 --> 03:19:58.646]  You're listening to the Alex Jones Show!
[03:20:15.174 --> 03:20:17.095]  The answer to 1984 is 1776.
[03:20:17.095 --> 03:20:29.017]  You're listening to the Alex Jones Show with Gerald Cilente.
[03:20:29.017 --> 03:20:30.638]  Hello, hello, hello.
[03:20:30.638 --> 03:20:33.538]  Hope you like the show.
[03:20:33.538 --> 03:20:36.619]  Great being here on the Alex Jones Show on InfoWars.
[03:20:36.619 --> 03:20:40.500]  I want to pick up on a couple of things that Alex was talking about that I heard.
[03:20:40.500 --> 03:20:42.281]  I was waiting to go on the air.
[03:20:42.281 --> 03:20:43.761]  And about racism.
[03:20:44.557 --> 03:20:46.157]  In America.
[03:20:46.157 --> 03:20:47.718]  What?
[03:20:47.718 --> 03:20:49.878]  A racist nation.
[03:20:49.878 --> 03:21:00.401]  I mean, we're so racist in this country that there's no way, no way that we would ever elect a black president.
[03:21:00.401 --> 03:21:06.083]  Could not happen in America, the racist nation.
[03:21:06.083 --> 03:21:11.544]  No way in America could we have a Secretary of State
[03:21:12.557 --> 03:21:14.258]  By Condoleezza Rice.
[03:21:14.258 --> 03:21:15.479]  Oh, a black woman.
[03:21:15.479 --> 03:21:15.900]  Never!
[03:21:15.900 --> 03:21:20.203]  And a murderous one at that.
[03:21:20.203 --> 03:21:22.965]  Yeah, just like the murderous Obama.
[03:21:22.965 --> 03:21:27.248]  The Nobel Peace of Crap Prize winner.
[03:21:27.248 --> 03:21:29.790]  Yeah, I want to get rid of that guy, Gaddafi.
[03:21:29.790 --> 03:21:32.172]  I want him out of there!
[03:21:32.172 --> 03:21:34.794]  I don't care who you kill!
[03:21:34.794 --> 03:21:38.577]  I don't care if you destroy the most prosperous nation in the world!
[03:21:41.594 --> 03:21:46.015]  I don't care what you do, I want him out!
[03:21:46.015 --> 03:21:49.056]  And we'll turn it into a hellhole.
[03:21:49.056 --> 03:21:50.556]  Like I did.
[03:21:50.556 --> 03:21:53.977]  No black man would ever say that!
[03:21:53.977 --> 03:21:58.297]  How about Condoleezza Rice on the bush?
[03:21:58.297 --> 03:22:00.578]  That mushroom cloud you see?
[03:22:00.578 --> 03:22:05.179]  Yeah, that mushroom cloud!
[03:22:05.179 --> 03:22:06.179]  What color is she?
[03:22:08.567 --> 03:22:11.329]  How about Colin Powell, huh?
[03:22:11.329 --> 03:22:13.870]  And you know what goes through the colon?
[03:22:13.870 --> 03:22:16.031]  A lot of crap.
[03:22:16.031 --> 03:22:30.680]  Yeah, and it comes out right out of his mouth as he holds up that little vial of colon crap to the United Nations and says it's proof that Saddam Hussein has weapons of mass destruction.
[03:22:30.680 --> 03:22:33.781]  Don't forget ties to Al Qaeda.
[03:22:33.781 --> 03:22:35.943]  What color was he?
[03:22:35.943 --> 03:22:36.063]  Who?
[03:22:39.025 --> 03:22:46.806]  America, the racist nation, no way, no way would we ever have a black Supreme Court judge.
[03:22:46.806 --> 03:22:49.447]  Could not happen.
[03:22:49.447 --> 03:22:56.208]  Hey, who are those people running for Presidente in the Presidential Reality Show?
[03:22:56.208 --> 03:23:00.609]  Cory Booker, Kamala Harris, are they still both in office?
[03:23:00.609 --> 03:23:05.430]  Nah, they can never have those kind of offices.
[03:23:05.430 --> 03:23:06.870]  Not in racist America.
[03:23:08.826 --> 03:23:12.647]  Hey, how about Eric Holder?
[03:23:12.647 --> 03:23:18.228]  Yeah, hold this, you slimy, low-life piece of garbage.
[03:23:18.228 --> 03:23:22.529]  As Attorney General under Obama, too big to fail.
[03:23:22.529 --> 03:23:23.390]  Remember that one?
[03:23:23.390 --> 03:23:25.070]  Oh, you forgot, huh?
[03:23:25.070 --> 03:23:29.091]  The banks were too big to fail, and they were too big to jail.
[03:23:31.789 --> 03:23:33.370]  And now what is he doing?
[03:23:33.370 --> 03:23:37.154]  Oh, that black cat's working for a white shoe firm over there.
[03:23:37.154 --> 03:23:46.783]  One of the biggest Wall Street legal firms that keeps giving us the shaft when they want to protect their investor interests.
[03:23:46.783 --> 03:23:48.805]  Covington Burling.
[03:23:48.805 --> 03:23:50.006]  That's right.
[03:23:50.006 --> 03:23:53.909]  America's not a racist nation.
[03:23:53.909 --> 03:23:56.312]  Are there racists in America?
[03:23:56.312 --> 03:23:57.673]  Of course there are.
[03:23:58.346 --> 03:24:04.768]  Are there imbeciles, low-life, and dirty pieces of garbage in America?
[03:24:04.768 --> 03:24:06.349]  Absolutely!
[03:24:06.349 --> 03:24:13.271]  And they come in all races, creeds, colors, and gender.
[03:24:13.271 --> 03:24:21.273]  And all you have to do is begin with the dumb-o craps and the repulsive kins.
[03:24:21.273 --> 03:24:24.334]  And work your way down the line.
[03:24:24.334 --> 03:24:25.835]  Low-lifes everywhere.
[03:24:26.957 --> 03:24:32.920]  Morons, imbeciles, cowards, freaks, and fools.
[03:24:32.920 --> 03:24:37.342]  We are not a racist nation.
[03:24:37.342 --> 03:24:40.064]  We elected Barack Obama.
[03:24:40.064 --> 03:24:44.266]  Good and bad comes in all races, creeds, colors, and genders.
[03:24:44.266 --> 03:24:47.788]  I'm tired of this baloney.
[03:24:47.788 --> 03:24:51.610]  And moving on, what else do we have here?
[03:24:51.610 --> 03:24:53.611]  Well, what Alex was also talking about.
[03:24:53.611 --> 03:24:56.072]  This is the major news headline.
[03:24:57.403 --> 03:24:58.743]  Financial time.
[03:24:58.743 --> 03:25:01.484]  This paper costs me a lot of money every day.
[03:25:01.484 --> 03:25:02.884]  I want to buy it for good news.
[03:25:02.884 --> 03:25:05.905]  I got to find out because I have to forecast trends.
[03:25:05.905 --> 03:25:16.207]  So I need the current events forming future trends that have detailed facts and information that can help me look ahead.
[03:25:16.207 --> 03:25:18.767]  What's the major story?
[03:25:18.767 --> 03:25:23.708]  Trump hits back over pressing Ukraine to hurt Biden campaign.
[03:25:26.081 --> 03:25:31.706]  This is totally worthless information.
[03:25:31.706 --> 03:25:36.269]  Trump says Biden came up on call.
[03:25:36.269 --> 03:25:38.291]  Wall Street Journal.
[03:25:38.291 --> 03:25:52.062]  From the paper of record, the New York Times front page, Trump cited Biden in call, new pressure to impeach.
[03:25:56.613 --> 03:26:02.697]  Is totally worthless in propaganda.
[03:26:02.697 --> 03:26:05.598]  You will learn nothing from this information.
[03:26:05.598 --> 03:26:10.401]  I study all day long reading the current events forming future trends.
[03:26:10.401 --> 03:26:15.904]  This is as worthless as the what three years that went on that
[03:26:16.325 --> 03:26:22.688]  The Russians hacked into the American election system and hacked into the DNC.
[03:26:22.688 --> 03:26:28.490]  And Hillary Clinton didn't lose because she's a disgusting human being like her husband.
[03:26:28.490 --> 03:26:32.512]  No, it had nothing to do with her deals with Wall Street.
[03:26:32.512 --> 03:26:38.035]  Oh, like her slimy, slick, willy husband who killed the Glass-Steagall Act.
[03:26:38.035 --> 03:26:45.078]  And Eric Holder, this was also under the Clinton administration.
[03:26:45.078 --> 03:26:45.798]  When they did that,
[03:26:47.085 --> 03:26:50.447]  Plus covering up for Clinton and on and on.
[03:26:50.447 --> 03:26:52.407]  That's not why she lost.
[03:26:52.407 --> 03:26:54.909]  The Russians did it, I tell ya!
[03:26:54.909 --> 03:27:01.452]  And we'll really be stupid, ignorant fools and believe what they found.
[03:27:01.452 --> 03:27:05.754]  They spent $100,000 in Facebook.
[03:27:05.754 --> 03:27:07.795]  $100,000 in social media.
[03:27:07.795 --> 03:27:08.655]  That's chunk change.
[03:27:08.655 --> 03:27:11.596]  What are they, what, a $4.5 billion campaign?
[03:27:11.596 --> 03:27:14.658]  $2.5 billion, some ridiculous number like that.
[03:27:14.658 --> 03:27:15.218]  Chunk change.
[03:27:16.164 --> 03:27:25.686]  Big company spends $100,000 in social marketing on all the websites and all the different platforms.
[03:27:25.686 --> 03:27:27.566]  Adds up to nothing.
[03:27:27.566 --> 03:27:29.287]  You're a small-time loser.
[03:27:29.287 --> 03:27:34.368]  But let's make it a big story so you don't know what's going to happen.
[03:27:34.368 --> 03:27:38.049]  So you can't see the current events forming future trends.
[03:27:38.049 --> 03:27:43.710]  Get caught up in the stupidity and then start talking about it with your friends.
[03:27:43.710 --> 03:27:44.610]  I was at a dinner.
[03:27:45.043 --> 03:27:52.168]  A couple of nights ago for a foundation kind of thing, you know, it was different people.
[03:27:52.168 --> 03:27:58.472]  And I'm talking to these two gentlemen and we start talking about economics and politics.
[03:27:58.472 --> 03:28:04.095]  And then after that, these are guys, you know, my age, a little younger.
[03:28:04.095 --> 03:28:12.501]  They spent over a half hour talking about sports.
[03:28:12.501 --> 03:28:14.382]  I mean, I liked sports when I was a kid.
[03:28:16.058 --> 03:28:18.920]  But this isn't my life.
[03:28:18.920 --> 03:28:21.221]  And this isn't important to me.
[03:28:21.221 --> 03:28:23.963]  The important issues are gone.
[03:28:23.963 --> 03:28:26.424]  And that's what you're seeing here.
[03:28:26.424 --> 03:28:30.987]  All this talk about impeachment adds up to zero.
[03:28:30.987 --> 03:28:38.671]  And by the way, if the election were held today, and remember, the Trends Journal, my magazine, was the first magazine to call Trump a winner.
[03:28:39.695 --> 03:28:43.616]  In May of 2016, Trump would win today.
[03:28:43.616 --> 03:28:48.138]  This stuff doesn't mean anything other than the people in the media.
[03:28:48.138 --> 03:28:52.219]  Be right back.
[03:28:52.219 --> 03:29:03.263]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
