whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[03:40:42.420 --> 03:40:49.420]   So, if you were looking at this and expecting to see, "Well, we recommend a criminal prosecution,"
[03:40:49.420 --> 03:40:57.420]   that's not what the Inspector General does, at least not as a rule.
[03:40:57.420 --> 03:41:05.420]   I just want to say that the criminal referrals must come and would come from the Department of Justice or the executive branch.
[03:41:05.420 --> 03:41:16.420]   So, just keep that in mind as you read this, and don't let people tear you down or tear down your positive thoughts that we could see justice
[03:41:16.420 --> 03:41:20.420]   because there's the absence of recommendation for criminal referrals.
[03:41:20.420 --> 03:41:24.420]   I did not expect to see any. All right? So, that's something totally different.
[03:41:24.420 --> 03:41:33.420]   Folks, visit Infowarsstore.com. I want to mention this because Alex and I were talking during the break and during the show.
[03:41:33.420 --> 03:41:40.420]   Look, we are under fire. The censorship issue is so incredible. It's so financially oppressive.
[03:41:40.420 --> 03:41:49.420]   Please support Infowars. Go to Infowarsstore.com. I don't care what product. All of the products are great.
[03:41:49.420 --> 03:41:59.420]   But look, they've got Brain Force. They've got Super Male Fatality. They've got just a number of the iodine.
[03:41:59.420 --> 03:42:09.420]   My goodness, top quality products support Infowars. As you support Infowars, you're supporting this program, the mission.
[03:42:09.420 --> 03:42:22.420]   You know this. So, do it now. Do it now. Just go and get yourself healthy, physically fit, and support free speech at the same time
[03:42:22.420 --> 03:42:33.420]   because we are all under attack. Folks, you're listening to Infowars on this very special, very historic day, June 14, 2018,
[03:42:33.420 --> 03:42:43.420]   day number 511 of the Donald Trump presidency, under attack for 378 days by special counsel, and of course, Donald Trump's birthday.
[03:42:43.420 --> 03:42:53.420]   Stay with us. You're listening to Infowars. Doug Hagman will be right back.
[03:42:53.420 --> 03:43:01.420]   Fueling your body is hard work. That's why we've introduced the Infowars Life Daily Digestive Pack to help you fuel it right.
[03:43:01.420 --> 03:43:09.420]   Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[03:43:09.420 --> 03:43:19.420]   There's no better way to power your body. FloraLife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:43:19.420 --> 03:43:27.420]   When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body
[03:43:27.420 --> 03:43:37.420]   to help you fight toxins and stay fueled all day. These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[03:43:37.420 --> 03:43:43.420]   There's no better time to try FloraLife and Carnivore to see how well they can support your body.
[03:43:43.420 --> 03:43:52.420]   Don't miss out on the chance to fuel your body and support recovery. Try the Infowars Life Daily Digestive Pack today.
[03:43:52.420 --> 03:44:02.420]   InfowarsLife and InfowarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[03:44:02.420 --> 03:44:11.420]   Winter Sun is a premium quality vitamin D3 nutritional supplement. It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[03:44:11.420 --> 03:44:17.420]   Every batch is analyzed for purity and D3 content. It's completely free of toxins and allergens.
[03:44:17.420 --> 03:44:25.420]   Simply put, if you want the best at an extremely low price, this is it. Winter Sun is the result of our pursuit of the best source of vitamin D3.
[03:44:25.420 --> 03:44:33.420]   The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[03:44:33.420 --> 03:44:38.420]   Read the facts at InfowarsLife.com about Winter Sun vitamin D3.
[03:44:38.420 --> 03:44:46.420]   Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function, something the globalists are targeting.
[03:44:46.420 --> 03:44:52.420]   Visit Infowars.com today or call 888-253-3139.
[03:44:52.420 --> 03:45:04.420]   We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[03:45:04.420 --> 03:45:09.420]   That's why I'm introducing Z-Shield, Toxic Metal and Chemical Defense Support.
[03:45:09.420 --> 03:45:17.420]   It's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the InfoWars.
[03:45:17.420 --> 03:45:29.420]   It is a classical 360 wind. This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[03:45:29.420 --> 03:45:46.420]   You owe it to yourself, you owe it to your family and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those brush fires to the next level and to be healthy and as focused as you can be.
[03:45:46.420 --> 03:45:49.420]   Thanks to your support and your prayers, together we're changing the world.
[03:45:49.420 --> 03:45:53.420]   Now it's time to change our bodies with Z-Shield at InfowarsLife.com.
[03:45:53.420 --> 03:46:00.420]   We can't extend this free shipping sale much longer with our best selling items at InfowarsStore.com.
[03:46:00.420 --> 03:46:07.420]   In fact, we can only run it a few more days. We're also running out of some of our best selling items like our amazing Nootropic Rain Force.
[03:46:07.420 --> 03:46:18.420]   It's $19.95. Leading competitors are $60 and aren't even as good. It's a great deal normally at $39.95. Rain Force, if you've never tried it, this is a great opportunity, $19.95.
[03:46:18.420 --> 03:46:26.420]   Also, Alpha Power is 50% off. If you don't know what it's done for me and so many others for stamina, focus, libido, it does so many things.
[03:46:26.420 --> 03:46:39.420]   X2, even though we're having trouble sourcing the deep earth crystals of the good halogen iodine, I am blowing out the stockpile of it we have at least for another few days at 50% off.
[03:46:39.420 --> 03:46:48.420]   And then after that, it's going to go back to full price until we secure more of it. InfowarsLife.com, InfowarsStore.com, or 888-253-3139.
[03:46:48.420 --> 03:46:52.420]   And thank you all for helping fund the second American global revolution.
[03:46:52.420 --> 03:47:00.420]   You're listening to The Alex Jones Show.
[03:47:02.420 --> 03:47:14.420]   [Music]
[03:47:14.420 --> 03:47:20.420]   The Alex Jones Show. Because there is a war on for your mind.
[03:47:20.420 --> 03:47:27.420]   [Music]
[03:47:27.420 --> 03:47:36.420]   You're listening to Infowars. Doug Hagman sitting in for Alex Jones. Doug Hagman, HagmanReport.com, that's my home base. Infowars, Infowars.com, that's where you need to go.
[03:47:36.420 --> 03:47:41.420]   InfowarsStore to support this operation. Very proud to be sitting in for Alex.
[03:47:41.420 --> 03:47:57.420]   I gotta tell you, look, we're going to be talking about the OIG report at some point, okay? It's 499 pages of content, total of 568 pages with attachments and appendices.
[03:47:57.420 --> 03:48:02.420]   So it's going to take some time to go through. It just broke today, just a couple of hours ago.
[03:48:02.420 --> 03:48:14.420]   Leaks, and it's important, leaks, of course, were just incredible earlier today. It's interesting how Bloomberg reported on leaks and the spinning of leaks.
[03:48:14.420 --> 03:48:20.420]   But we're going to be taking this apart page by page, word by word, basically, and making sense of it.
[03:48:20.420 --> 03:48:36.420]   Remember, this is just one small aspect. And remember, this is about the least, the most scandal-free presidency of our lifetimes, and that is Barack Hussein Obama.
[03:48:36.420 --> 03:48:44.420]   This, I'm going to lead off with real quick here. We've got just so much news, so little time.
[03:48:44.420 --> 03:48:52.420]   Sally Yates, the Department of Justice, ordered the FBI not to overtly investigate the Clinton Foundation.
[03:48:52.420 --> 03:49:01.420]   Folks, Charles Rittel, he's a great researcher, talking about the Clinton Foundation. But think about this.
[03:49:01.420 --> 03:49:10.420]   The Deputy Attorney General fired by President Donald Trump hamstrung federal investigators' efforts to probe the Clinton Foundation.
[03:49:10.420 --> 03:49:24.420]   You're going to be hearing more about this as Deputy Attorney General Sally Yates revealed the Department of Justice instructed federal investigators to hold back opening a probe of the Clinton Foundation.
[03:49:24.420 --> 03:49:29.420]   And aren't we seeing the Clinton Foundation, the incestuous relationships of the Clinton Foundation everywhere?
[03:49:29.420 --> 03:49:34.420]   Seems like every time I bump into a lawsuit, somebody's associated with the Clinton Foundation.
[03:49:34.420 --> 03:49:37.420]   Yeah, you know what I'm talking about.
[03:49:37.420 --> 03:49:46.420]   All right, moving on here, I want to get this, because I know InfoWars spoke about this, and the coverage by InfoWars.
[03:49:46.420 --> 03:49:49.420]   If you're not listening to InfoWars and watching InfoWars, you're missing out.
[03:49:49.420 --> 03:49:56.420]   But I wanted to touch on this some more. How about this? Imran Awan. Remember him?
[03:49:56.420 --> 03:50:02.420]   Remember the Awan brothers? Why did we stop talking about that in the community?
[03:50:02.420 --> 03:50:12.420]   Of course, we didn't. We didn't, of course, but maybe you might ask Jim Acosta or one of his comrades, or did I say comrades?
[03:50:12.420 --> 03:50:16.420]   One of his associates about the Awan brothers.
[03:50:16.420 --> 03:50:30.420]   What I'm referring to is Imran Awan and the Awan family working for the Democrats in the House of Representatives for almost 13 years, making nearly six, I think six to seven million dollars.
[03:50:30.420 --> 03:50:58.420]   And of course, allegedly having a, not just involved in a procurement scam, but also apparently, in my view, in my professional opinion, operating a breach of the servers that perhaps, again, in my opinion, could have resulted in the transfer of classified information to Pakistan.
[03:50:58.420 --> 03:51:02.420]   But now we've got this. Are you ready for this? Are you sitting down?
[03:51:02.420 --> 03:51:14.420]   Reported by Zero Hedge and others. In fact, this was initially done through some videography and investigative reporting by CrowdSource of the Truth, Jason Goodman.
[03:51:14.420 --> 03:51:23.420]   It's an investigative journalist. Why does Imran Awan work at his Clinton-linked attorney's law firm?
[03:51:23.420 --> 03:51:33.420]   Did you hear that? Did you know that Imran Awan is working at his Clinton-linked attorney's law firm?
[03:51:33.420 --> 03:51:49.420]   A stunning video, a stunning video by investigative journalist Jason Goodman of CrowdSource of the Truth revealed that Pakistani IT worker Imran Awan is reportedly answering the phones, that's right, at the office of attorney Chris Gowan.
[03:51:49.420 --> 03:52:02.420]   And who is Chris Gowan? Gowan is a founding partner of Gowan Roads, Winograd, and Silva, with offices in D.C. and all over the planet. Well, D.C. and Philadelphia. Their planet, anyway.
[03:52:02.420 --> 03:52:11.420]   Now, it's interesting because, is this even ethical? Is this even, am I reading this right?
[03:52:11.420 --> 03:52:28.420]   He also served as, by the way, Chris Gowan's official bio on the firm's website notes that he left the public defender's office to work for former President William Clinton, and then Senator Hillary Clinton.
[03:52:28.420 --> 03:52:34.420]   There's Clinton again. Chris was a fact checker for President Clinton's memoir, My Life.
[03:52:34.420 --> 03:52:47.420]   He also served as a traveling aide for President Clinton's national and international trips. But, the issue here, in the video, and you can see this, you can see Jason Goodman walking up to the lawyer's office.
[03:52:47.420 --> 03:52:53.420]   You can be seen visiting the offices of Awan's attorney where he has to speak with the former house IT staffer.
[03:52:53.420 --> 03:53:02.420]   After his request was denied, Goodman said, "Hey, is Imran here?" To which the employee replied, "Uh, he is. Why?"
[03:53:02.420 --> 03:53:04.420]   [laughs]
[03:53:04.420 --> 03:53:08.420]   And Jason Goodman said, "Because it sounds like he's answering your phones."
[03:53:08.420 --> 03:53:11.420]   Which drew the retort, "Uh, what's your point?"
[03:53:11.420 --> 03:53:15.420]   "Well, you want a list of points there, counselor?"
[03:53:15.420 --> 03:53:22.420]   "Is he working for you?" asked Goodman, to which the employee whispers back, "Go away. Go away. We don't want you. Go away."
[03:53:22.420 --> 03:53:26.420]   Well, I might have embellished that a tad, but it's "Go away."
[03:53:26.420 --> 03:53:31.420]   And of course, there's Unzero Edge and Crowdsource of the Truth, there's a video.
[03:53:31.420 --> 03:53:58.420]   But notice, or note, that Awan, this, the Awan, the Awan scandal is not really a scandal, it's a crime. It was February 2nd of last year, when Imran Awan and his family, his Pakistani family, were prohibited, barred from the Capitol grounds on the basis of criminal, alleged criminal conduct.
