[00:00.000 --> 00:20.000]  Music
[3:48:27.520 --> 3:48:37.600]  symptoms so this is grossly incompetent almost criminally liable misconduct from the state of
[3:48:37.600 --> 3:48:43.200]  washington health department that apparently does not understand how epidemiology works has no
[3:48:43.200 --> 3:48:49.040]  clue about virology or the transmissivity of this virus because of course this virus spreads when
[3:48:49.040 --> 3:48:54.400]  you have no symptoms and yet the state of washington is telling people you don't need to contact us
[3:48:54.400 --> 3:48:58.960]  until you have symptoms which of course could be after you've spread it to hundreds or thousands
[3:48:58.960 --> 3:49:05.040]  of people it is my belief although i can't prove this i believe that there are already two
[3:49:05.040 --> 3:49:10.400]  outbreaks in the united states of america one of them is taking place in seattle right now
[3:49:10.400 --> 3:49:14.640]  which is why there are hundreds of people being quote monitored you know where do those people
[3:49:14.640 --> 3:49:19.440]  come from or why are there so many 700 why are they not being tested because the state of washington
[3:49:19.440 --> 3:49:24.880]  doesn't want to report infections i call it that don't ask don't tell policy of the pandemic
[3:49:24.880 --> 3:49:30.240]  don't ask i.e. don't conduct tests and guess what you'll have no infections what an amazing
[3:49:30.240 --> 3:49:34.720]  coincidence they finally figured out the science here and then the other place where the outbreak
[3:49:34.720 --> 3:49:39.600]  is taking place in my opinion again i cannot prove it but the evidence is pointing toward
[3:49:39.600 --> 3:49:44.800]  this and it is hana lulu or at least the airport of hana lulu because we had yesterday
[3:49:45.600 --> 3:49:50.960]  hawaiian airlines and delta airlines admitting that they had carried a couple who was later
[3:49:50.960 --> 3:49:56.080]  infected confirmed infected they had flown them on hawaiian airlines to the city of hana lulu
[3:49:56.080 --> 3:50:01.680]  and then delta had flown them out of hana lulu to japan the key factor to understand here is that
[3:50:01.680 --> 3:50:07.600]  the husband of this couple it was an elderly couple the husband was showing symptoms on february
[3:50:07.600 --> 3:50:14.240]  third before they took the hawaiian airlines flight so i believe we are looking at a situation where
[3:50:15.040 --> 3:50:20.960]  something about hana lulu is spreading this infection perhaps it's the airplanes because
[3:50:20.960 --> 3:50:26.560]  they're not sanitized perhaps it's an infected flight attendant or an infected pilot maybe
[3:50:26.560 --> 3:50:31.680]  infected workers at the hana lulu airport we're not sure yet but the state of hawaii in a related
[3:50:31.680 --> 3:50:37.280]  story told a person who was trying to self-report to the state department of hawaii the state
[3:50:37.280 --> 3:50:41.600]  health department that person had been in close contact with another infected person and that
[3:50:41.600 --> 3:50:46.560]  person was asking them what should i do and in an email back to that person the the health
[3:50:46.560 --> 3:50:50.320]  department of the state of hawaii told them i don't do anything just go on about your day
[3:50:50.320 --> 3:50:57.520]  normally and if you start to have symptoms then let us know so this response by hawaii officials
[3:50:57.520 --> 3:51:05.280]  and washington state officials it really smacks of the communist china cover-up and the wh o response
[3:51:05.280 --> 3:51:10.080]  which is don't ask don't tell hey we're going to change the parameters of what is an infection
[3:51:10.080 --> 3:51:14.640]  we're not going to count people who have no symptoms that was china's decision a few days ago
[3:51:15.360 --> 3:51:19.280]  and so the numbers are falling now because they're not counting infected people as long as they're
[3:51:19.280 --> 3:51:25.360]  not showing symptoms so you now have this this again this almost criminal negligence cover-up
[3:51:25.920 --> 3:51:33.680]  taking place now in the united states of america alongside the cdc admitting days ago dr redfield
[3:51:33.680 --> 3:51:38.160]  and dr nancy mesoni a redfields the head of the cdc mesoni a is the head of a department
[3:51:38.160 --> 3:51:44.400]  both admitting that they expect community outbreaks in the united states of america why are they
[3:51:44.400 --> 3:51:49.200]  saying that in my assessment it's because they already know these outbreaks have taken place
[3:51:49.840 --> 3:51:55.520]  but they don't want to panic the american people and so they have to kind of warm people up
[3:51:55.520 --> 3:52:00.720]  to this idea slowly to say yes we're expecting outbreaks even though they probably have hundreds
[3:52:00.720 --> 3:52:05.200]  of people already confirmed in the united states that's that's my assessment currently
[3:52:05.200 --> 3:52:09.520]  but they won't admit it until they kind of roll out this narrative slowly over time
[3:52:10.080 --> 3:52:16.400]  to try to not panic people now this this whole idea of panic you want to know what really panics
[3:52:16.400 --> 3:52:21.520]  people is when the authorities lie to you and then one day you're surprised by the truth that
[3:52:21.520 --> 3:52:28.080]  causes panic telling people the truth avoids panic encouraging people to get prepared
[3:52:28.080 --> 3:52:33.840]  now while supplies are available that avoids panic we the independent media we are helping
[3:52:33.840 --> 3:52:41.440]  people to not panic get prepared learn the truth be ready do not panic but be smart about this
[3:52:42.080 --> 3:52:47.360]  it's the censorship of the tech giants and it's the lies of the mainstream media the cover-up
[3:52:47.360 --> 3:52:53.840]  of the governments and the the the downplayed numbers of this by the cdc and the health
[3:52:53.840 --> 3:52:58.160]  authorities in washington that's what's going to lead to panic one day because you can't cover up
[3:52:58.160 --> 3:53:03.840]  the dead bodies forever eventually people going to work are going to notice hey where's where's
[3:53:03.840 --> 3:53:08.400]  my co-worker who used to sit in that cubicle over there what is the is the state health
[3:53:08.400 --> 3:53:13.200]  department of washington going to say what co-worker there was nobody there you're imagining
[3:53:13.200 --> 3:53:18.240]  it no no one's dying no one's disappearing there are no mass graves there are no cremation ovens
[3:53:18.240 --> 3:53:22.480]  running in america no none of that is happening you're just going to be told that you must be
[3:53:22.480 --> 3:53:27.840]  imagining all these things like oh didn't you used to have three children now you only have two
[3:53:27.840 --> 3:53:31.840]  well where'd that third child go and the state of washington is going to say you didn't have a
[3:53:31.840 --> 3:53:37.680]  third child there is no coronavirus outbreak none of that is happening stop reading fake news
[3:53:37.680 --> 3:53:42.880]  they're going to say i mean how far can they take the cover up right that's the question now
[3:53:42.880 --> 3:53:50.240]  there's an even bigger issue in all this which is the economic we call the supply chain armageddon
[3:53:50.240 --> 3:53:57.600]  that's coming i know this is coming personally because we you know my my whole operation we purchase
[3:53:57.600 --> 3:54:03.360]  food supplies and various supplies we can't get a lot of things now we're being told by our commercial
[3:54:03.360 --> 3:54:11.120]  suppliers it's all gone it's all sold out and china you see the store shelves will have appliances
[3:54:11.120 --> 3:54:15.200]  and electronics and many food items and so on even vitamins most of which are made in china
[3:54:15.200 --> 3:54:20.400]  and pharmaceuticals 97 percent made in china we have those supplies today right now but those
[3:54:20.400 --> 3:54:26.240]  supplies are running out because it takes about five weeks from the factories to go across the
[3:54:26.240 --> 3:54:31.840]  ships of the ocean to get on the store shelves so there's about a five week lag time before people
[3:54:31.840 --> 3:54:36.480]  in america are going to start seeing oh my gosh i went to buy a refrigerator that's made in south
[3:54:36.480 --> 3:54:40.880]  korea that uses components from china there are no more refrigerators there are no more microwave
[3:54:40.880 --> 3:54:46.560]  ovens oh the electronics have collapsed the whole supply line has collapsed uh the pharmaceuticals
[3:54:46.560 --> 3:54:51.200]  are running out at my local pharmacy they can't get them why because they're made in china so for a
[3:54:51.200 --> 3:54:58.240]  while you can lie about it if you're a government you can lie but eventually people notice that supplies
[3:54:58.240 --> 3:55:02.720]  are running out where are the vitamins where are the superfoods that come out of china like
[3:55:02.720 --> 3:55:07.360]  wheatgrass formulations and chlorella that comes out of china and so on vitamins and amino acids
