[00:00:00.071 --> 00:00:00.318]  Okay.
[03:29:05.117 --> 03:29:10.358]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[03:29:10.358 --> 03:29:17.601]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[03:29:17.941 --> 03:29:21.723]  And not just one, but all your devices with one out-of-the-box setup.
[03:29:21.723 --> 03:29:30.886]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[03:29:30.886 --> 03:29:32.707]  Call or click FlashRouters today at 1-866-509-5817.
[03:29:35.948 --> 03:29:40.410]  Or, F-L-A-S-H-R-O-U-T-E-R-S dot com.
[03:29:40.410 --> 03:29:44.052]  That's 1-866-509-5817.
[03:29:44.052 --> 03:29:45.732]  Or, FlashRouters dot com.
[03:29:45.732 --> 03:29:48.954]  Protect your wireless home network today with FlashRouters.
[03:29:53.284 --> 03:29:58.991]  InfoWars Black Friday is here with the biggest sales of the year.
[03:29:58.991 --> 03:30:10.383]  50% off on DNA Force Plus, triple Patriot Points, free shipping, and a free bottle of our best-selling nootropic, Brain Boost.
[03:30:11.044 --> 03:30:12.405]  Brain Force Plus.
[03:30:12.405 --> 03:30:14.406]  Did you hear what I just said?
[03:30:14.406 --> 03:30:19.089]  That's just one of more than 40 huge specials.
[03:30:19.089 --> 03:30:24.813]  DNA Force Plus with the PQQ, the CoQ10, and so much more.
[03:30:24.813 --> 03:30:26.114]  Boosting your cells.
[03:30:26.114 --> 03:30:27.415]  Growing new mitochondria.
[03:30:28.295 --> 03:30:29.796]  Regrowing nerves.
[03:30:29.796 --> 03:30:34.200]  It just goes on and on with the PQQ and the CoQ10 and the other ingredients.
[03:30:34.200 --> 03:30:36.722]  And then you get triple Patriot points in your next order.
[03:30:36.722 --> 03:30:38.683]  You get free shipping on this order.
[03:30:38.683 --> 03:30:43.066]  And ladies and gentlemen, you get a free bottle of Brain Force Plus.
[03:30:43.066 --> 03:30:48.090]  This is the big Black Friday sale at InfoWarStore.com.
[03:30:48.090 --> 03:30:50.792]  The biggest sale of the year and it funds the Info War.
[03:30:50.792 --> 03:30:51.633]  Take action now.
[03:30:52.593 --> 03:30:54.195]  InfowarStore.com.
[03:30:54.195 --> 03:31:00.483]  We have a new product, and we got several thousand of these in, and they're gonna sell out in a few days at the rate we're selling them.
[03:31:00.483 --> 03:31:11.336]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste, and it doesn't compete with Super Blue that's four to five colloidal silver and iodine and fluoride-free.
[03:31:12.287 --> 03:31:14.029]  The adult or the children's.
[03:31:14.029 --> 03:31:17.592]  These are both excellent toothpaste concentrates that don't have fillers.
[03:31:17.592 --> 03:31:18.493]  People love it.
[03:31:18.493 --> 03:31:26.620]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[03:31:27.361 --> 03:31:30.143]  Then it has the patented silver saw.
[03:31:30.143 --> 03:31:32.845]  Silver in it to knock out the bacteria that cause gingivitis.
[03:31:32.845 --> 03:31:33.666]  This is all proven.
[03:31:33.666 --> 03:31:35.227]  You can make claims with this.
[03:31:35.227 --> 03:31:46.415]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[03:31:46.415 --> 03:31:47.776]  So, we're really proud of it.
[03:31:47.776 --> 03:31:48.697]  It funds the operation.
[03:31:48.697 --> 03:31:50.398]  Infowarsstore.com.
[03:31:50.398 --> 03:31:52.060]  That's why we're still on air, thanks to you!
[03:31:53.663 --> 03:31:59.548]  Beto O'Rourke came out dozens of times and said, we're going to confiscate all your semi-automatic rifles.
[03:31:59.548 --> 03:32:06.173]  And he got all the other Democrats on the stage, nine others, to agree and said that he was a hero!
[03:32:06.173 --> 03:32:07.314]  Think about that.
[03:32:07.314 --> 03:32:10.937]  Now, those Democrats have taken all the guns in the cities they control.
[03:32:10.937 --> 03:32:20.044]  Their blue cities are literal crapholes covered with needles and with massive drug dealing and incredible levels of violent crime.
[03:32:20.044 --> 03:32:21.766]  They know what they're doing.
[03:32:22.486 --> 03:32:30.472]  And now the Supreme Court's come out and ruled that gun manufacturers can be sued into oblivion for what criminals do using their firearms.
[03:32:30.472 --> 03:32:45.922]  My goodness, ladies and gentlemen, this country's under such incredible attack, but more and more towns and cities are saying they're sanctuaries for the Second Amendment, and they're going to follow the original Bill of Rights and Constitution, and they're not going to help in the confiscation of guns.
[03:32:45.922 --> 03:32:48.804]  So you see, a lot of these cities ignore illegal aliens.
[03:32:48.804 --> 03:32:50.906]  Well, we could ignore all your unconstitutional laws.
[03:32:55.720 --> 03:33:05.404]  You're listening to the Alex Jones Show!
[03:33:05.404 --> 03:33:06.905]  You have the power!
[03:33:06.905 --> 03:33:08.505]  Humanity has the power!
[03:33:08.505 --> 03:33:10.046]  We have the power!
[03:33:10.046 --> 03:33:11.306]  Do you want to fight?
[03:33:11.306 --> 03:33:15.728]  You better believe you got one!
[03:33:15.728 --> 03:33:20.770]  Rallying patriots worldwide in defense of human liberty.
[03:33:20.770 --> 03:33:22.211]  It's Alex Jones!
[03:33:23.840 --> 03:33:25.981]  You can really see God's plan at work.
[03:33:25.981 --> 03:33:29.323]  We've had a lot of infiltration, a lot of sabotage, a lot of betrayal.
[03:33:29.323 --> 03:33:35.406]  But for all those evil doors that get opened, God opens other doors and it equalizes out.
[03:33:35.406 --> 03:33:37.347]  That's how the universe really works.
[03:33:37.347 --> 03:33:38.968]  It's not just in Newtonian physics.
[03:33:38.968 --> 03:33:41.469]  I see it every day.
[03:33:41.469 --> 03:33:46.872]  That's why they want you locked up in your houses, not out engaged in the world, not exposing corruption.
[03:33:48.228 --> 03:33:52.230]  Because then you'll never have a chance to really see God get involved in things.
[03:33:52.230 --> 03:33:54.490]  But God gets involved when you put your skin on the line.
[03:33:54.490 --> 03:34:02.513]  I was a little mean to that last caller, but I clicked and he called like a month ago, the same guy.
[03:34:02.513 --> 03:34:06.435]  And said the same weird play.
[03:34:06.435 --> 03:34:09.256]  And the left never has a legitimate argument.
[03:34:09.256 --> 03:34:11.617]  It's always some fallacy based on a fraud.
[03:34:15.763 --> 03:34:19.085]  It's never real because being real isn't in them.
[03:34:19.085 --> 03:34:23.607]  Anybody that listens to the show knows I've been a big fan of Assange since he showed up.
[03:34:23.607 --> 03:34:28.490]  And I've, you know, literally busted my ass to try to get him out of jail.
[03:34:28.490 --> 03:34:38.355]  And one of the things they put in the internal Google documents that came out last year that Cernovich got, that Google admitted were real, was that I was defending Assange.
[03:34:40.814 --> 03:34:42.555]  You notice all the media's turned against him.
[03:34:42.555 --> 03:34:48.019]  All these people that interviewed him back when he... They've all said he deserves to go to prison.
[03:34:48.019 --> 03:34:50.341]  Because they're not journalists, they're pieces of crap.
[03:34:50.341 --> 03:34:57.206]  But a libtard calls in, when I've been persecuted, I'm not a victim, I expect to get attacked.
[03:34:57.206 --> 03:35:01.269]  Hell, if my ass is locked up in prison for exposing corruption, I expect people to try to get me out.
[03:35:01.269 --> 03:35:06.613]  I mean, to be telling you, watching his ass rot in solitary confinement, I feel like it's me!
[03:35:06.613 --> 03:35:07.314]  I'm pissed!
[03:35:11.383 --> 03:35:14.766]  And so the guy calls up and says, I'm pissing on Assange.
[03:35:14.766 --> 03:35:17.008]  I wanted to beat Hillary real bad.
[03:35:17.008 --> 03:35:19.770]  I knew what she was involved in.
[03:35:19.770 --> 03:35:20.991]  They kept saying, oh, it's big.
[03:35:20.991 --> 03:35:21.972]  It's going to hurt Hillary.
[03:35:21.972 --> 03:35:25.235]  I said, then release it.
[03:35:25.235 --> 03:35:28.577]  And all he's got is that I was mean to Assange.
[03:35:28.577 --> 03:35:29.578]  Well, you're Democrat.
[03:35:29.578 --> 03:35:31.420]  God's want him dead.
[03:35:31.420 --> 03:35:36.404]  But see, does it matter to a libtard?
[03:35:36.404 --> 03:35:37.945]  Because they're cut off from reality.
[03:35:37.945 --> 03:35:39.186]  They know we have a conscience.
[03:35:39.186 --> 03:35:39.927]  They know we care.
[03:35:40.950 --> 03:35:41.731]  They don't.
[03:35:41.731 --> 03:35:45.273]  They're sociopaths.
[03:35:45.273 --> 03:35:49.077]  All the studies show it.
[03:35:49.077 --> 03:35:52.279]  But that's why they come up to us like we're a vending machine and try to program us.
[03:35:52.279 --> 03:35:54.121]  You're bad, you're not being loving.
[03:35:54.121 --> 03:36:00.566]  They keep trying to make us fall down and worship them.
[03:36:00.566 --> 03:36:02.607]  And it's not working anymore and they don't know what to do!
[03:36:06.203 --> 03:36:10.285]  So they all just chip away that they could be somebody if Trump was removed from office.
[03:36:10.285 --> 03:36:12.145]  Let me tell you something.
[03:36:12.145 --> 03:36:18.848]  Worst thing that ever happened to you libtards is if they were able to remove Trump.
[03:36:18.848 --> 03:36:21.389]  That is going to cook your goose seven ways to Sunday.
[03:36:21.389 --> 03:36:26.671]  It's not going to happen.
[03:36:26.671 --> 03:36:28.532]  Not on the current trajectory.
[03:36:28.532 --> 03:36:31.213]  And you better thank your dirty little stars.
[03:36:33.427 --> 03:36:41.574]  Because anybody kills Trump, or they remove him in some half-assed event, it's going to trigger things that in the end are going to devastate you.
[03:36:41.574 --> 03:36:54.306]  And by the way, if Trump's evil, and he's got a good measure of it, as we all do, but he's got a little gleam going on, a little bit of shine on him, you know what I mean?
[03:36:54.306 --> 03:36:56.648]  A little bit of shine on that old skunky-kwonky.
[03:36:58.388 --> 03:37:05.434]  Is that he's manipulating you guys into something and he's going to take full power like Emperor Palpatine dumbasses.
[03:37:05.434 --> 03:37:17.783]  So I don't, you know, I always got my eyeball pointed at different things and I don't trust Trump as far as I can throw him.
[03:37:17.783 --> 03:37:24.289]  Because I don't trust myself.
[03:37:24.289 --> 03:37:24.649]  Seriously.
[03:37:25.794 --> 03:37:30.117]  I don't know what I'll be like when I'm 73 years old, but you know, I'm getting meaner.
[03:37:30.117 --> 03:37:30.938]  I'm getting crazier.
[03:37:30.938 --> 03:37:35.001]  I have to really keep myself under control all the time.
[03:37:35.001 --> 03:37:37.663]  I have people messing with me like Trump does.
[03:37:37.663 --> 03:37:42.707]  I got all that power.
[03:37:42.707 --> 03:37:49.192]  So maybe he's right holding back and letting all you rats sit there and climb all over him and crap all over us.
[03:37:49.192 --> 03:37:50.994]  Because you are destroying yourselves in the process.
[03:37:54.295 --> 03:38:04.244]  Maybe Trump is the smartest guy in the room, huh?
[03:38:04.244 --> 03:38:05.526]  He's a piece of work, that's for sure.
[03:38:05.526 --> 03:38:07.728]  Let's go to your phone calls.
[03:38:07.728 --> 03:38:09.489]  All right, Trish in Virginia, you're on the air.
[03:38:09.489 --> 03:38:11.331]  Welcome.
[03:38:11.331 --> 03:38:12.692]  Thank you, Alex.
[03:38:12.692 --> 03:38:14.774]  I've been a listener for many years.
[03:38:14.774 --> 03:38:16.416]  I want to say thank you for your product.
[03:38:16.889 --> 03:38:21.292]  I've been slowly putting my family on them for the last several months.
[03:38:21.292 --> 03:38:26.796]  I can say my son-in-law, who's 6'3", well over 300 pounds, massive bear of a man.
[03:38:26.796 --> 03:38:28.137]  He's a big welder.
[03:38:28.137 --> 03:38:29.858]  He's so happy with your products.
[03:38:29.858 --> 03:38:31.740]  He cannot live without them.
[03:38:31.740 --> 03:38:34.402]  He's lost so much weight.
[03:38:34.402 --> 03:38:36.003]  He's thrilled.
[03:38:36.003 --> 03:38:37.924]  Well, that's awesome.
[03:38:37.924 --> 03:38:39.545]  What products is he on?
[03:38:39.545 --> 03:38:41.307]  He's on your 8-pack Power Stack.
[03:38:41.307 --> 03:38:45.430]  He's on that powder, that power drink that you have.
[03:38:46.161 --> 03:38:46.701]  Turboforce.
[03:39:07.304 --> 03:39:08.467]  Cutting down wood.
[03:39:08.467 --> 03:39:09.810]  Loves this stuff.
[03:39:09.810 --> 03:39:13.118]  My husband's got some serious health problems.
[03:39:13.118 --> 03:39:14.140]  Started him on it.
[03:39:14.140 --> 03:39:16.526]  The turmeric is better than the ibuprofen.
[03:39:16.526 --> 03:39:17.428]  This stuff is amazing.
[03:39:18.433 --> 03:39:19.234]  Amazing stuff.
[03:39:19.234 --> 03:39:20.414]  Well, that's what turmeric does.
[03:39:20.414 --> 03:39:23.736]  You know, when I've got an ache or a pain, it's a food.
