[00:00:00.009 --> 00:00:01.311]  The Alex Jones Show.
[03:34:52.625 --> 03:34:56.428]  Now, David, did you know the Battle of Lexington and Concord was fought over gun confiscation?
[03:34:56.788 --> 03:34:57.529]  Yes, I did.
[03:34:57.609 --> 03:34:58.690]  I knew that, but you know what?
[03:34:58.730 --> 03:34:59.971]  Some people might not know that.
[03:35:00.031 --> 03:35:04.254]  The Revolutionary War was kicked off because of gun confiscation.
[03:35:04.334 --> 03:35:04.635]  That's right.
[03:35:04.735 --> 03:35:08.218]  And we're at that point again, and people really need to get mad and get active.
[03:35:08.498 --> 03:35:09.418]  This is one way to do it.
[03:35:10.659 --> 03:35:13.181]  Another way is to get some of the nutraceuticals we have.
[03:35:13.482 --> 03:35:16.384]  Now, I carry these two with me everywhere I go.
[03:35:16.404 --> 03:35:17.345]  I go on a trip.
[03:35:18.575 --> 03:35:19.216]  They're in my bag.
[03:35:19.776 --> 03:35:19.996]  Why?
[03:35:20.677 --> 03:35:23.220]  Because they're under three ounces and the TSA won't confiscate them.
[03:35:24.541 --> 03:35:25.762]  And two, because they work.
[03:35:26.744 --> 03:35:29.786]  Didn't we plan that TSA-friendly packaging?
[03:35:30.086 --> 03:35:30.926]  Yeah, we should.
[03:35:30.946 --> 03:35:32.387]  These are all TSA-friendly.
[03:35:33.047 --> 03:35:38.870]  And right now you can get 15% off with promo code GIFT15 of everything in the InfoWars store.
[03:35:38.970 --> 03:35:39.971]  InfoWarsStore.com.
[03:35:40.371 --> 03:35:40.731]  Go there.
[03:35:40.831 --> 03:35:42.932]  GIFT15 is the promo code.
[03:35:43.292 --> 03:35:44.973]  Let me tell you how I use Silver Bullet.
[03:35:45.654 --> 03:35:47.835]  Because this is, to me, it's an amazing product.
[03:35:48.255 --> 03:35:50.476]  People really need to educate themselves on silver.
[03:35:50.576 --> 03:35:51.817]  I don't drink it every day.
[03:35:52.217 --> 03:35:53.398]  I'm not going to turn blue.
[03:35:54.238 --> 03:35:55.401]  But I've used this.
[03:35:55.502 --> 03:35:56.725]  You wouldn't if you did it every day.
[03:35:56.765 --> 03:35:58.771]  I use this stuff all the time.
[03:35:59.884 --> 03:36:05.668]  And definitely when I feel a cold coming on, I have a little nasal shooter, shoots it up my nose, breathe it in.
[03:36:05.688 --> 03:36:09.310]  I also have a nebulizer, and I'll put it in there and breathe it in.
[03:36:10.191 --> 03:36:15.014]  And then also just put it on topically, take a couple droppers full, swish it around my mouth.
[03:36:15.615 --> 03:36:18.717]  This really helped me on the trip I just got back from.
[03:36:18.737 --> 03:36:20.258]  We were doing the interview with Minister Farrakhan.
[03:36:20.318 --> 03:36:25.121]  I was doing this every day, and it kept me, I was able to function, no problems, I didn't have any problems.
[03:36:25.641 --> 03:36:29.284]  And then the iodine, anytime I feel anything coming on, take a little bit of iodine.
[03:36:29.895 --> 03:36:31.216]  I also take that at least twice a week.
[03:36:31.896 --> 03:36:37.300]  But these are two products that I use religiously, and I can't say enough about them, especially the Silver Bullet.
[03:36:37.340 --> 03:36:39.942]  So pick yours up at InfoWarsStore.com.
[03:36:40.602 --> 03:36:44.785]  And another way you can support us is by becoming a member of PrisonPlanet.TV.
[03:36:45.185 --> 03:36:50.029]  You know, David, it was September 1, 2011 when we kicked off the InfoWars Nightly News.
[03:36:50.649 --> 03:36:54.451]  And we've done a show every day, including holidays, since that time.
[03:36:54.732 --> 03:36:59.135]  I think there might have been one day where we did a repeat, because we had some technical difficulties back in, like,
[03:36:59.735 --> 03:36:59.975]  2012-2013.
[03:37:00.215 --> 03:37:03.478]  And I say that right now.
[03:37:03.778 --> 03:37:07.300]  Right now we're actually redesigning the original Nightly News studio.
[03:37:07.701 --> 03:37:09.862]  And I just went today and looked at how it's coming along.
[03:37:10.002 --> 03:37:11.443]  It's going to look amazing.
[03:37:12.044 --> 03:37:16.427]  And it's really going to complement our other big studio, Studio C, the War Room.
[03:37:17.307 --> 03:37:19.729]  And we're going to have to come up with a new name for that studio.
[03:37:19.749 --> 03:37:22.050]  So I think we're going to be doing the fourth hour out of there coming up.
[03:37:22.070 --> 03:37:23.972]  We'll probably still be doing the fourth hour out of here sometimes.
[03:37:24.212 --> 03:37:26.113]  And we'll be doing the Nightly News out of there too.
[03:37:26.133 --> 03:37:27.174]  So it's really exciting.
[03:37:27.234 --> 03:37:28.095]  It's a brand new year.
[03:37:28.995 --> 03:37:29.596]  Get involved.
[03:37:29.896 --> 03:37:31.817]  Get your PrisonPlanet.tv membership.
[03:37:32.097 --> 03:37:33.679]  Right now it's just 10 cents a day.
[03:37:33.779 --> 03:37:34.539]  Six months free.
[03:37:35.640 --> 03:37:39.823]  And you can share your username and password with up to 20 people.
[03:37:40.703 --> 03:37:43.005]  So, and with that, let's take a call first.
[03:37:43.045 --> 03:37:48.389]  I want to go to Brandon actually because he wants to talk about the ATF harassing gun show goers.
[03:37:48.629 --> 03:37:50.971]  Brandon calling from FEMA Region 3.
[03:37:51.551 --> 03:37:53.553]  What's going on at the gun shows in your area?
[03:37:55.634 --> 03:37:58.316]  Last week I was in a gun show in Richmond.
[03:37:59.404 --> 03:38:12.118]  And I noticed there were two guys in suits harassing people, and one of my buddies, who's a local cop, he was saying, be careful, watch what you say to them, they're federal agents, they're over here harassing people.
[03:38:12.138 --> 03:38:16.422]  And he was told to leave them alone, even though they were harassing people.
[03:38:17.123 --> 03:38:19.145]  And they were just asking people, what are you doing here?
[03:38:19.165 --> 03:38:20.326]  What are you buying guns for?
[03:38:21.536 --> 03:38:27.280]  This is like something out of the Twilight Zone, I mean... What are you at the grocery store buying eggs, huh?
[03:38:27.440 --> 03:38:28.061]  What are you doing?
[03:38:28.441 --> 03:38:29.382]  Yeah, keep going, Brandon.
[03:38:30.343 --> 03:38:34.166]  I shot a video on my phone of me.
[03:38:34.466 --> 03:38:38.109]  I went over to talk to them, and then they tried to get confrontational.
[03:38:38.129 --> 03:38:41.411]  And after they left, people were asking, why are you blowing up at them?
[03:38:41.471 --> 03:38:42.292]  I'm like, what do you mean?
[03:38:42.312 --> 03:38:43.953]  This is a total normal response.
[03:38:44.033 --> 03:38:46.935]  I mean, I see total criminal takeover everywhere I look.
[03:38:47.696 --> 03:38:49.037]  Brandon, did you put this on YouTube?
[03:38:50.271 --> 03:38:51.392]  I know, it's on my phone.
[03:38:51.432 --> 03:38:57.098]  I was actually going to ask where I could send it to send it to you guys, because I think a special report needs to be done on this.
[03:38:57.419 --> 03:39:03.525]  I totally agree, because you are going to be an example of what people need to do, because people do need to get mad about this stuff.
[03:39:03.545 --> 03:39:05.788]  When you've got federal agents asking you, why are you buying guns?
[03:39:06.088 --> 03:39:07.189]  Why do you have guns, punk?
[03:39:08.030 --> 03:39:09.130]  You know, I bet they're carrying.
[03:39:09.631 --> 03:39:10.611]  Oh, why are you carrying?
[03:39:10.851 --> 03:39:11.751]  Let me check your gun.
[03:39:11.871 --> 03:39:12.472]  Is it legal?
[03:39:13.212 --> 03:39:18.294]  You know, they want to be able to frisk you and touch you, but, oh, don't touch the all-powerful federal agent.
[03:39:18.874 --> 03:39:20.134]  Send me that video.
[03:39:20.154 --> 03:39:20.894]  Put it up on YouTube.
[03:39:20.934 --> 03:39:21.435]  Send me the link.
[03:39:21.895 --> 03:39:25.096]  robd, r-o-b-d, at infowars.com.
[03:39:25.116 --> 03:39:25.856]  That's my email.
[03:39:26.096 --> 03:39:27.377]  Put, hey, Rob, in the subject line.
[03:39:27.417 --> 03:39:28.617]  Anybody else want to send me something?
[03:39:28.977 --> 03:39:30.598]  I check my email every day.
[03:39:31.704 --> 03:39:35.848]  And you can also send it to ShowTipsAtInfoWars.com, WritersAtInfoWars.com.
[03:39:36.249 --> 03:39:43.056]  Just hammer us all, we'll get it, we'll put it up, because you are an example, Brandon, of what we need to do when we're faced with this tyranny.
[03:39:43.076 --> 03:39:43.696]  Don't you agree, David?
[03:39:43.716 --> 03:39:44.437]  Oh yeah, absolutely.
[03:39:44.637 --> 03:39:46.860]  Yeah, this is totally crazy.
[03:39:46.900 --> 03:39:51.765]  Let's go to our first caller, Angie in Alaska wants to talk about impeaching Obama.
[03:39:53.551 --> 03:39:55.653]  Yes, hi.
[03:39:55.753 --> 03:40:13.326]  I would like to implore every listener that is listening right now to please contact your representatives, contact your senators, and tell them to support the RNC and let them know that he's just overreached every power he possibly could have.
[03:40:14.747 --> 03:40:16.409]  Yeah, I totally, and then some.
[03:40:17.295 --> 03:40:18.736]  Yeah, and then some.
[03:40:18.776 --> 03:40:21.098]  I mean, just the immigration situation.
[03:40:21.939 --> 03:40:35.790]  Years ago, I lived over in Europe when they started, and most people don't know this, when it really started with the Turks coming in, they would go down the streets, my kids know Arabic, and they would go down the streets and they would harass the Germans all the time.
[03:40:35.830 --> 03:40:37.311]  They would spray paint things, they would take
[03:40:37.871 --> 03:40:40.853]  They're already talking about using bases here to house immigrants.
[03:40:40.873 --> 03:40:44.034]  We just had the Czech President, right around Christmas time, talking about
[03:41:00.322 --> 03:41:07.064]  Why is it that we've got all of these young men, almost exclusively, as migrants who are saying they're refugees.
[03:41:07.104 --> 03:41:11.546]  He goes, these are people who are able and capable to fight ISIS there.
[03:41:11.586 --> 03:41:12.766]  They should be staying in that country.
[03:41:12.786 --> 03:41:13.686]  They need to fix their country.
[03:41:13.766 --> 03:41:14.287]  Exactly.
[03:41:14.547 --> 03:41:18.708]  He says, if you've got refugees, okay, I can understand if it was children, people who are sick coming in.
[03:41:18.748 --> 03:41:23.250]  But these are able-bodied men who should be fighting ISIS if that was really the case.
[03:41:23.290 --> 03:41:27.431]  But of course, what the reality is, is that they are an army to fight.
[03:41:27.711 --> 03:41:29.353]  But they're bringing them here to fight us.
[03:41:30.134 --> 03:41:31.355]  It's an invasion by stealth.
[03:41:31.595 --> 03:41:32.777]  A total invasion by stealth.
[03:41:33.197 --> 03:41:35.039]  They should be back fixing their own country.
[03:41:35.480 --> 03:41:44.189]  And our criminal government should stop doing things like funding ISIS and running drone attacks on regular people, wedding parties, farmers.
[03:41:44.950 --> 03:41:46.552]  We need to stop doing that too.
[03:41:46.752 --> 03:41:47.493]  No tears for that.
[03:41:47.673 --> 03:41:48.374]  Right, exactly.
[03:41:49.815 --> 03:41:51.617]  You know, those people need to go back and fix their own country.
[03:41:51.797 --> 03:41:52.277]  But look at this.
[03:41:52.618 --> 03:41:59.624]  They had 570,000 people sign a petition to legally force the UK government to block Donald Trump from entering the country.
[03:42:00.044 --> 03:42:05.829]  What if we had 570,000 people just, you know, go and sign a petition to impeach Obama?
[03:42:05.969 --> 03:42:09.833]  Let's put that up on their little whitehouse.gov list.
[03:42:10.293 --> 03:42:11.014]  Maybe they'll answer that.
[03:42:11.274 --> 03:42:12.535]  They say they'll answer it after 100,000 people sign it.
[03:42:13.556 --> 03:42:22.022]  Isn't it interesting that those 570,000 people probably are not concerned about the way the ocean of Muslim migrants coming in.
[03:42:22.063 --> 03:42:23.203]  I mean, they probably support that.
[03:42:23.223 --> 03:42:24.825]  That's why they don't like Donald Trump.
[03:42:24.845 --> 03:42:25.585]  That's amazing to me.
[03:42:25.865 --> 03:42:32.891]  They think he's a danger to them, but not millions of people who are coming here as a third column in their...
[03:42:33.411 --> 03:42:37.274]  In the article he mentions that there's no-go areas in the UK, which we've confirmed.
[03:42:38.295 --> 03:42:43.199]  We could barely get Paul Watson and Joe Biggs to go into some of these areas because they were afraid of getting attacked.
[03:42:43.539 --> 03:42:44.260]  This was in London.
[03:42:44.520 --> 03:42:46.702]  Guys, put that Examiner article back up.
[03:42:48.100 --> 03:42:48.480]  There it is.
[03:42:48.621 --> 03:42:51.824]  Obama eyes six military bases to house surge of illegal immigrants.
[03:42:52.224 --> 03:42:53.505]  Where's the surge coming from?
[03:42:53.525 --> 03:42:54.887]  From the open border.
[03:42:55.427 --> 03:42:56.669]  From the military.
[03:42:56.849 --> 03:42:59.371]  And if they can't get here through the open border, he'll fly them in.
[03:42:59.632 --> 03:43:00.332]  Oh yeah, exactly.
[03:43:00.813 --> 03:43:03.936]  And the Border Patrol's being hamstrung so they can't really do their job.
[03:43:04.396 --> 03:43:06.759]  I remember when we were in El Paso.
[03:43:07.579 --> 03:43:09.060]  They just open up the gate and drive off.
[03:43:09.140 --> 03:43:10.921]  All you had to do was walk across the river.
