[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[03:49:39.844 --> 03:49:49.753]  You know, I have been having some issues with, you know, some of the things that he says and some of the things that he does, but I still do believe that he's the best candidate out of all the candidates out there.
[03:49:49.773 --> 03:49:58.381]  So unfortunately, we've just been placed in a situation where we've got to pick from, you know, the best, worst things, even with regard to our
[03:49:59.048 --> 03:50:10.241]  country, you know, whether it's at a local level, a state level, a federal level, everything's so entangled, all the corruption, you're just forced to pick the best out of the worst situations.
[03:50:10.361 --> 03:50:12.784]  Yeah, you're trying to pick the lesser of two evils.
[03:50:12.804 --> 03:50:13.845]  Thank you so much, Joe.
[03:50:13.985 --> 03:50:14.385]  I agree with you.
[03:50:14.425 --> 03:50:20.371]  And then if you think about it, the CBS News just released an article entitled, Americans hate the U.S.
[03:50:20.411 --> 03:50:21.852]  government more than ever.
[03:50:22.292 --> 03:50:22.873]  And it's true.
[03:50:22.893 --> 03:50:23.894]  I mean, you see the polls.
[03:50:24.014 --> 03:50:27.017]  It's just historical lows on trust.
[03:50:27.597 --> 03:50:28.678]  We don't think they're competent.
[03:50:28.978 --> 03:50:32.462]  And yet, all of a sudden, we're getting these calls for a constitutional convention.
[03:50:32.522 --> 03:50:33.262]  Let's amend.
[03:50:33.643 --> 03:50:35.024]  We don't want you touching anything.
[03:50:35.104 --> 03:50:35.845]  Nobody trusts you.
[03:50:37.176 --> 03:50:40.299]  Alright, real quick, I'm going to try to jam in Jerry in Florida.
[03:50:40.319 --> 03:50:42.261]  You actually want to talk about a constitutional convention.
[03:50:42.822 --> 03:50:43.522]  Very quickly, sir.
[03:50:43.943 --> 03:50:44.183]  Yes.
[03:50:45.424 --> 03:50:50.529]  Yeah, listen, that thought actually scares me to death, but a virtual one, I guess, isn't so bad.
[03:50:50.569 --> 03:50:55.254]  The problem is that I think that one of the people that's selling it is pretty misinformed.
[03:50:55.294 --> 03:50:57.036]  Yesterday, when he was talking to Alex,
[03:50:57.944 --> 03:51:02.029]  You said that one of his compatriots, Mark Levine... Hold on, hold on to that thought.
[03:51:02.049 --> 03:51:03.250]  We'll come back to you after this break.
[03:51:03.270 --> 03:51:04.091]  We'll let you finish up.
[03:51:04.131 --> 03:51:04.632]  Stay tuned.
[03:51:04.652 --> 03:51:07.295]  This is Jakari Jackson in the InfoWars Command Center.
[03:51:07.315 --> 03:51:08.697]  We'll be back right after this break.
[03:51:09.718 --> 03:51:17.707]  My name is Don Whiskin, and at 42 years old, I suffered a massive heart attack and was told I'd be on disability for the rest of my life.
[03:51:18.408 --> 03:51:19.109]  What did I do?
[03:51:19.129 --> 03:51:27.196]  I created Extendivite, a garlic and cayenne mix of seven herbs which rebuilt my heart and gave me back my life.
[03:51:27.817 --> 03:51:36.304]  For over 17 years now, I have made this formula available to you so you don't have to suffer the same thing I did.
[03:51:36.805 --> 03:51:41.209]  Clean your blocked arteries and strengthen your heart and boost your natural immune system.
[03:51:41.949 --> 03:51:45.310]  I'm 60 years old now, and I still work every day.
[03:51:45.610 --> 03:51:47.291]  To get your XtendoVite, call 1-877-928-8822.
[03:51:47.311 --> 03:51:47.731]  That's 1-877-928-8822.
[03:51:47.751 --> 03:51:48.472]  Or visit heartdrop.com.
[03:51:48.512 --> 03:51:51.533]  XtendoVite is only $69.95 for a 2-month supply of either capsules or liquid.
[03:52:08.931 --> 03:52:13.973]  As your body ages, there is a 10% decline in your ability to repair each passing decade after the age 28.
[03:52:14.393 --> 03:52:20.356]  By age 40, your ability to repair from demanding manual labor, exercise, or a stressful desk job has declined by 12%.
[03:52:21.096 --> 03:52:25.878]  By using One World Whey, you supercharge your body's ability to repair and eliminate inflammation.
[03:52:26.099 --> 03:52:33.842]  Our unique, frequency-encoded whey protein, coupled with our high-quality whey, improves your cell's ability to make protein, which is to say, repair itself.
[03:52:33.922 --> 03:52:36.144]  My name is Jonathan Wright, and I'm 40 years old.
[03:52:36.244 --> 03:52:39.006]  I recently went from a desk job to a manual labor job.
[03:52:39.086 --> 03:52:40.067]  Normally, I'm worn out.
[03:52:40.207 --> 03:52:45.811]  With Energy Enhanced One World Way, I now recover so quickly that I can perform very hard work all day long.
[03:52:46.012 --> 03:52:51.096]  I use Energy Enhanced One World Way for breakfast and lunch, and I experience less hunger throughout the day.
[03:52:51.376 --> 03:52:54.198]  I have a 30% increase in energy, and I just feel better.
[03:52:54.498 --> 03:52:57.801]  I plan to make Energy Enhanced One World Way a permanent part of my lifestyle.
[03:52:57.901 --> 03:52:59.283]  Call 888-988-3325 or visit OneWorldWay.com.
[03:52:59.364 --> 03:53:00.325]  That's OneWorld, W-H-E-Y.com.
[03:53:08.487 --> 03:53:13.150]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy.
[03:53:13.330 --> 03:53:14.211]  Are you ready?
[03:53:14.431 --> 03:53:17.072]  At best, your local stores have a three-day supply of food.
[03:53:17.192 --> 03:53:19.394]  Will your family have to fight over what's left?
[03:53:19.554 --> 03:53:23.036]  Are you willing to gamble your family's safety that it'll never happen to you?
[03:53:23.336 --> 03:53:28.119]  Be wise and be ready with 25-Year Shelf Life Wise Food Storage.
[03:53:28.419 --> 03:53:33.362]  Wise Food Storage provides affordable, ready-made gourmet meals with a super long 25-year shelf life.
[03:53:34.443 --> 03:53:38.327]  Meals like pasta alfredo, cheesy lasagna, breakfast, dessert, drinks and snacks.
[03:53:38.487 --> 03:53:43.713]  Just add water and your family is eating delicious food instead of fighting for scraps in a food riot.
[03:53:43.873 --> 03:53:44.554]  Try it free.
[03:53:44.754 --> 03:53:49.599]  Order a no-obligation, free, simple meal delivered right to your front door and for a limited time.
[03:53:49.599 --> 03:53:52.703]  At that time, get a 10% discount and free shipping on all orders.
[03:53:52.983 --> 03:53:55.527]  Once done, you're set for 25 years.
[03:53:55.747 --> 03:53:58.811]  Be wise and be ready with Wyze Food Storage.
[03:53:58.971 --> 03:54:00.253]  Call for your free sample now.
[03:54:00.273 --> 03:54:00.313]  800-803-5505.
[03:54:00.333 --> 03:54:00.413]  800-803-5505.
[03:54:00.433 --> 03:54:00.473]  800-803-5505.
[03:54:13.252 --> 03:54:16.156]  And welcome back to our final segment of the Alex Jones Show today.
[03:54:16.276 --> 03:54:21.762]  Before we finish up with our callers, we want to remind you about a special at InfoWarsShop.com.
[03:54:22.203 --> 03:54:27.990]  For a limited time, you can get our flagship nutraceutical DNA Force for 25% off while supplies last.
[03:54:28.450 --> 03:54:32.232]  We did extensive research to design this formulation for maximum impact.
[03:54:32.672 --> 03:54:36.574]  It includes patented ingredients and lab quality ingredients as well.
[03:54:37.214 --> 03:54:46.319]  DNA Force is loaded with the patented BioPQQ compound, which is backed by 175 clinical studies by major respected researchers.
[03:54:46.819 --> 03:54:52.162]  It is known as one of the most powerful antioxidants that protects your cells from free radicals.
[03:54:53.022 --> 03:54:57.906]  CoQ10 is essential for basic cell function and is a primary building block of life.
[03:54:57.946 --> 03:55:02.610]  So you can get all those great things when you get DNA Force available in the InfoWars shop.
[03:55:03.110 --> 03:55:06.273]  Now with the time we have, we're going to finish up with our caller Jerry.
[03:55:06.693 --> 03:55:10.716]  You're speaking about a virtual constitutional convention.
[03:55:10.776 --> 03:55:12.538]  Go ahead and finish your thoughts on that.
[03:55:13.905 --> 03:55:15.806]  Yeah, I'll try to be real quick about this.
[03:55:15.906 --> 03:55:20.189]  I'm just real concerned with all the stuff of provocateurs and everything.
[03:55:20.229 --> 03:55:27.673]  And the guy that was on yesterday had mentioned, called a guy named Mark Levine, one of Alex Jones's compatriots.
[03:55:28.333 --> 03:55:32.416]  This is a guy that said he wanted Netanyahu to be our president in 2013.
[03:55:32.456 --> 03:55:35.037]  He's called Lew Rockwell anti-Semitic.
[03:55:35.137 --> 03:55:37.419]  He's called Ron Paul a racist.
[03:55:37.439 --> 03:55:39.640]  He called Tom Woods a neo-Confederate.
[03:55:40.380 --> 03:55:49.887]  I'm just thinking that, you know, I just worry about a guy that says, you know, we should have this great, you know, virtual constitutional convention and this is the guy, one of the head guys we should invite.
[03:55:50.618 --> 03:55:59.643]  Yeah, I do agree with, when you talk about the Constitutional Convention, like I've heard David Knight say, it's not an issue with the Constitution, it's an issue getting people to follow the Constitution.
[03:55:59.663 --> 03:56:05.786]  You can add anything else you want to it, but if they won't follow the Bill of Rights, you know, you can add whatever, it doesn't mean it's going to be followed.
[03:56:05.986 --> 03:56:07.787]  I agree with that statement there, Jerry.
[03:56:08.628 --> 03:56:14.251]  Alright, let's move on now to, it's been holding the longest, Stephen in Florida, you want to talk about Trump.
[03:56:14.391 --> 03:56:14.691]  Go ahead.
[03:56:16.184 --> 03:56:18.886]  Yeah, good afternoon Leanne and Jakari.
[03:56:19.227 --> 03:56:20.287]  Here's what I want to say.
[03:56:20.327 --> 03:56:22.970]  I brought this up to Alex months ago.
[03:56:24.010 --> 03:56:27.033]  You know, there's a few issues.
[03:56:27.053 --> 03:56:36.721]  A couple of them have been mentioned on InfoWars, but one's not really being talked about by Alex or anybody else as far as Trump's concerned.
[03:56:36.741 --> 03:56:44.507]  Now, the issues about, I remember early on Alex was saying he had a problem with Trump because of his connection with casinos.
[03:56:45.362 --> 03:56:55.608]  And I have a major problem with that, too, because it's well known that usually those are run by organized crime and they cause poverty and a lot of other problems, and it's just not a good thing.
[03:56:56.529 --> 03:57:06.274]  Also, the issue of eminent domain, how Trump has used that to legally steal people's property, and that's a fact, and I wish he would have confronted him about that when he had him on his show.
[03:57:06.674 --> 03:57:14.419]  But the main thing I want to say, as a Christian, that I have a problem with Trump about is the fact that this man is an adulterer.
[03:57:15.214 --> 03:57:27.425]  And therefore, if his wife cannot trust him, how can I, as a voter and an American citizen, and like a pastor I heard say a long time ago, it's not the economy, stupid.
[03:57:27.785 --> 03:57:28.886]  It's about character.
[03:57:29.326 --> 03:57:31.408]  And that is what Donald Trump is lacking.
[03:57:31.448 --> 03:57:35.812]  I think he's a showman, even though he's got a lot of good things to say, but still
[03:57:36.545 --> 03:57:56.304]  I think he's really capitalizing on this whole thing, even though he has some definite interest about America, for his own personal interest, because the man is an egotist, and the fact that he has no shame whatsoever in what he's done with his family situation, to me, speaks volumes more than anything else he has to say that's good.
[03:57:56.624 --> 03:57:57.546]  Thank you so much, Stephen.
[03:57:57.566 --> 03:57:59.428]  Yeah, like I said, I'm not on Team Trump.
[03:57:59.789 --> 03:58:01.291]  I have my issues with them as well.
[03:58:01.331 --> 03:58:04.236]  I'm sure anybody could list a few things they don't like about them.
[03:58:04.857 --> 03:58:06.960]  Real quick, we're going to go to our last caller.
[03:58:07.020 --> 03:58:08.562]  Let's go to John in Florida.
[03:58:08.582 --> 03:58:11.006]  You got 40 seconds or so.
[03:58:11.066 --> 03:58:11.347]  Go ahead.
[03:58:12.851 --> 03:58:21.993]  Hi, I listened to you guys show for a while, and if we're starting the Oregon standoff, do you guys think they should stand down and just follow the cops' orders?
[03:58:22.133 --> 03:58:27.795]  Because that's what everyone said that... Well, I mean, I wouldn't have showed up there in the first place, personally.
[03:58:27.815 --> 03:58:31.396]  You know, you're showing up to a situation where you're not being asked to assist.
[03:58:31.836 --> 03:58:40.758]  Once again, you know, I'm a supporter of, you know, the right to gather, the right to bear arms and all that stuff, but it wasn't the time or place because they just really weren't invited there in the first place.
[03:58:40.778 --> 03:58:41.338]  Thank you so much.
