[00:00:17.682 --> 00:00:18.102]  We did it!
[03:27:25.325 --> 03:27:27.205]  That's what you get from the Hillary Clinton people.
[03:27:27.726 --> 03:27:34.789]  They just openly want to be treasonous against this country, and then actually put in a treasonous president, but that's a whole other issue that they couldn't understand.
[03:27:36.270 --> 03:27:38.851]  And again, I just ask myself, why don't our petitions get millions?
[03:27:38.911 --> 03:27:42.413]  Why can't the petitions against Obama's war crimes and lies get millions?
[03:27:42.673 --> 03:27:44.874]  They're there almost every day, I see these things.
[03:27:44.894 --> 03:27:48.455]  They get almost hundreds of thousands of signatures, but not 2.4 million.
[03:27:48.495 --> 03:27:51.137]  So that's really strange, especially when we've
[03:27:52.108 --> 03:27:55.451]  We've been talking about this, Alex has talked about this, Paul Joseph Watson talked about this.
[03:27:56.051 --> 03:28:00.074]  It was social media, it was the internet that launched Trump to the platform he's at.
[03:28:00.535 --> 03:28:08.041]  So I'm not sure what the dynamic is there, why this petition gets so many signatures but then conservative petitions against the liberal establishment don't.
[03:28:09.102 --> 03:28:12.805]  But look at this, this is from Elijah Berg who launched the petition.
[03:28:12.845 --> 03:28:15.186]  This guy, I'd like to have a word with him.
[03:28:16.027 --> 03:28:18.849]  Mr. Trump is unfit to serve, but Clinton is.
[03:28:19.790 --> 03:28:21.771]  His scapegoating of so many Americans.
[03:28:21.971 --> 03:28:23.831]  It's Clinton that said we were deplorable.
[03:28:25.052 --> 03:28:30.613]  And she also, excuse me, he also says that Trump is a danger to the Republic.
[03:28:30.673 --> 03:28:31.834]  No, that's Clinton.
[03:28:32.514 --> 03:28:35.515]  So again, these people live in a complete reverse reality.
[03:28:36.721 --> 03:28:37.461]  But it goes on.
[03:28:37.942 --> 03:28:42.985]  Now, I mentioned that we're not hearing anything much out of this from the Clinton camp, but she has talked about this before.
[03:28:43.605 --> 03:28:53.831]  Hillary Clinton, when she was first lady, called for the college to be disbanded, the electoral college, to be disbanded so that no one would ever have to doubt again whether his or her vote counted.
[03:28:54.251 --> 03:28:58.313]  Oh, right, because Hillary Clinton is the candidate for voter integrity.
[03:28:58.413 --> 03:28:59.393]  I'm sorry, I forgot.
[03:28:59.853 --> 03:29:02.734]  It wasn't that there were dead voters voting in this election.
[03:29:02.854 --> 03:29:03.795]  Oh, wait, it was.
[03:29:04.215 --> 03:29:06.736]  It wasn't that there were illegal immigrants voting in this election.
[03:29:06.856 --> 03:29:07.916]  Oh, wait, it was.
[03:29:08.256 --> 03:29:14.479]  And it was the Obama administration that greased the skids for this to happen, even promoted it, folks.
[03:29:15.039 --> 03:29:16.239]  I mean, let's be perfectly honest.
[03:29:16.279 --> 03:29:17.960]  The man was promoting illegals to vote.
[03:29:19.261 --> 03:29:25.026]  And of course, the administration was looking to fast-track amnesty to get these people to vote.
[03:29:25.587 --> 03:29:34.995]  And I'll tell you this, these people can sit here and cry over the fact that Hillary Clinton, I guess, allegedly won the popular vote, but I'm not buying it.
[03:29:35.736 --> 03:29:38.419]  I think that they rigged it, and that's why she won the popular vote.
[03:29:38.759 --> 03:29:41.662]  But I'll tell you what, people are asking me,
[03:29:42.833 --> 03:29:44.334]  What should we do about the Electoral College?
[03:29:44.354 --> 03:29:44.675]  Do you like it?
[03:29:44.695 --> 03:29:45.255]  Do you not like it?
[03:29:45.355 --> 03:29:49.219]  At first I wasn't sure, but then after this election, I like the Electoral College.
[03:29:49.619 --> 03:29:50.380]  Because, you know what?
[03:29:50.801 --> 03:29:55.345]  I don't want all the dumbasses in California deciding who my president is gonna be every four years.
[03:29:55.705 --> 03:29:56.806]  Hell no!
[03:29:57.127 --> 03:29:59.249]  We've got more from Alex Jones coming back on the other side.
[03:29:59.269 --> 03:30:00.189]  We're gonna drain that swamp.
[03:30:00.470 --> 03:30:02.091]  The Empire's on the run.
[03:30:03.012 --> 03:30:05.675]  Alex Jones and the GCN Radio Network.
[03:30:10.629 --> 03:30:15.535]  Three days after the election of Donald Trump and the reality of a Trump presidency is starting to hit home.
[03:30:15.775 --> 03:30:20.941]  For some people this is such a devastating notion that they need to call an ambulance or even want to die.
[03:30:21.181 --> 03:30:24.785]  Well we Trump voters care about our fellow Americans and we're pained by this.
[03:30:25.085 --> 03:30:25.586]  So let's help
[03:30:26.246 --> 03:30:29.369]  Let's try to help them recover from their devastation.
[03:30:29.589 --> 03:30:34.652]  If you see a Trump protester or a group of them, give them a diaper, hand them a binky, cover them in a blankie.
[03:30:34.812 --> 03:30:36.934]  After all, this is what you do for crying babies.
[03:30:37.254 --> 03:30:40.656]  Many of these people look like they need a hug, so give them a box of huggies.
[03:30:41.016 --> 03:30:48.422]  We Trump voters can't stand to see our fellow Americans so depleted, so we will make sure to get as many of them a warm bottle of milk as possible.
[03:30:48.602 --> 03:30:54.806]  To make America great again, we must make sure that these babies are taken care of with plenty of diapers, binkies, and rattles.
[03:30:55.106 --> 03:30:56.389]  Don't worry, Trump protesters.
[03:30:56.669 --> 03:31:00.156]  Remember, we're stronger together, even if you do have to wear a diaper.
[03:31:00.296 --> 03:31:02.820]  This is Owen Schroer from InfoWars.com.
[03:31:03.562 --> 03:31:05.025]  This message is paid for by the Russians.
[03:31:09.784 --> 03:31:20.348]  If you ever wanted to live off the grid and produce your own clean energy in a silent, reliable way, this is a message you want to pay very close attention to.
[03:31:20.648 --> 03:31:31.253]  Thanks to a new development in solar generator technology, it's now possible for my listeners and viewers to produce their own source of emergency backup electricity.
[03:31:31.693 --> 03:31:34.695]  And even more importantly, it's now extremely affordable.
[03:31:35.095 --> 03:31:41.019]  Thanks to the guys at Solutions for Science, you can get one of these $6,000 solar generators for less than $1,500.
[03:31:43.480 --> 03:31:45.821]  We have these units at the office and at my home.
[03:31:46.182 --> 03:31:51.565]  I can run my sump pumps, my shortwave radios, all of my devices, and even keep our food from spoiling.
[03:31:51.965 --> 03:31:56.748]  Go to powergridchaos.com and get 70% off for a limited time.
[03:31:57.148 --> 03:32:00.870]  Folks, there has never been a better time to get off the grid.
[03:32:01.210 --> 03:32:05.512]  It's going to be crucial in 2017, maybe even life-saving.
[03:32:05.832 --> 03:32:09.174]  Powergridchaos.com for 70% off.
[03:32:09.674 --> 03:32:13.116]  We've got amazing products everybody needs at infowarsstore.com.
[03:32:13.416 --> 03:32:16.157]  We've got free shipping throughout at least a day or tomorrow.
[03:32:16.197 --> 03:32:17.418]  We're selling out of so much stuff.
[03:32:18.018 --> 03:32:22.542]  I didn't order enough stuff thinking the sale wouldn't be that big, so it's going to have to end one way or the other.
[03:32:22.602 --> 03:32:30.448]  But taking advantage of it, free shipping store-wide, 30% off Super Metal Vitality, 30% off X2, the good halogen, 30% off DNA Force.
[03:32:30.488 --> 03:32:31.309]  Wow, that's a big deal.
[03:32:31.329 --> 03:32:37.113]  30% off Living Defense, 30% off Lung Cleanse, 30-40% off all the high-quality, storable foods.
[03:32:37.133 --> 03:32:37.614]  That's a big deal.
[03:32:37.634 --> 03:32:38.595]  We just extended that out.
[03:32:39.195 --> 03:32:43.318]  Our great supplier, My Patriot Supply, has decided to do that because they're so excited as well.
[03:32:44.219 --> 03:32:58.606]  Infowarsstore.com is the main site to get your probiotics, or your vitamin, mineral fusion, fruit punch, your bio PCA for the hair and nails, or the bio-truth selenium, liver cleanse, oxy powder, prostagard, anthroplex, it's just the dry version of the super metal vitality.
[03:32:58.966 --> 03:32:59.546]  It's all there.
[03:32:59.747 --> 03:33:02.708]  Infowarslife.com or call toll free 888-253-3139.
[03:33:02.728 --> 03:33:02.768]  888-253-3139.
[03:33:19.964 --> 03:33:23.173]  Another time in the age of one.
[03:33:38.297 --> 03:33:42.239]  If you are receiving this transmission, you are the resistance.
[03:33:42.959 --> 03:33:49.002]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:33:53.114 --> 03:33:59.159]  I'm told by MSN that we should just relax now and be happy and enjoy our big victory.
[03:33:59.799 --> 03:34:02.041]  Because, wow, the system's been repudiated.
[03:34:02.101 --> 03:34:06.465]  Donald J. Trump elected 45th President of the United States of America.
[03:34:06.685 --> 03:34:08.927]  Ladies and gentlemen, this has been an amazing victory.
[03:34:09.607 --> 03:34:12.190]  But it's only a beachhead in retaking this country.
[03:34:12.870 --> 03:34:16.011]  To make America great again, we must retake the nation.
[03:34:16.491 --> 03:34:22.653]  We have criminal enterprises, multinational corporations, crony insider combines in this rigged system.
[03:34:23.333 --> 03:34:34.877]  So Donald Trump has gotten control of the swamp, but he's got to put the equipment in the swamp now, and he has to blow the dam and drain the swamp out into the ocean of history.
[03:34:35.197 --> 03:34:39.539]  It is time to drain the swamp in Washington, D.C.
[03:34:40.563 --> 03:34:43.464]  And to do that, he has to remove Paul Ryan.
[03:34:43.684 --> 03:34:47.565]  And he's got the clout to go in and have the Republicans enforce the vote and do it.
[03:34:48.105 --> 03:34:50.025]  Paul Ryan stabbed him in the back over and over again.
[03:34:50.065 --> 03:34:52.946]  Paul Ryan wouldn't give him the money that Trump raised under law.
[03:34:53.386 --> 03:34:55.606]  Paul Ryan told everybody he's going to lose the House.
[03:34:55.786 --> 03:34:56.687]  He's going to lose the Senate.
[03:34:56.847 --> 03:34:58.727]  They picked up seats more than they thought.
[03:34:59.487 --> 03:35:01.088]  They told you he could never get the nomination.
[03:35:01.308 --> 03:35:02.048]  They told you!
[03:35:03.012 --> 03:35:05.653]  Fox News and the Republican sickening establishment.
[03:35:06.314 --> 03:35:09.355]  We've removed Hillary, now it's the Republicans and the Democrats in Congress.
[03:35:09.835 --> 03:35:14.377]  They told us that he could never have the nomination, even if he had three times as many delegates.
[03:35:14.677 --> 03:35:22.521]  It was the party that decided why they were the enlightened, anointed, George Will called it sovereigns of the party.
[03:35:22.561 --> 03:35:26.303]  The royalty, like the hereditary dictators in England from
[03:35:27.423 --> 03:35:32.787]  Transylvanian, I'm German, or Kim Jong-un of North Korea, a third-generation hereditary dictator.
[03:35:33.287 --> 03:35:40.672]  But don't tell that to all the dumbass young college kids brainwashed at state schools that communism is some type of wonderful heaven.
[03:35:41.598 --> 03:35:45.841]  Now that said, if we want to make America great again, we've got to make it free again.
[03:35:46.121 --> 03:35:51.385]  And to do that, we've got to get the agenda of cutting taxes for people under $40,000 a year to basically zero.
[03:35:51.585 --> 03:35:52.386]  Trump's doing that.
[03:35:52.666 --> 03:35:53.086]  Wonderful.
[03:35:53.587 --> 03:35:57.169]  Cutting the corporate tax so it brings the money back to the U.S.
[03:35:57.189 --> 03:35:58.090]  We have the highest in the world.
[03:35:58.430 --> 03:35:59.811]  And a lot of those other basic issues.
